County,Precinct Name,Location Name,Address,City,State,Zip,Lat,Lng,Accuracy Score,VANPCTCODE
Clay,Summit-Riverton-Sioux-Meadow,"FAIRVIEW ELEMENTARY SCHOOL, GYM",1508 5TH AVE E,SPENCER,IA,51301,43.15319,-95.1385,1,1593448
Clay,Waterford-Lone Tree,HAP KETELSON COMMUNITY CENTER,203 N MAIN ST,EVERLY,IA,51338,43.15964,-95.3274,1,946817
Clayton,BOARDMAN-HIGHLAND,KEYSTONE AEA,1400 N 2ND ST,ELKADER,IA,52043,42.85859,-91.4186,0.9,948243
Clayton,BUENA VISTA,SOME PLACE ELSE BAR,239 MAIN ST,NORTH BUENA VISTA,IA,52066,42.68341,-90.9514,1,946818
Clayton,CASS,STRAWBERRY POINT CIVIC CENTER,401 COMMERCIAL ST,STRAWBERRY POINT,IA,52076,42.68094,-91.5351,0.6,946819
Clayton,CLAYTON-GARNAVILLO,GARNAVILLO COMMUNITY CENTER,106 W NIAGRA ST,GARNAVILLO,IA,52049,42.86745,-91.2366,1,948245
Clayton,COX CREEK-SPERRY,ST. PAUL LUTHERAN CHURCH,700 WASHINGTON ST,VOLGA,IA,52077,42.80071,-91.541,1,948244
Clayton,ELK-MALLORY-VOLGA,ELKPORT-GARBER COMMUNITY CENTER,120 MAIN ST,ELKPORT,IA,52044,42.74035,-91.2795,1,948246
Clayton,FARMERSBURG-WAGNER,ST. OLAF CIVIC CENTER,105 S MAIN ST,ST OLAF,IA,52072,42.92737,-91.3869,1,948247
Clayton,GIARD-LUANA-MONONA,MONONA COMMUNITY CENTER,104 S EGBERT ST,MONONA,IA,52159,43.05191,-91.3888,1,948248
Clayton,GRAND MEADOW,MARION LUTHERAN CHURCH A,14734 AGATE RD,ELGIN,IA,52141,42.96433,-91.5137,1,946820
Clayton,JEFFERSON-MILLVILLE,GUTTENBERG MUNICIPAL BUILDING,502 S 1ST ST,GUTTENBERG,IA,52052,42.78043,-91.0964,1,948249
Clayton,LODOMILLO,TRINITY UNITED METHODIST CHURCH,201 W MADISON ST,EDGEWOOD,IA,52042,42.64521,-91.4024,1,946821
Clayton,MARION,MARION LUTHERAN CHURCH B,14734 AGATE RD,ELGIN,IA,52141,42.96433,-91.5137,1,946822
Clayton,MENDON,MARQUETTE CITY HALL,102 NORTH ST,MARQUETTE,IA,52158,43.04514,-91.1781,1,948250
Clayton,READ,"FREEDOM BANK, COMMUNITY ROOM",210 S MAIN ST,ELKADER,IA,52043,42.85263,-91.4026,1,946823
Clinton,BLOOMFIELD BROOKFIELD DEL,"DELWOOD COMMUNITY SCHOOL, CAFETERIA",311 DELMAR AVE.,DELMAR,IA,52037,42.00243,-90.6058,1,1593449
Clinton,CAMANCHE 1,"CAMANCHE HIGH SCHOOL, COMMONS",937 6TH AVE.,COMANCHE,IA,52730,41.78942,-90.2563,0.9,946826
Clinton,CAMANCHE 2,"CAMANCHE HIGH SCHOOL, MEDIA CENTER",937 6TH AVE.,COMANCHE,IA,52730,41.78942,-90.2563,0.9,946827
Clinton,CENTER TWP,"NORTHEAST HIGH SCHOOL, ROOM 205",1450 370TH AVE.,GOOSE LAKE,IA,52750,41.96554,-90.3738,1,946829
Clinton,CLINTON 1-1,CLINTON PUBLIC LIBRARY,306 8TH AVE.,CLINTON,IA,52732,41.83791,-90.1908,0.9,946830
Clinton,CLINTON 1-2,CCC BUSINESS/INDUSTRY CENTER,1951 MANUFACTURING DR.,CLINTON,IA,52732,41.82602,-90.2357,1,946831
Clinton,CLINTON 2-1,"JEFFERSON ELEMENTARY, COMMONS",720 4TH AVE. S,CLINTON,IA,52732,41.8424,-90.2042,1,946832
Clinton,CLINTON 2-2,"CLINTON COMMUNITY COLLEGE, AUDITORIUM",1000 LINCOLN BLVD.,CLINTON,IA,52732,41.83388,-90.2138,1,946833
Clinton,CLINTON 3-1,"CLINTON COUNTY ADMINISTRATION BUILDING, ROOMS B, C, D, CAFETERIA",1900 N. 3RD ST.,CLINTON,IA,52732,41.86685,-90.1846,1,946834
Clinton,CLINTON 3-2,"CLINTON SCHOOLS ADMINISTRATION BUILDING, BOARD ROOM",1401 12TH AVE. N,CLINTON,IA,52732,41.85861,-90.2193,1,946835
Clinton,CLINTON 4-1,"EAGLE HEIGHTS ELEMENTARY, COMMONS",1350 MAIN AVE.,CLINTON,IA,52732,41.874,-90.1964,1,946836
Clinton,CLINTON 4-2,"CLINTON MIDDLE SCHOOL, COMMONS",1350 14TH ST. NW,CLINTON,IA,52732,41.83136,-90.2188,0.9,946837
Clinton,DEEP CREEK GOOSE LAKE,"NORTHEAST HIGH SCHOOL, ROOM 206",1450 370TH AVE.,GOOSE LAKE,IA,52750,41.96554,-90.3738,1,1593450
Clinton,DEWITT 1,DEWITT CENTRAL MIDDLE SCHOOL A,519 E. 11TH ST.,DEWITT,IA,52742,41.8263,-90.5251,1,946839
Clinton,DEWITT 2,DEWITT CENTRAL MIDDLE SCHOOL B,519 E. 11TH ST.,DEWITT,IA,52742,41.8263,-90.5251,1,946840
Clinton,DEWITT TWP,DEWITT CENTRAL MIDDLE SCHOOL C,519 E. 11TH ST.,DEWITT,IA,52742,41.8263,-90.5251,1,946841
Clinton,EDEN CAMANCHE TWP,"CAMANCHE HIGH SCHOOL, DATA ROOM",937 6TH AVE.,CAMANCHE,IA,52730,41.78924,-90.2565,1,1593451
Clinton,ELK RIVER HAMPSHIRE ANDOV,"NORTHEAST HIGH SCHOOL, CAFETERIA",1450 370TH AVE.,GOOSE LAKE,IA,52750,41.96554,-90.3738,1,1593452
Clinton,LIBERTY TORONTO,WHEATLAND HIGH SCHOOL A,110 E. PARK RD.,WHEATLAND,IA,52777,41.83697,-90.8386,1,1593453
Clinton,LOW MOOR,LOW MOOR COMMUNITY CENTER,323 3RD AVE.,LOW MOOR,IA,52757,41.80132,-90.3575,0.1,1593454
Clinton,OLIVE GRANT CALAMUS,"CALAMUS-WHEATLAND ELEMENTARY, CAFETERIA",80 2ND ST.,CALAMUS,IA,52729,41.82561,-90.7588,0.6,1593455
Clinton,ORANGE GRAND MOUND,GRAND MOUND COMMUNITY CENTER,510 SMITH ST.,GRAND MOUND,IA,52751,41.82318,-90.6479,1,1593456
Clinton,SHARON LOST NATION,LOST NATION CITY HALL/LIBRARY,410 MAIN ST,LOST NATION,IA,52254,41.96302,-90.8181,1,1593457
Clinton,SPRING ROCK WHEATLAND,"WHEATLAND HIGH SCHOOL, COMMONS",110 E. PARK RD.,WHEATLAND,IA,52777,41.83697,-90.8386,1,1593458
Clinton,WATERFORD CHARLOTTE,"NORTHEAST HIGH SCHOOL, ROOM 207",1450 370TH AVE.,GOOSE LAKE,IA,52750,41.96554,-90.3738,1,1593459
Clinton,WELTON WASHINGTON WELTON,WELTON FIRE STATION,100 MAIN ST,WELTON,IA,52774,41.90486,-90.5941,1,1593460
Crawford,Charter Oak,CHARTER OAK-UTE JUNION HIGH SCHOOL VOCAL MUSIC ROOM,321 MAIN ST.,CHARTER OAK,IA,51439,42.06564,-95.5912,1,946857
Crawford,DCAB,BOYER VALLEY ELEMENTARY SCHOOL LUNCH ROOM,212 N SCHOOL ST,DOW CITY,IA,51528,41.9306,-95.4935,1,1593462
Crawford,Denison Ward 1,"DENISON HIGH SCHOOL, IMC (LIBRARY)",819 N 16TH ST,DENISON,IA,51442,42.02637,-95.3487,1,946858
Crawford,Denison Ward 2-Denison Twp,"DENISON HIGH SCHOOL, HERITAGE ROOM",819 N 16TH ST,DENISON,IA,51442,42.02637,-95.3487,1,946859
Crawford,Denison Ward 3-Goodrich Twp,"DENISON HIGH SCHOOL, CAFETERIA",819 N 16TH ST,DENISON,IA,51442,42.02637,-95.3487,1,1593461
Crawford,Northeast,VAIL COMMUNITY ROOM,215 MAIN ST,VAIL,IA,51465,42.06691,-95.5912,0.8,1593463
Crawford,Southeast,MANILLA BOWL BOWLING ALLEY,541 MAIN ST.,MANILLA,IA,51454,41.88983,-95.2319,1,1593464
Crawford,SRK,SCHLESWIG ELEMENTARY SCHOOL,714 DATE ST.,SCHLESWIG,IA,51461,42.16433,-95.4292,1,1593465
Dallas,ADAMS,GRACE LUTHERAN CHURCH A,23932 MEADOW RD,ADEL,IA,50003,41.59978,-94.0146,1,1593466
Dallas,ADEL 1,"ADM MIDDLE SCHOOL, COMMONS",801 NILE KINNICK DR,ADEL,IA,50003,41.61045,-94.0167,1,1593467
Dallas,ADEL 2,GRACE LUTHERAN CHURCH B,23932 MEADOW RD,ADEL,IA,50003,41.59978,-94.0146,1,1593468
Dallas,BEAVER / DES MOINES,WOODWARD-GRANGER MIDDLE SCHOOL/HIGH SCHOOL,306 W 3RD ST,WOODWARD,IA,50276,41.85598,-93.9261,1,1593469
Dallas,CLIVE 5,"EASON ELEMENTARY SCHOOL, COMMONS",605 SE BOONE DR,WAUKEE,IA,50263,41.60671,-93.8322,1,1593470
Dallas,CLIVE 6,"EASON ELEMENTARY SCHOOL, GYM",605 SE BOONE DR,WAUKEE,IA,50263,41.60671,-93.8322,1,1593471
Dallas,COLFAX / ADEL,"ADM HIGH SCHOOL, COMMONS",801 NILE KINNICK DR,ADEL,IA,50003,41.61045,-94.0167,1,1593472
Dallas,DESOTO,DESOTO INTERMEDIATE SCHOOL B LUNCHROOM,317 SPRUCE ST,DE SOTO,IA,50069,41.53578,-94.0093,1,946878
Dallas,LINCOLN /WASHINGTON /LINN,WCV MIDDLE SCHOOL A,1375 HIGH ST,REDFIELD,IA,50233,41.59237,-94.1976,0.6,1593473
Dallas,PERRY 1,"PERRY MIDDLE SCHOOL A, MEDIA CENTER",1200 18TH ST,PERRY,IA,50220,41.83924,-94.0821,1,946883
Dallas,PERRY 2,"PERRY ELEMENTARY SCHOOL A, GYM",1600 18TH ST,PERRY,IA,50220,41.8434,-94.0968,1,946884
Dallas,PERRY 3,"PERRY MIDDLE SCHOOL B, MEDIA CENTER & NPR",1200 18TH ST,PERRY,IA,50220,41.83924,-94.0821,1,946885
Dallas,SPRING VALLEY / DALLAS,"PERRY ELEMENTARY SCHOOL B, NPR ROOM",1600 8TH ST,PERRY,IA,50220,41.84427,-94.0967,1,1593474
Dallas,SUGAR GROVE / DALLAS CENTER,"DCG MIDDLE SCHOOL, GYM",1400 VINE ST,DALLAS CENTER,IA,50063,41.68068,-93.9613,1,1593475
Dallas,UNION,"WCV MIDDLE SCHOOL B, GYM",1375 HIGH ST,REDFIELD,IA,50233,41.59237,-94.1976,0.6,1593476
Dallas,URBANDALE 13,IGNIT SPORTS & FITNESS A,200 SE 37TH ST,GRIMES,IA,50111,41.65661,-93.7914,1,1593477
Dallas,URBANDALE 14,IGNIT SPORTS & FITNESS B,200 SE 37TH ST,GRIMES,IA,50111,41.65661,-93.7914,1,1593478
Dallas,URBANDALE 15,RADIANT ELEMENTARY SCHOOL B,5050 170TH ST,URBANDALE,IA,50323,41.62563,-93.7937,0.33,1593479
Dallas,VAN METER,VETERANS MEMORIAL RECEPTION HALL,910 MAIN ST,VAN METER,IA,50261,41.6175,-94.0194,0.8,946889
Dallas,WALNUT / GRIMES / GRANT,WOODWARD-GRANGER ELEMENTARY SCHOOL,2200 STATE STREET,GRANGER,IA,50109,41.76176,-93.8206,1,1593480
Dallas,WAUKEE 1,"VINCE MEYER LEARNING CENTER, GYM",400 LOCUST ST,WAUKEE,IA,50263,41.61058,-93.8869,0.6,946892
Dallas,WAUKEE 2,"SCHULER ELEMENTARY SCHOOL A, COMMONS OR GYM",16400 DOUGLAS PKWY,CLIVE,IA,50325,41.62747,-93.8446,1,946893
Dallas,WAUKEE 3,ST BONIFACE CHURCH A,1200 WARRIOR LANE,WAUKEE,IA,50263,41.59964,-93.8742,1,946894
Dallas,WAUKEE 4,SCHULER ELEMENTARY SCHOOL B,16400 DOUGLAS PKWY,CLIVE,IA,50325,41.62747,-93.8446,1,946895
Dallas,WAUKEE 5,ST. BONIFACE CHURCH B,1200 WARRIOR LN,WAUKEE,IA,50263,41.59964,-93.8742,1,1593481
Dallas,WAUKEE 6,"VINCE MEYER LEARNING CENTER B, COMMONS",400 LOCUST ST,WAUKEE,IA,50263,41.61058,-93.8869,0.6,1593482
Dallas,WEST DES MOINES 221,"HOLIDAY INN & SUITES, CONVENTION ROOM",6075 MILLS CIVIC PKWY,WEST DES MOINES,IA,50266,41.55931,-93.7923,1,1593483
Dallas,WEST DES MOINES 222,No data,No data,No data,IA,,42.28192,-94.1108,1,1593484
Dallas,WEST DES MOINES 223,FOX CREEK CENTER A,33365 335TH ST,WAUKEE,IA,50263,41.55832,-93.8406,1,1593485
Dallas,WEST DES MOINES 224,FOX CREEK CENTER B,33365 335TH ST,WAUKEE,IA,50263,41.55832,-93.8406,1,1593486
Dallas,WEST DES MOINES 225,MAPLE GROVE UNITED METHODIST CHURCH,9155 ASHWORTH RD,WEST DES MOINES,IA,50266,41.58432,-93.7811,0.6,1593487
Dallas,WEST DES MOINES 226,"HOLIDAY INN & SUITES, CONVENTION ROOM 2",6075 MILLS CIVIC PKWY,WEST DES MOINES,IA,50266,41.55931,-93.7923,1,1593488
Dallas,WEST DES MOINES 321,"WOODLAND HILLS ELEMENTARY SCHOOL, GYM",1120 S 95TH ST,WEST DES MOINES,IA,50266,41.54975,-93.8403,1,1593489
Dallas,WEST DES MOINES 322,"WOODLAND HILLS ELEMENTARY SCHOOL, COMMONS",1120 S 95TH ST,WEST DES MOINES,IA,50266,41.54975,-93.8403,1,1593490
Davis,Bloomfield Ward 1,DAVIS COUNTY HIGH SCHOOL A,503 E LOCUST ST,BLOOMFIELD,IA,52537,40.75283,-92.4058,1,946897
Davis,Bloomfield Ward 2,DAVIS COUNTY HIGH SCHOOL B,503 E LOCUST ST,BLOOMFIELD,IA,52537,40.75283,-92.4058,1,946898
Davis,Bloomfield Ward 3,DAVIS COUNTY HIGH SCHOOL C,503 E LOCUST ST,BLOOMFIELD,IA,52537,40.75283,-92.4058,1,946899
Davis,Central,DAVIS COUNTY HIGH SCHOOL D,503 E LOCUST ST,BLOOMFIELD,IA,52537,40.75283,-92.4058,1,946900
Davis,Northeast,DAVIS COUNTY HIGH SCHOOL E,503 E LOCUST ST,BLOOMFIELD,IA,52537,40.75283,-92.4058,1,946901
Davis,Northwest,DAVIS COUNTY HIGH SCHOOL F,503 E LOCUST ST,BLOOMFIELD,IA,52537,40.75283,-92.4058,1,946902
Davis,Southeast,DAVIS COUNTY HIGH SCHOOL G,503 E LOCUST ST,BLOOMFIELD,IA,52537,40.75283,-92.4058,1,946903
Davis,Southwest,DAVIS COUNTY HIGH SCHOOL H,503 E LOCUST ST,BLOOMFIELD,IA,52537,40.75283,-92.4058,1,946904
Decatur,BL/FA/Lamoni,"THE SHAW CENTER, GRACELAND UNIVERSITY",1 UNIVERSITY PL.,LAMONI,IA,50140,40.61637,-93.9229,1,948204
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,DAVIS CITY COMMUNITY CENTER,209 N. BRIDGE ST.,DAVIS CITY,IA,50065,40.63958,-93.8085,0.8,946905
Decatur,CE/ED/Leon,"CENTRAL DECATUR SCHOOLS, HS COMMONS D",1201 NE POPLAR ST.,LEON,IA,50144,40.74815,-93.743,1,946916
Decatur,DE/Decatur City,"CENTRAL DECATUR SCHOOLS, HS COMMONS C",1201 NE POPLAR ST.,LEON,IA,50144,40.74815,-93.743,1,946907
Decatur,FR/LC/Van Wert/Weldon,"CENTRAL DECATUR SCHOOLS, HS COMMONS B",1201 NE POPLAR ST.,LEON,IA,50144,40.74815,-93.743,1,946915
Decatur,GG/HP/WE/Garden Grove/LeRoy,"CENTRAL DECATUR SCHOOLS, HS COMMONS A",1201 NE POPLAR ST.,LEON,IA,50144,40.74815,-93.743,1,946909
Decatur,GR/RL/Grand River,GRAND RIVER COMMUNITY CENTER,122 BROADWAY ST.,GRAND RIVER,IA,50108,40.81819,-93.9625,1,946910
Delaware,Adams/Hazel Green,AMERICAN LEGION,210 MAIN ST,RYAN,IA,52330,42.35141,-91.4823,1,1593491
