VAN_Precinct_Code,ObjectID,County,Short_Precinct_Name,Long_Precinct_Name,OrigPrctName1,OrigPrctName2
947631,753,Polk,Dm 030,DES MOINES-30,DSM30,Des Moines Precinct 30
947632,754,Polk,Dm 031,DES MOINES-31,DSM31,Des Moines Precinct 31
947633,755,Polk,Dm 032,DES MOINES-32,DSM32,Des Moines Precinct 32
947634,745,Polk,Dm 033,DES MOINES-33,DSM33,Des Moines Precinct 33
947635,788,Polk,Dm 034,DES MOINES-34,DSM34,Des Moines Precinct 34
947636,610,Polk,Dm 035,DES MOINES-35,DSM35,Des Moines Precinct 35
947637,611,Polk,Dm 036,DES MOINES-36,DSM36,Des Moines Precinct 36
947638,785,Polk,Dm 037,DES MOINES-37,DSM37,Des Moines Precinct 37
947639,786,Polk,Dm 038,DES MOINES-38,DSM38,Des Moines Precinct 38
947640,616,Polk,Dm 039,DES MOINES-39,DSM39,Des Moines Precinct 39
947641,1063,Polk,Dm 040,DES MOINES-40,DSM40,Des Moines Precinct 40
947642,617,Polk,Dm 041,DES MOINES-41,DSM41,Des Moines Precinct 41
947643,618,Polk,Dm 042,DES MOINES-42,DSM42,Des Moines Precinct 42
947644,1052,Polk,Dm 043,DES MOINES-43,DSM43,Des Moines Precinct 43
947645,1050,Polk,Dm 044,DES MOINES-44,DSM44,Des Moines Precinct 44
947646,1051,Polk,Dm 045,DES MOINES-45,DSM45,Des Moines Precinct 45
947647,787,Polk,Dm 046,DES MOINES-46,DSM46,Des Moines Precinct 46
947648,746,Polk,Dm 047,DES MOINES-47,DSM47,Des Moines Precinct 47
947649,760,Polk,Dm 048,DES MOINES-48,DSM48,Des Moines Precinct 48
947650,761,Polk,Dm 049,DES MOINES-49,DSM49,Des Moines Precinct 49
947651,762,Polk,Dm 050,DES MOINES-50,DSM50,Des Moines Precinct 50
947652,763,Polk,Dm 051,DES MOINES-51,DSM51,Des Moines Precinct 51
947653,764,Polk,Dm 052,DES MOINES-52,DSM52,Des Moines Precinct 52
947654,765,Polk,Dm 053,DES MOINES-53,DSM53,Des Moines Precinct 53
947655,766,Polk,Dm 054,DES MOINES-54,DSM54,Des Moines Precinct 54
947656,775,Polk,Dm 055,DES MOINES-55,DSM55,Des Moines Precinct 55
947657,776,Polk,Dm 056,DES MOINES-56,DSM56,Des Moines Precinct 56
947658,1053,Polk,Dm 057,DES MOINES-57,DSM57,Des Moines Precinct 57
947659,1054,Polk,Dm 058,DES MOINES-58,DSM58,Des Moines Precinct 58
947660,1055,Polk,Dm 059,DES MOINES-59,DSM59,Des Moines Precinct 59
947661,1056,Polk,Dm 060,DES MOINES-60,DSM60,Des Moines Precinct 60
947662,1057,Polk,Dm 061,DES MOINES-61,DSM61,Des Moines Precinct 61
947663,1058,Polk,Dm 062,DES MOINES-62,DSM62,Des Moines Precinct 62
947664,1059,Polk,Dm 063,DES MOINES-63,DSM63,Des Moines Precinct 63
947665,1060,Polk,Dm 064,DES MOINES-64,DSM64,Des Moines Precinct 64
947666,1061,Polk,Dm 065,DES MOINES-65,DSM65,Des Moines Precinct 65
947667,777,Polk,Dm 066,DES MOINES-66,DSM66,Des Moines Precinct 66
947668,767,Polk,Dm 067,DES MOINES-67,DSM67,Des Moines Precinct 67
947669,778,Polk,Dm 068,DES MOINES-68,DSM68,Des Moines Precinct 68
947670,768,Polk,Dm 069,DES MOINES-69,DSM69,Des Moines Precinct 69
947671,769,Polk,Dm 070,DES MOINES-70,DSM70,Des Moines Precinct 70
947672,770,Polk,Dm 071,DES MOINES-71,DSM71,Des Moines Precinct 71
947673,722,Polk,Dm 072,DES MOINES-72,DSM72,Des Moines Precinct 72
947674,771,Polk,Dm 073,DES MOINES-73,DSM73,Des Moines Precinct 73
947675,772,Polk,Dm 074,DES MOINES-74,DSM74,Des Moines Precinct 74
947676,773,Polk,Dm 075,DES MOINES-75,DSM75,Des Moines Precinct 75
947677,774,Polk,Dm 076,DES MOINES-76,DSM76,Des Moines Precinct 76
947678,779,Polk,Dm 077,DES MOINES-77,DSM77,Des Moines Precinct 77
947679,780,Polk,Dm 078,DES MOINES-78,DSM78,Des Moines Precinct 78
947680,781,Polk,Dm 079,DES MOINES-79,DSM79,Des Moines Precinct 79
947681,782,Polk,Dm 080,DES MOINES-80,DSM80,Des Moines Precinct 80
947682,783,Polk,Dm 081,DES MOINES-81,DSM81,Des Moines Precinct 81
947683,1062,Polk,Dm 082,DES MOINES-82,DSM82,Des Moines Precinct 82
947684,784,Polk,Dm 083,DES MOINES-83,DSM83,Des Moines Precinct 83
947685,603,Polk,Dm 084,DES MOINES-84,DSM84,Des Moines Precinct 84
947704,724,Polk,Alt 1,ALTOONA-1,ALT1,Altoona Precinct 1
947705,725,Polk,Alt 2,ALTOONA-2,ALT2,Altoona Precinct 2
947706,723,Polk,Alt 3,ALTOONA-3,ALT3,Altoona Precinct 3
947707,726,Polk,Alt 4,ALTOONA-4,ALT4,Altoona Precinct 4
947708,1007,Polk,Ank 01,ANKENY-1,ANK1,Ankeny Precinct 1
947709,1008,Polk,Ank 02,ANKENY-2,ANK2,Ankeny Precinct 2
947710,1009,Polk,Ank 03,ANKENY-3,ANK3,Ankeny Precinct 3
947711,1010,Polk,Ank 04,ANKENY-4,ANK4,Ankeny Precinct 4
947712,1014,Polk,Ank 05,ANKENY-5,ANK5,Ankeny Precinct 5
947713,1023,Polk,Ank 06,ANKENY-6,ANK6,Ankeny Precinct 6
947714,1025,Polk,Ank 07,ANKENY-7,ANK7,Ankeny Precinct 7
947715,1022,Polk,Ank 08,ANKENY-8,ANK8,Ankeny Precinct 8
947716,1024,Polk,Ank 09,ANKENY-9,ANK9,Ankeny Precinct 9
947717,1011,Polk,Ank 10,ANKENY-10,ANK10,Ankeny Precinct 10
947718,1012,Polk,Ank 11,ANKENY-11,ANK11,Ankeny Precinct 11
947719,620,Polk,Ank 12,ANKENY-12,ANK12,Ankeny Precinct 12
947720,736,Polk,Bond 1,BONDURANT-1,BONDURANT1,Polk County Bondurant Precinct 1
947721,729,Polk,Clay 1,CLAY-1,CLAY1,Polk County Clay Precinct 1
947722,1090,Polk,Clive 1,CLIVE-1,CLV1,Clive Precinct 1
947723,1087,Polk,Clive 2,CLIVE-2,CLV2,Clive Precinct 2
947724,1088,Polk,Clive 3,CLIVE-3,CLV3,Clive Precinct 3
947725,1089,Polk,Clive 4,CLIVE-4,CLV4,Clive Precinct 4
947727,1028,Polk,Del 1,DELAWARE-1,DELAWARE1,Polk County Delaware 1
947728,759,Polk,Del 2,DELAWARE-2,DELAWARE2,Polk County Delaware Precinct 2
947730,1016,Polk,Douglas,DOUGLAS-1,DOUGLAS1,Polk County Douglas 1
947731,730,Polk,Elkhart,ELKHART-1,ELKHART1,Polk County Elkhart 1
947732,737,Polk,Four Mi,FOUR MILE-1,FOURMILE1,Polk County Four Mile 1
947733,731,Polk,Frankli,FRANKLIN-1,FRANKLIN1,Polk County Franklin 1
947734,1042,Polk,Grimes1,GRIMES-1,GRIMES1,Grimes Precinct 1
947735,1039,Polk,Grimes2,GRIMES-2,URB12,Urbandale Precinct 12
947735,1043,Polk,Grimes2,GRIMES-2,GRIMES2,Grimes Precinct 2
947736,1633,Polk,Jeff 1,JEFFERSON-1,JEFFERSON1,Polk County Jefferson 1
947737,1044,Polk,John 1,JOHNSTON-1,JOHNSTON1,Polk County Johnston Precinct 1
947738,1045,Polk,John 2,JOHNSTON-2,JOHNSTON2,Polk County Johnston Precinct 2
947739,1048,Polk,John 3,JOHNSTON-3,JOHNSTON3,Polk County Johnston Precinct 3
947740,732,Polk,Mitchel,MITCHELLVILLE-1,MITCHELLVIL1,Polk County Mitchellville 1
947741,758,Polk,Ph 1,PLEASANT HILL-1,PH1,Pleasant Hill Precinct 1
947742,756,Polk,Ph 2,PLEASANT HILL-2,PH2,Pleasant Hill Precinct 2
947743,757,Polk,Ph 3,PLEASANT HILL-3,PH3,Pleasant Hill Precinct 3
947744,507,Polk,Polk Ci,POLK CITY-1,POLKCITY,Polk County Polk City
947745,733,Polk,Runnell,RUNNELLS-1,RUNNELLS1,Polk County Runnells 1
947746,1019,Polk,Saylor1,SAYLOR-1,SAYLOR1,Polk County Saylor 1
947747,1018,Polk,Saylor2,SAYLOR-2,SAYLOR2,Polk County Saylor 2/ Des Moines Prct 5A
947749,506,Polk,Sheldah,SHELDAHL-1,UNIONSHELDL,Polk County Union Sheldahl
947750,1037,Polk,Urb 01,URBANDALE-1,URB1,Urbandale Precinct 1
947751,1036,Polk,Urb 02,URBANDALE-2,URB2,Urbandale Precinct 2
947752,1038,Polk,Urb 03,URBANDALE-3,URB3,Urbandale Precinct 3
947753,1040,Polk,Urb 04,URBANDALE-4,URB4,Urbandale Precinct 4
947754,1033,Polk,Urb 05,URBANDALE-5,URB5,Urbandale Precinct 5
947755,1034,Polk,Urb 06,URBANDALE-6,URB6,Urbandale Precinct 6
947756,1031,Polk,Urb 07,URBANDALE-7,URB7,Urbandale Precinct 7
947757,1032,Polk,Urb 08,URBANDALE-8,URB8,Urbandale Precinct 8
947758,1035,Polk,Urb 09,URBANDALE-9,URB9,Urbandale Precinct 9
947759,1030,Polk,Urb 10,URBANDALE-10,URB10,Urbandale Precinct 10
947760,1029,Polk,Urb 11,URBANDALE-11,URB11,Urbandale Precinct 11
947761,734,Polk,Wash 1,WASHINGTON-1,WASHINGTON,Polk County Washington
947762,619,Polk,Wb 1,WEBSTER-1,WEBSTER1,Polk County Webster 1
947763,1075,Polk,Wdm-111,WDM-111,WDM111,West Des Moines Precinct 111
947764,1076,Polk,Wdm-112,WDM-112,WDM112,West Des Moines Precinct 112
947765,1074,Polk,Wdm-113,WDM-113,WDM113,West Des Moines Precinct 113
947766,1072,Polk,Wdm-114,WDM-114,WDM114,West Des Moines Precinct 114
947767,1073,Polk,Wdm-115,WDM-115,WDM115,West Des Moines Precinct 115
947768,1082,Polk,Wdm-116,WDM-116,WDM116,West Des Moines Precinct 116
947769,1083,Polk,Wdm-211,WDM-211,WDM211,West Des Moines Precinct 211
947770,1084,Polk,Wdm-212,WDM-212,WDM212,West Des Moines Precinct 212
947771,1077,Polk,Wdm-213,WDM-213,WDM213,West Des Moines Precinct 213
947774,1068,Polk,Wdm-311,WDM-311,WDM311,West Des Moines Precinct 311
947775,1085,Polk,Wdm-312,WDM-312,WDM312,West Des Moines Precinct 312
947776,1086,Polk,Wdm-313,WDM-313,WDM313,West Des Moines Precinct 313
947777,1066,Polk,Wdm-314,WDM-314,WDM314,West Des Moines Precinct 314
947778,1067,Polk,Wdm-315,WDM-315,WDM315,West Des Moines Precinct 315
947779,1071,Polk,Wdm-316,WDM-316,WDM316,West Des Moines Precinct 316
947780,1078,Polk,Whts 1,WINDSOR HEIGHTS-1,WH1,Windsor Heights Precinct 1
947781,1079,Polk,Whts 2,WINDSOR HEIGHTS-2,WH2,Windsor Heights Precinct 2
947782,1080,Polk,Whts 3,WINDSOR HEIGHTS-3,WH3,Windsor Heights Precinct 3
947783,1114,Pottawattamie,Cb 01,CB 01,CB1,Council Bluffs 1
947784,621,Pottawattamie,Cb 02,CB 02,CB2,Council Bluffs 2
947785,622,Pottawattamie,Cb 03,CB 03,CB3,Council Bluffs 3
947786,623,Pottawattamie,Cb 04,CB 04,CB4,Council Bluffs 4
947787,624,Pottawattamie,Cb 05,CB 05,CB5,Council Bluffs 5
947788,1103,Pottawattamie,Cb 06,CB 06,CB6,Council Bluffs 6
947789,625,Pottawattamie,Cb 07,CB 07,CB7,Council Bluffs 7
947790,1104,Pottawattamie,Cb 08,CB 08,CB8,Council Bluffs 8
947791,1635,Pottawattamie,Cb 09,CB 09,CB9,Council Bluffs 9
947793,1105,Pottawattamie,Cb 11,CB 11,CB11,Council Bluffs 11
947794,1106,Pottawattamie,Cb 12,CB 12,CB12,Council Bluffs 12
947795,1107,Pottawattamie,Cb 13,CB 13,CB13,Council Bluffs 13
947796,1108,Pottawattamie,Cb 14,CB 14,CB14,Council Bluffs 14
947797,626,Pottawattamie,Cb 15,CB 15,CB15,Council Bluffs 15
947798,627,Pottawattamie,Cb 16,CB 16,CB16,Council Bluffs 16
947799,628,Pottawattamie,Cb 17,CB 17,CB17,Council Bluffs 17
947800,1109,Pottawattamie,Cb 18,CB 18,CB18,Council Bluffs 18
947801,1110,Pottawattamie,Cb 19,CB 19,CB19,Council Bluffs 19
947802,1111,Pottawattamie,Cb 20,CB 20,CB20,Council Bluffs 20
947805,559,Pottawattamie,Carson,Carson,CARSON,Carson
947807,555,Pottawattamie,Cresc,Crescent,CRESCENT,Crescent
947808,565,Pottawattamie,Garner,Garner,GARNER,Garner
947813,566,Pottawattamie,Lewis 1,Lewis 1,LEWIS1,Lewis 1
947814,567,Pottawattamie,Lewis 2,Lewis 2,LEWIS2,Lewis 2
947818,561,Pottawattamie,MacEdon,Macedonia,MACEDONIA,Macedonia
947819,556,Pottawattamie,Minden,Minden,MINDEN,Minden
947820,557,Pottawattamie,Neola,Neola,NEOLA,Neola
947824,662,Poweshiek,2,BMWJ,BMWJ,BMWJ #2 - Poweshiek
947825,663,Poweshiek,3,DRL,DRL,DRL #3 - Poweshiek
947826,664,Poweshiek,4,MS,MS,MS #4 - Poweshiek
947827,665,Poweshiek,5,CGWS,CGWS,CGWS #5 - Poweshiek
947828,1561,Poweshiek,6,1ST WARD - 06.06GR,GRINNELL1,Grinnell 1 #6 - Poweshiek
947829,1562,Poweshiek,7,2ND WARD - 07.07GR,GRINNELL2,Grinnell 2 #7 - Poweshiek
947830,1564,Poweshiek,8,3RD WARD - 08.08GR,GRINNELL3,Grinnell 3 #8 - Poweshiek
947831,1563,Poweshiek,9,4TH WARD - 09.09GR,GRINNELL4,Grinnell 4 #9 - Poweshiek
947832,666,Poweshiek,10,JUPS,JUPS,JUPS #10 - Poweshiek
947833,1560,Poweshiek,11,MONTEZUMA - 11.11MO,MONTEZUMA,Montezuma #11 - Poweshiek
947834,582,Ringgold,At,Athens,ATHENS,Athens
947835,583,Ringgold,Cl,Clinton,CLINTON,Clinton
947836,585,Ringgold,M1,Mount Ayr 1,M1,M1
947837,584,Ringgold,M2,Mount Ayr 2,M2,M2
947838,580,Ringgold,Tg,Tingley,TINGLEY,Tingley
947839,581,Ringgold,Un,Union,UNION,Union
947840,579,Ringgold,Ws,Washington,WASHINGTON,Washington
947841,388,Sac,1,Schaller,SCHALLER,Schaller
947842,389,Sac,2,Nemaha,NEMAHA,Nemaha
947843,390,Sac,3,Early,EARLY,Early
947844,391,Sac,4,Sac City,SACCITY,Sac City
947845,392,Sac,5,Lytton,LYTTON,Lytton
947846,393,Sac,6,Odebolt,ODEBOLT,Odebolt
947847,394,Sac,7,Lake View,LAKEVIEW,Lake View
947848,395,Sac,8,Auburn,AUBURN,Auburn
947849,396,Sac,9,Wall Lake,WALLLAKE,Wall Lake
947850,1656,Scott,Ag,(AG) Allen's Grove Township,ALLENSGROVE,Allen's Grove
947851,630,Scott,B11,(B11) City of Bettendorf,BW1P1,Bettendorf ward 1 precinct 1
947852,1227,Scott,B12,(B12) City of Bettendorf,BW1P2,Bettendorf ward 1 precinct 2
947853,631,Scott,B21,(B21) City of Bettendorf,BW2P1,Bettendorf ward 2 precinct 1
947854,632,Scott,B22,(B22) City of Bettendorf,BW2P2,Bettendorf ward 2 precinct 2
947855,1225,Scott,B31,(B31) City of Bettendorf,BW3P1,Bettendorf ward 3 precinct 1
947856,1226,Scott,B32,(B32) City of Bettendorf,BW3P2,Bettendorf ward 3 precinct 2
947857,1230,Scott,B41,(B41) City of Bettendorf,BW4P1,Bettendorf ward 4 precinct 1
947858,1229,Scott,B42,(B42) City of Bettendorf,BW4P2,Bettendorf ward 4 precinct 2
947859,1224,Scott,B51,(B51) City of Bettendorf,BW5P1,Bettendorf ward 5 precinct 1
947860,1223,Scott,B52,(B52) City of Bettendorf,BW5P2,Bettendorf ward 5 precinct 2
947861,1209,Scott,Bg,(BG) Blue Grass Township,BLUEGRASS,Blue Grass
947863,1652,Scott,Bf,(BF) City of Buffalo,BUFFALO,Buffalo
947864,1210,Scott,Bu,(BU) Buffalo Township,BUFFALOTWP,Buffalo Township
947868,1627,Scott,D11,(D11) City of Davenport,DAVENPORT11,Davenport 11
947869,1184,Scott,D12,(D12) City of Davenport,DAVENPORT12,Davenport 12
947870,1653,Scott,D13,(D13) City of Davenport,DAVENPORT13,Davenport 13
947871,1654,Scott,D14,(D14) City of Davenport,DAVENPORT14,Davenport 14
947872,1217,Scott,D21,(D21) City of Davenport,DAVENPORT21,Davenport 21
947873,1185,Scott,D22,(D22) City of Davenport,DAVENPORT22,Davenport 22
947874,1186,Scott,D23,(D23) City of Davenport,DAVENPORT23,Davenport 23
947875,1187,Scott,D24,(D24) City of Davenport,DAVENPORT24,Davenport 24
947876,1655,Scott,D31,(D31) City of Davenport,DAVENPORT31,Davenport 31
947877,1188,Scott,D32,(D32) City of Davenport,DAVENPORT32,Davenport 32
947878,1189,Scott,D33,(D33) City of Davenport,DAVENPORT33,Davenport 33
947879,1190,Scott,D34,(D34) City of Davenport,DAVENPORT34,Davenport 34
947880,1191,Scott,D41,(D41) City of Davenport,DAVENPORT41,Davenport 41
947881,1647,Scott,D42,(D42) City of Davenport,DAVENPORT42,Davenport 42
947882,1648,Scott,D43,(D43) City of Davenport,DAVENPORT43,Davenport 43
947883,1192,Scott,D44,(D44) City of Davenport,DAVENPORT44,Davenport 44
947884,633,Scott,D51,(D51) City of Davenport,DAVENPORT51,Davenport 51
947885,634,Scott,D52,(D52) City of Davenport,DAVENPORT52,Davenport 52
947886,635,Scott,D53,(D53) City of Davenport,DAVENPORT53,Davenport 53
947887,1193,Scott,D54,(D54) City of Davenport,DAVENPORT54,Davenport 54
947888,1231,Scott,D61,(D61) City of Davenport,DAVENPORT61,Davenport 61
947889,636,Scott,D62,(D62) City of Davenport,DAVENPORT62,Davenport 62
947890,637,Scott,D63,(D63) City of Davenport,DAVENPORT63,Davenport 63
947891,638,Scott,D64,(D64) City of Davenport,DAVENPORT64,Davenport 64
947892,1649,Scott,D71,(D71) City of Davenport,DAVENPORT71,Davenport 71
947893,1650,Scott,D72,(D72) City of Davenport,DAVENPORT72,Davenport 72
947894,1218,Scott,D73,(D73) City of Davenport,DAVENPORT73,Davenport 73
947895,1233,Scott,D74,(D74) City of Davenport,DAVENPORT74,Davenport 74
947896,1651,Scott,D81,(D81) City of Davenport,DAVENPORT82,Davenport 82
947897,1232,Scott,D82,(D82) City of Davenport,DAVENPORT84,Davenport 84
947898,1219,Scott,D83,(D83) City of Davenport,DAVENPORT81,Davenport81
947899,1220,Scott,D84,(D84) City of Davenport,DAVENPORT83,Davenport83
947900,1216,Scott,El1,(EL1) City of Eldridge,ELDRIDGE1,Eldridge 1
947901,1212,Scott,Hg,(HG) Hickory Grove Township,HICKORYGROVE,Hickory Grove
947903,1208,Scott,Lb,(LB) Liberty Township,LIBERTY,Liberty
947905,1222,Scott,Pv,(PV) Pleasant Valley,PLEASANT,Pleasant Valley
947906,1658,Scott,Pr,(PR) Princeton Township,PRINCETON,Princeton
947907,1221,Scott,Rv,(RV) City of Riverdale,RIVERDALE,Riverdale
947909,1214,Scott,Wc,(WC) Walcott Precinct,WALCOTT,Walcott
947910,1657,Scott,Wf,(WF) Winfield Township,WINFIELD,Winfield
947911,1215,Scott,El2,(EL2) City of Eldridge,ELDRIDGE2,Eldridge 2
947912,1228,Scott,B23,(B23) City of Bettendorf,BW2P3,Bettendorf ward 2 precinct 3
947913,444,Shelby,10,Harlan 4,HARLAN4,Harlan 4
947914,436,Shelby,2,Cass-Center-Jackson-Lincoln,CASS,Cass-Center-Jackson-Lincoln
947915,437,Shelby,3,Clay-Monroe,CLAY-MONROE,Clay-Monroe
947916,438,Shelby,4,Douglas-Greeley-Jefferson-Polk,DOUGLAS,Douglas-Greeley-Jefferson-Polk
947917,439,Shelby,5,Fairview-Shelby,FAIRVIEW,Fairview-Shelby
947918,440,Shelby,6,Grove-Union-Washington-Westphalia,GROVE,Grove-Union-Washington-Westphalia
947919,441,Shelby,7,Harlan 1,HARLAN1,Harlan 1
947920,442,Shelby,8,Harlan 2,HARLAN2,Harlan 2
947921,443,Shelby,9,Harlan 3,HARLAN3,Harlan 3
947922,82,Sioux,At,Alton/Nassau/East Orange,SIOUX1,Sioux 1
947926,67,Sioux,Fl,Floyd/Lynn,SIOUX2,"Sioux 2 - Floyd, Lynn"
947927,68,Sioux,Gt,Grant/Sheridan,SIOUX3,"Sioux 3 - Grant, Sheridan"
947929,69,Sioux,Hw,HW/BC/LG/WA/EG S,SIOUX4,Sioux 4
947930,70,Sioux,Ln,Lincoln,SIOUX5,Sioux 5
947931,80,Sioux,Oc1,OC 1/Holland West,SIOUX6,Sioux 6 - Orange City 1
947932,81,Sioux,Oc2,OC2/Holland E/NS 4-9,SIOUX7,Sioux 7 - Orange City 2
947933,71,Sioux,Pl,PL/GF/ST/SX/EG N,SIOUX8,Sioux 8
947934,72,Sioux,Rd,Reading/Center South,SIOUX9,Sioux 9
947939,73,Sioux,Sm,Sherman,SIOUX12,Sioux 12
947941,99,Story,1,Ames 1-1,AMES1-1,Ames 1-1
947942,87,Story,10,Ames 2-5,AMES2-5,Ames 2-5
947943,96,Story,11,Ames 3-1,AMES3-1,Ames 3-1
947944,103,Story,12,Ames 3-2,AMES3-2,Ames 3-2
947945,104,Story,13,Ames 3-3,AMES3-3,Ames 3-3
947946,105,Story,14,Ames 3-4,AMES3-4,Ames 3-4
947947,97,Story,15,Ames 3-5,AMES3-5,Ames 3-5
947948,88,Story,16,Ames 4-1,AMES4-1,Ames 4-1
947949,89,Story,17,Ames 4-2,AMES4-2,Ames 4-2
947950,90,Story,18,Ames 4-3,AMES4-3,Ames 4-3
947951,91,Story,19,Ames 4-4,AMES4-4,Ames 4-4
947952,100,Story,2,Ames 1-2,AMES1-2,Ames 1-2
947953,92,Story,20,Ames 4-5,AMES4-5,Ames 4-5
947954,162,Story,21,Collins Twp-Collins,COLLINS,Collins
947955,135,Story,22,Franklin Twp-Gilbert,FRANKLIN,Franklin
947956,98,Story,23,Grant Township,GRANT,Grant
947957,163,Story,24,Howard Twp-Roland,HOWARD,Howard
947958,174,Story,25,Huxley,HUXLEY,Huxley
947959,164,Story,26,Indian Creek Twp-Maxwell,INDIANCREEK,Indian Creek
947960,136,Story,27,Lafayette Township,LAFAYETTE,Lafayette
947961,166,Story,28,Lincoln Twp-Zearing,LINCOLN,Lincoln
947962,93,Story,29,Milford Township,MILFORD,Milford
947963,95,Story,3,Ames 1-3 - Grant Twp 2,AMES1-3,Ames 1-3
947964,176,Story,30,Nevada 1,NEVADA1,Nevada 1
947965,177,Story,31,Nevada 2,NEVADA2,Nevada 2
947966,175,Story,32,Nevada 3-Grant Twp 3,NEVADA3,Nevada 3
947967,178,Story,33,Nevada 4,NEVADA4,Nevada 4
947968,167,Story,34,Nevada Township,NEVADA,Nevada
947969,168,Story,35,New Albany Twp-Colo,NEWALBANY,New Albany
947970,169,Story,36,Palestine Township,PALESTINE,Palestine
947971,170,Story,37,Richland Township,RICHLAND,Richland
947972,171,Story,38,Sherman Township,SHERMAN,Sherman
947973,137,Story,39,Slater-Sheldahl-Pal 2,SLATER,Slater/Sheldahl
947974,101,Story,4,Ames 1-4,AMES1-4,Ames 1-4
947975,165,Story,40,Story City,STORYCITY,Story City
947976,172,Story,41,Union Twp-Cambridge,UNION,Union
947977,173,Story,42,Warren Twp-McCallsburg,WARREN,Warren
947978,94,Story,43,Washington Twp-Kelley,WASHINGTON,Washington
947979,102,Story,5,Ames 1-5,AMES1-5,Ames 1-5
947980,83,Story,6,Ames 2-1,AMES2-1,Ames 2-1
947981,84,Story,7,Ames 2-2,AMES2-2,Ames 2-2
947982,85,Story,8,Ames 2-3,AMES2-3,Ames 2-3
947983,86,Story,9,Ames 2-4,AMES2-4,Ames 2-4
947985,1508,Tama,Ck/Ge,CLARK/GENESEO,TAMA4,Tama 4 - Clark/Geneseo
947987,1506,Tama,Ct,CARLTON,TAMA2,Tama 2 - Carlton
947988,1511,Tama,Gr,GRANT,TAMA7,Tama 7 - Grant
947990,1520,Tama,Is,INDIAN SETTLEMENT,TAMA9,Tama 9 - Indian Settlement
947991,1514,Tama,Li,LINCOLN,TAMA11,Tama 11 - Lincoln
947992,1505,Tama,Py/Cy/B,PERRY/BUCKINGHAM/E CRYSTA,TAMA1,Tama 1 - Buckingham/Perry/East Crystal
947993,1515,Tama,Rl/St,RICHLAND/SALT CREEK,TAMA12,Tama 12 - Richland/Salt Creek
947994,1510,Tama,Sp/Wc,SPRING CREEK/W CRYSTAL,TAMA6,Tama 6 - West Crystal/Spring Creek
947999,1516,Tama,Yk,YORK,TAMA16,Tama 16 - Yorl
948003,570,Taylor,Bk,1-1 Blockton,43101,Taylor 1-1
948004,571,Taylor,Cf,2-1 Clearfield,43132,Taylor 2-1
948005,574,Taylor,Nm,4-1 New Market,43191,Taylor 4-1
948008,530,Union,Af,Afton,AFTON,Afton
948009,531,Union,Ar,Arispe,ARISPE,Arispe
948010,536,Union,Cs1,Creston 1,CRESTON1,Creston 1
948011,534,Union,Cs2,SWCC CS2,CRESTON2,Creston 2
948012,537,Union,Cs3,Creston 3,CRESTON3,Creston 3
948013,533,Union,Cs4,Supertel CS4,CRESTON4,Creston 4
948014,535,Union,Cs5,Creston 5,CRESTON5,Creston 5
948015,532,Union,Lr,Lorimor,LORIMOR,Lorimor
948016,906,Van Buren,Bi,Birmingham,BIRM,Birmingham Precinct
948017,907,Van Buren,Bo,Bonaparte,BONA,Bonaparte Precinct
948018,908,Van Buren,Cn,Cantril,CAN,Cantril Precinct
948019,909,Van Buren,Do,Douds,DOUDS,Douds Precinct
948020,910,Van Buren,Fm,Farmington,FARM,Farmington Precinct
948021,911,Van Buren,Ke,Keosauqua,KEO,Keosauqua Precinct
948022,912,Van Buren,Ml,Milton,MIL,Milton Precinct
948023,913,Van Buren,Sp,Stockport,STOCK,Stockport Precinct
948024,882,Wapello,Ad,Adams/Blakesburg/Polk,ADAMS,Adams
948025,883,Wapello,Cb,Columbia/Eddyville,COLUMBIA,Columbia
948026,892,Wapello,Cn,Center Twp,CENTER,Center
948027,889,Wapello,Cs,Cass/Chillicothe,CASS,Cass
948028,937,Wapello,Da,Dahlonega Twp,DAHLONEGA,Dahlongea
948029,934,Wapello,Gr,Green Twp,GREEN,Green
948030,890,Wapello,Hi,Highland Twp,HIGHLAND,Highland
948031,935,Wapello,Ke,Keokuk Twp,KEOKUK,Keokuk
948032,938,Wapello,Ot01,Pct 1,OTTUMWA1,Ottumwa 1
948033,1617,Wapello,Ot02,Pct 2,OTTUMWA2,Ottumwa 2
948034,939,Wapello,Ot03,Pct 3,OTTUMWA3,Ottumwa 3
948035,940,Wapello,Ot04,Pct 4,OTTUMWA4,Ottumwa 4
948036,941,Wapello,Ot05,Pct 5,OTTUMWA5,Ottumwa 5
948037,942,Wapello,Ot06,Pct 6,OTTUMWA6,Ottumwa 6
948038,943,Wapello,Ot07,Pct 7,OTTUMWA7,Ottumwa 7
948039,1618,Wapello,Ot08,Pct 8,OTTUMWA8,Ottumwa 8
948040,944,Wapello,Ot09,Pct 9,OTTUMWA9,Ottumwa 9
948041,945,Wapello,Ot10,Pct 10,OTTUMWA10,Ottumwa 10
948042,891,Wapello,Rl,Richland/Kirkville,RICHLAND,Richland
948043,936,Wapello,Wa,Washington/Eldon,WASHINGTON,Washington
948045,685,Warren,Al2,ALLEN 2,ALLEN2,Warren County Allen 2
948046,687,Warren,Bm,BELMONT TWP,BELMONT,Warren County Belmont
948047,688,Warren,Gr1,GREENFIELD 1 TWP,GREENFIELD1,Warren County Greenfield 1
948049,698,Warren,In1,INDIANOLA 1,PRCT1,Indianola-Precinct 1
