VAN_Precinct_Code,ObjectID,County,Short_Precinct_Name,Long_Precinct_Name,OrigPrctName1,OrigPrctName2
948050,699,Warren,In2,INDIANOLA 2,PRCT2,Indianola-Precinct 2
948051,700,Warren,In3,INDIANOLA 3,PRCT3,Indianola-Precinct 3
948052,701,Warren,In4,INDIANOLA 4,PRCT4,Indianola-Precinct 4
948053,1629,Warren,Jf,JEFFERSON,JEFFERSON,Warren County Jefferson
948054,714,Warren,Jk,JACKSON,JACKSON,Warren County Jackson
948055,690,Warren,Lb,LIBERTY TWP,LIBERTY,Warren County Liberty Precinct
948058,720,Warren,Nw1,NORWALK 1,NORWALK1,Warren County Norwalk Precinct 1
948062,692,Warren,Pm,PALMYRA TWP,PALMYRA,Warren County Palmyra Precinct
948063,693,Warren,Rl,RICHLAND/ PALMYRA,RICHLAND,Warren County Richland Precinct
948065,694,Warren,Un,UNION,UNION,Warren County Union Precinct
948066,718,Warren,Va,VIRGINIA,VIRGINIA,Warren County Virginia Precinct
948067,695,Warren,Wb,WHITE BREAST,WHITEBREAST,Warren County White Breast Precinct
948068,719,Warren,Who,WHITE OAK TWP,WHITEOAK,Warren County White Oak Precinct
948069,849,Washington,Aw,Ainsworth,AINSWORTH,Ainsworth
948074,850,Washington,Ka,Kalona,KALONA,Kalona
948076,1638,Washington,Wc,West Chester,WESTCHESTER,West Chester
948077,852,Washington,Ws1,Ward One,WASHWARD1,Washington ward 1
948078,853,Washington,Ws2,Ward Two,WASHWARD2,Washington ward 2
948079,854,Washington,Ws3,Ward Three,WASHWARD3,Washington ward 3
948080,855,Washington,Ws4,Ward Four,WASHWARD4,Washington ward 4
948092,336,Webster,1,Fort Dodge 1,FORTDODGE1,Fort Dodge 1
948093,345,Webster,10,Fort Dodge 10,FORTDODGE10,Fort Dodge 10
948094,347,Webster,11,Fort Dodge 11,FORTDODGE11,Fort Dodge 11
948095,346,Webster,12,Fort Dodge 12,FORTDODGE12,Fort Dodge 12
948096,337,Webster,2,Fort Dodge 2,FORTDODGE2,Fort Dodge 2
948097,338,Webster,3,Fort Dodge 3,FORTDODGE3,Fort Dodge 3
948098,339,Webster,4,Fort Dodge 4,FORTDODGE4,Fort Dodge 4
948099,340,Webster,5,Fort Dodge 5,FORTDODGE5,Fort Dodge 5
948100,341,Webster,6,Fort Dodge 6,FORTDODGE6,Fort Dodge 6
948101,342,Webster,7,Fort Dodge 7,FORTDODGE7,Fort Dodge 7
948102,343,Webster,8,Fort Dodge 8,FORTDODGE8,Fort Dodge 8
948103,344,Webster,9,Fort Dodge 9,FORTDODGE9,Fort Dodge 9
948105,333,Webster,Cd,Colfax-Duncombe,COLFAX-DUN,Colfax/Duncombe
948106,350,Webster,Cr,Clay-Roland,CLAYROLAND,Clay/Roland
948107,329,Webster,Dj,Deer Creek-Jackson,DEERCREEK,Deer Creek/Jackson
948108,332,Webster,Do,Douglas,DOUGLAS,Douglas
948109,334,Webster,El,Elkhorn,ELKHORN,Elkhorn
948110,351,Webster,Fu,Fulton,FULTON,Fulton
948111,352,Webster,Go,Gowrie,GOWRIE,Gowrie
948112,348,Webster,Jo,Johnson,JOHNSON,Johnson
948113,349,Webster,Lg,Lost Grove,LOSTGROVE,Lost Grove
948115,335,Webster,Ne,Newark,NEWARK,Newark
948119,133,Webster,Swyh,Sumner-Webster-Yell-Hardi,SWYH,Sumner/Webster/Yell/Hardin
948120,1322,Winneshiek,1,PCT 1 - HE/HI/PL,WINNESHIEK1,Winneshiek 1
948121,1328,Winneshiek,7,PCT 7 - CA/SP,WINNESHIEK7,Winneshiek 7
948122,1325,Winneshiek,4,PCT 4 - DEW2 (Decorah Ward 2),WINNESHIEK4,Winneshiek 4
948129,1323,Winneshiek,2,PCT 2 - FR/GL/DEW3/ DETSUP1,WINNESHIEK2,Winneshiek 2
948130,1326,Winneshiek,5,PCT 5 - CN/DEW4/ DETSUP3,WINNESHIEK5,Winneshiek 5
948131,1324,Winneshiek,3,PCT 3 - DEW1/DETSUP2,WINNESHIEK3,Winneshiek 3
948132,1327,Winneshiek,6,PCT 6 - DEW5 (Decorah Ward 5),WINNESHIEK6,Winneshiek 6
948133,1329,Winneshiek,8,PCT 8 - MI/BLM,WINNESHIEK8,Winneshiek 8
948134,425,Woodbury,1,Sioux City 1,WOODBURY1,Woodbury 1/Sioux City 1
948135,426,Woodbury,2,Sioux City 2,WOODBURY2,Woodbury 2/Sioux City 2
948136,427,Woodbury,3,Sioux City 3,WOODBURY3,Woodbury 3/Sioux City 3
948137,428,Woodbury,4,Sioux City 4,WOODBURY4,Woodbury 4/Sioux City 4
948138,429,Woodbury,5,Sioux City 5,WOODBURY5,Woodbury 5/Sioux City 5
948139,430,Woodbury,6,Sioux City 6,WOODBURY6,Woodbury 6/Sioux City 6
948140,431,Woodbury,7,Sioux City 7,WOODBURY7,Woodbury 7/Sioux City 7
948141,432,Woodbury,8,Sioux City 8,WOODBURY8,Woodbury 8/Sioux City 8
948142,433,Woodbury,9,Sioux City 9,WOODBURY9,Woodbury 9/Sioux City 9
948143,434,Woodbury,10,Sioux City 10,WOODBURY10,Woodbury 10/Sioux City 10
948144,435,Woodbury,11,Sioux City 11,WOODBURY11,Woodbury 11/Sioux City 11
948145,416,Woodbury,12,Sioux City 12,WOODBURY12,Woodbury 12/Sioux City 12
948146,417,Woodbury,13,Sioux City 13,WOODBURY13,Woodbury 13/Sioux City 13
948147,418,Woodbury,14,Sioux City 14,WOODBURY14,Woodbury14/Sioux City 14
948148,415,Woodbury,15,Sioux City 15,WOODBURY15,Woodbury 15
948149,419,Woodbury,16,Sioux City 16,WOODBURY16,Woodbury 16/Sioux City 16
948150,420,Woodbury,17,Sioux City 17,WOODBURY17,Woodbury 17/Sioux City 17
948151,421,Woodbury,18,Sioux City 18,WOODBURY18,Woodbury 18/Sioux City 18
948152,422,Woodbury,19,Sioux City 19,WOODBURY19,Woodbury 19/Sioux City 19
948153,423,Woodbury,20,Sioux City 20,WOODBURY20,Woodbury 20/Sioux City 20
948154,424,Woodbury,21,Sioux City 21,WOODBURY21,Woodbury 21/Sioux City 21
948155,246,Woodbury,22,Woodbury 22,WOODBURY22,Woodbury 22/Sioux City 22
948156,247,Woodbury,23,Sioux City 23,WOODBURY23,Woodbury 23/Sioux City 23
948157,248,Woodbury,24,Woodbury 24,WOODBURY24,Woodbury 24/Sioux City 24
948158,249,Woodbury,25,Woodbury 25,WOODBURY25,Woodbury 25/Sioux City 25
948159,250,Woodbury,26,Woodbury 26,WOODBURY26,Woodbury 26/Sioux City 26
948160,251,Woodbury,27,Woodbury 27,WOODBURY27,Woodbury 27/Sioux City 27
948161,243,Woodbury,28,Woodbury 28,WOODBURY28,Woodbury 28
948162,244,Woodbury,29,29 Sergeant Bluff East/ Woodbury,WOODBURY29,Woodbury 29
948163,245,Woodbury,30,30 Sergeant Bluff West,WOODBURY30,Woodbury 30
948164,241,Woodbury,31,31 Salix/Liberty/Lakeport,WOODBURY31,Woodbury 31
948165,242,Woodbury,32,32 Bronson/Floyd/Grange,WOODBURY32,Woodbury 32
948166,263,Woodbury,33,33-Pierson/Rutland,WOODBURY33,Woodbury 33
948167,264,Woodbury,34,34 Correctionville/Kedron/Union,WOODBURY34,Woodbury 34
948168,265,Woodbury,35,35 Moville/Arlington/Wolf Creek,WOODBURY35,Woodbury 35
948169,266,Woodbury,36,36 Lawton/Banner,WOODBURY36,Woodbury 36
948170,267,Woodbury,37,37 Climbing Hill/Grant/West Fork,WOODBURY37,Woodbury 37
948171,473,Woodbury,38,38 Sloan,WOODBURY38,Woodbury 38
948172,474,Woodbury,39,39 Hornick/Willow,WOODBURY39,Woodbury 39
948173,475,Woodbury,40,40 Anthon/Miller,WOODBURY40,Woodbury 40
948174,479,Woodbury,41,41 Danbury/Liston/Morgan,WOODBURY41,Woodbury 41
948175,476,Woodbury,42,42 Smithland/Little Sioux,WOODBURY42,Woodbury 42
948176,477,Woodbury,43,43 Oto/Oto Township,WOODBURY43,Woodbury 43
948177,478,Woodbury,44,44 Cushing/Rock,WOODBURY44,Woodbury 44
948178,1664,Worth,W11,Barton/Deer Creek/Union/Grafton,WORTH1-1,Worth 1-1
948179,1665,Worth,W12,Lincoln/Manly,WORTH1-2,Worth 1-2
948180,1260,Worth,W21,Bristol/Silver Lake/Joice,WORTH2-1,Worth 2-1
948181,1261,Worth,W22,Brookfield/Kensett,WORTH2-2,Worth 2-2
948182,1262,Worth,W23,Danville/Hanlontown,WORTH2-3,Worth 2-3
948183,1263,Worth,W24,Fertile,WORTH2-4,Worth 2-4
948186,1264,Worth,W31,Deer Creek/Grove/Hartland/Northwood,WORTH3-1,Worth 3-1
948188,289,Wright,Bm,Belmond,BELMOND,Belmond
948190,290,Wright,Cl,Clarion,CLARION,Clarion
948192,295,Wright,Eg1,Eagle Grove #1,EGWARD1,Eagle Grove ward 1
948193,296,Wright,Eg2,Eagle Grove #2,EGWARD2,Eagle Grove ward 2
948194,297,Wright,Eg3,Eagle Grove #3,EGWARD3,Eagle Grove ward 3
948195,298,Wright,Eg4,Eagle Grove #4,EGWARD4,Eagle Grove ward 4
948199,508,Adair,01nw,1NW,1NW,Adair 1NW
948200,509,Adair,02ne,2NE,2NE,Adair 2NE
948201,510,Adair,03sw,3SW,3SW,Adair 3SW
948202,511,Adair,04se,4SE,4SE,Adair 4SE
948203,512,Adair,05gf,5GF,5GF,Adair 5 GF
948204,1125,Decatur,Bl,BL/FA/Lamoni,DECATUR1,Decatur County Precinct 1
948205,256,Plymouth,Mr,Plymouth 7,PLYMOUTH7,Plymouth 7
948206,253,Plymouth,Sb,Plymouth 3,PLYMOUTH3,Plymouth 3
948207,255,Plymouth,Wf,Plymouth 6,PLYMOUTH6,Plymouth 6
948208,1287,Allamakee,Pct 1,Pct 1 - WL/HV,HANOVER,Hanover-Waterloo
948209,1296,Allamakee,Pct 10,Pct 10 - Waukon 2,WAUKON2,Waukon 2
948210,1297,Allamakee,Pct 11,Pct 11 - Waukon 3,WAUKON3,Waukon 3
948211,1295,Allamakee,Pct 2,Pct 2 - FC/JF/LL/MK/UP,FRENCHCREEK,French Creek-Jefferson-Ludlow-Makee-Union P
948212,1288,Allamakee,Pct 3,Pct 3 - PO/FK,FRANKLIN,Frankling-Post
948213,1289,Allamakee,Pct 4,Pct 4 - PV City,POSTVILLE,Postville
948214,1290,Allamakee,Pct 5,Pct 5 - LT/PC/WV City,WATERVILLE,Waterville-Linton-Paint Creek
948215,1291,Allamakee,Pct 6,Pct 6 - FV/TL/HF City,HARPERSFERRY,Harpers Ferry-Fairview-Taylor
948216,1292,Allamakee,Pct 7,Pct 7 - CN/LF/LS/LS City,LANSING,Lansing-Center-Lafayette-Lansing
948217,1293,Allamakee,Pct 8,Pct 8 - IA/UC/NA City,NEWALBIN,New Albin-Iowa-Union City
948218,1294,Allamakee,Pct 9,Pct 9 - Waukon 1,WAUKON1,Waukon 1
948219,379,Buena Vista,Acfc,ACFC,ACFC,Albert City-Fairfield-Coon
948220,381,Buena Vista,Alne,ALNE,ALNE,Alta-Nokomis-Elk
948222,383,Buena Vista,Lkhm,LKHM,LKHM,Lakeside-Hayes-Maple Valley
948224,382,Buena Vista,Nenp,NENP,NENP,Newell-Newell-Providence
948227,384,Buena Vista,Trwg,TRWG,TRWG,Truesdale-Washington-Grant
948228,353,Calhoun,Buwm,Butler- Williams,CALHOUN1,Calhoun County Precinct 1
948229,355,Calhoun,Cedar,Cedar,CALHOUN3,Calhoun County Precinct 3
948230,354,Calhoun,Chjeglk,Calhoun- Jackson- EG- LK,CALHOUN2,Calhoun County Precinct 2
948231,356,Calhoun,Cnlgtga,Center- Logan- TL- GA- L,CALHOUN4,Calhoun County Precinct 4
948232,357,Calhoun,Greenfi,Greenfield & Lincoln 2,CALHOUN5,Calhoun County Precinct 5
948234,358,Calhoun,Lincoln,Lincoln 1,CALHOUN6,Calhoun County Precinct 6
948235,359,Calhoun,Reading,Reading,CALHOUN7,Calhoun County Precinct 7
948236,360,Calhoun,Rockwel,Rockwell City,CALHOUN8,Calhoun County Precinct 8
948237,361,Calhoun,Sherman,Sherman,CALHOUN9,Calhoun County Precinct 9
948238,362,Calhoun,Union,Union,CALHOUN10,Calhoun County Precinct 10
948239,50,Cherokee,1 Aur,#1 Aurelia,CHEROKEE1,Cherokee 1
948240,51,Cherokee,2 Cleg,#2 Cleghorn,CHEROKEE2,Cherokee 2
948241,53,Cherokee,3 Quim,#3 Quimby,CHEROKEE3,Cherokee 3
948242,52,Cherokee,4 Cher,#4 Cherokee,CHEROKEE4,Cherokee 4
948243,1333,Clayton,Bm-Hi,BOARDMAN-HIGHLAND,BOARDMAN,Boardman-Highland
948244,1300,Clayton,Cc-Sy,COX CREEK-SPERRY,COXCREEK,Cox Creek-Sperry
948245,1306,Clayton,Cl-Gv,CLAYTON-GARNAVILLO,CLAYTON,Clayton-Garnavillo
948246,1303,Clayton,Elmyvo,ELK-MALLORY-VOLGA,ELK-MALLORY,Elk-Mallory-Volga
948247,1307,Clayton,Fb-Wg,FARMERSBURG-WAGNER,FARMERSBURG,Farmersburg-Wagner
948248,1309,Clayton,Gdlumo,GIARD-LUANA-MONONA,GIARD-LUANA,Giard-Luana-Monona
948249,1304,Clayton,Jf-Mv,JEFFERSON-MILLVILLE,JEFFERSON,Jefferson-Millville
948250,1308,Clayton,Mn,MENDON,MENDON,Mendon
948261,1429,Fayette,Bf,BANKS-FREMONT TWP,B-F,Banks-Fremont
948262,1311,Fayette,Bw,BETHEL-WINDSOR TWP,B-W,Bethel-Windsor
948263,1432,Fayette,Fp,FAIRFIELD-PUTNAM TWP,F-P,Fairfield-Putnam
948264,179,Floyd,Flceni,Floyd-Cedar-Niles,FLOYD,Floyd-Cedar-Niles
948265,181,Floyd,Rful,Rockford-Ulster,ROCKFORD,Rockford-Ulster
948266,183,Floyd,Rgru,Rock Grove-Rudd,ROCKGROVE,Rock Grove-Rudd
948267,180,Floyd,Scrv,St Charles-Riverton,STCHARLES,St. Charles-Riverton
948268,182,Floyd,Scunpg,Scott-Union-Pleasant Grove,SCOTT,Scott-Union-Pleasant Grove
948272,237,Franklin,Okmg,OAKLAND/ MORGAN,FRANKLIN9,Franklin County Precinct 9
948274,240,Franklin,Wrsc,WISNER/ SCOTT,FRANKLIN12,Franklin County Precinct 12
948276,671,Fremont,Gnrssc,Green Riverside Scott,GREEN,Green
948277,106,Greene,Central,Central Precinct,CENTRAL,Greene Co Central
948278,109,Greene,East,East Precinct,EAST,Greene Co East
948279,107,Greene,North,North Precinct,NORTH,Greene Co North
948280,108,Greene,West,West Precinct,WEST,Greene Co West
948281,521,Guthrie,5,Green,GREEN,Guthrie - Green
948282,947,Lee,Ch Vb,Charleston/DSM/Van Buren,C-D-VB,Charleston/DSM/Van Buren
948284,1136,Marion,Cl,Clay,CLAY,Clay
948285,1143,Marion,Otley,Otley,OTLEY,Otley
948286,1139,Marion,Pvlle,Pleasantville,PLEASANT,Pleasantville
948287,455,Monona,As001,AS-BV-KB-LN-NW FR-TU,AS001,AS001
948288,456,Monona,Cn002,CN002,CN002,CN002
948289,457,Monona,Cp003,CP003,CP003,CP003
948290,458,Monona,Fv004,Fairview- Grant- Lake- Rodney- West Fork- Whiting,FV004,FV004
948291,464,Monona,On106,Onawa Ward 1,ON106,ON106
948292,460,Monona,On207,Onawa Ward 2- NE Franklin,ON207,ON207
948293,461,Monona,On308,Onawa Ward 3,ON308,ON308
948294,465,Monona,On409,Onawa Ward 4,ON409,ON409
948295,463,Monona,Stc11,St. Clair- Ute,STC11,STC11
948296,462,Monona,Sh010,SH010,SH010,SH010
948297,459,Monona,Mh005,MH005,MH005,MH005
948298,864,Monroe,Cthse,Monroe Precinct 5,P5,Monroe Precinct 5
948299,865,Monroe,Lovilia,Monroe Precinct 6,P6,Monroe Precinct 6
948300,866,Monroe,Melrose,Monroe Precinct 7,P7,Monroe Precinct 7
948304,260,Plymouth,Lm11,Plymouth 11/Le Mars 1,PLY11-LM1,Plymouth 11/Le Mars 1
948305,261,Plymouth,Lm12,Plymouth 12/Le Mars 2,PLY12-LM2,Plymouth 12/Le Mars 2
948306,262,Plymouth,Lm13,Plymouth 13/Le Mars 3,PLY13-LM3,Plymouth 13/Le Mars 3
948307,1015,Polk,Alleman,ALLEMAN-1,ALLEMAN1,Polk County Alleman 1
948308,728,Polk,Allen 1,ALLEN-1,ALLEN1,Polk County Allen 1
948310,932,Wapello,Ag,Agency/Agency/Pleasant,AGENCY,Agency
948311,134,Webster,Da/Bu,Dayton-Burnside,DAYTON-BURN,Dayton-Burnside
948313,321,Winnebago,Center,Center,WINN2-2,Winnebago Precinct 2-2
948314,320,Winnebago,Edlono,Eden Logan Norway,WINN2-1,Winnebago Precinct 2-1
948315,326,Winnebago,Fc 1,Forest City Ward 1,WINN1-2,Winnebago Precinct 1-2
948316,327,Winnebago,Fc 2,Forest City Ward 2,WINN1-3,Winnebago Precinct 1-3
948317,328,Winnebago,Fc 4,Forest City Ward 4,WINN1-4,Winnebago Precinct 1-4
948318,325,Winnebago,Fc3d3,FC3 Forest D3,WINN3-3,Winnebago Precinct 3-3
948319,324,Winnebago,Kili,King Linden,WINN3-2,Winnebago Precinct 3-2
948321,322,Winnebago,Mvfod2,Mt. Valley,WINN2-3,Winnebago Precinct 2-3
948322,319,Winnebago,Nefod1,Newton Forest,WINN1-1,Winnebago Precinct 1-1
948323,965,Henry,Ne,Northeast Precinct,HENRY1,Henry 1
948324,966,Henry,Nw,Northwest Precinct,HENRY2,Henry 2
948325,969,Henry,Se,Southeast Precinct,HENRY9,Henry 9
948326,968,Henry,Sw,Southwest Precinct,HENRY8,Henry 8
948327,956,Lee,Fm4b,FM4B,FM4B,Fort Madison 4b
948328,976,Lee,Hr,Harrison,HARRISON,Harrison
948329,958,Lee,Ke2b,KE2A,KEOKUK2,Keokuk 2
948330,851,Washington,Rs,Riverside,RIVERSIDE,Riverside
948331,856,Washington,Wl,Wellman,WELLMAN,Wellman
948332,629,Wayne,A01,A-01 Allerton-Clio-Lineville,A01,A01 - Wayne county precinct
948333,1115,Wayne,C02,C-02 Corydon,C02,C02 - Wayne county precinct
948334,1116,Wayne,H03,H-03 Humeston-Millerton,H03,H03 - Wayne county precinct
948335,1117,Wayne,S04,S-04 Seymour-Promise City,S04,S04 - Wayne county precinct
1593415,549,Adams,Ad1,Adams 1,DISTRICT1,Adams County District 1
1593416,550,Adams,Ad2,Adams 2,DISTRICT2,Adams County District 2 Precinct
1593417,551,Adams,Ad3,Adams 3,DISTRICT3,Adams County District 3 Precinct
1593418,552,Adams,Ad4,Adams 4,DISTRICT4,Adams County District 4 Precinct
1593419,553,Adams,Ad5,Adams 5,DISTRICT5,Adams County District 5 Precinct
1593422,1410,Black Hawk,Aloo,Barclay Lester Dunkerton,BARCLALESTER,Black Hawk County Barclary/ Lester Precinct
1593423,1521,Black Hawk,C000,Big Creek La Porte,BIGCREEK,Black Hawk County Big Creek Precinct
1593424,639,Black Hawk,Dk00,Elk Run Heights & Raymond,ELKRUNRAYMON,Black Hawk County Elk Run Heights/ Raymond
1593425,1370,Black Hawk,Dm00,Black Hawk Hudson Lincoln,BLACKHAWK,Black Hawk County Black Hawk Precinct
1593426,1385,Black Hawk,Eo00,Cedar Orange,CEDARORANGE,Black Hawk County Cedar/ Orange Precinct
1593427,1522,Black Hawk,G000,Eagle,EAGLE,Black Hawk County Eagle Precinct
1593428,1387,Black Hawk,Q000,Spring Creek,SPRINGCREEK,Black Hawk County Spring Creek Precinct
1593429,1397,Bremer,Pl,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,PLAINFIELD,Bremer County Plainfield Precinct
1593430,1402,Bremer,Rd,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,READLYN,Bremer County Readlyn Precinct
1593431,1400,Bremer,Tr,CITY OF TRIPOLI/FREMONT,TRIPOLI,Bremer County Tripoli Precinct
1593432,1575,Buchanan,Mn,Middlefield-Newton,MIDDLEFIELD,Middlefield/Newton
1593433,380,Buena Vista,S-M-L-R,SMLR,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt
1593434,217,Butler,1-Gr,1-GR,1-GR,Butler 1 - GR
1593435,218,Butler,2-Cl,2-CL,2-CL,Butler 2 - CL
1593436,219,Butler,3-Du,3-DU,3-DU,Butler 3 - DU
1593437,220,Butler,4-Al,4-AL,4-AL,Butler - AL
1593438,155,Butler,5-Ap,5-AP,5-AP,Butler 5 - AP
1593439,157,Butler,6-Sr,6-SR,6-SR,Butler 6 - SR
1593440,156,Butler,7-Pb,7-PB,7-PB,Butler 7 - PB
1593441,158,Butler,8-Nh,8-NH,8-NH,Butler 8 - NH
1593442,817,Cedar,Wb1,WEST BRANCH 1,WESTBRANCH1,West Branch 1
1593443,214,Cerro Gordo,Lcn,Lime Creek / Mason N Twps,LIMECREEK,Lime Creek/Mason North
1593444,215,Cerro Gordo,Msb,Mason S / Bath Twps,MASONSOUTH,Mason South/Bath
1593445,189,Cerro Gordo,Pod,Portland - Owen - Dougherty,PORTLAND,Portland/Owen/Dougherty
1593446,1118,Clarke,Mdl,Middle Precinct,MIDDLE,Middle
1593447,1120,Clarke,Ne,North East Precinct,NORTHEAST,Northeast
1593448,6,Clay,Srsm,Summit-Riverton-Sioux-Meadow,SRSM,Summit/Riverton/Sioux/Meadow
1593449,1247,Clinton,Bbrd,BLOOMFIELD BROOKFIELD DEL,CLINT1,BrookfieldBloomfieldDelmar
1593450,1235,Clinton,Dcgl,DEEP CREEK GOOSE LAKE,CLINT4,Clinton-DeepCreek/GooseLake
1593451,1248,Clinton,Edcm,EDEN CAMANCHE TWP,CLINT3,Clinton-CamancheEden
1593452,1236,Clinton,Erha,ELK RIVER HAMPSHIRE ANDOV,CLINT7,Clinton-HampshireElkRiverAndover
1593453,1251,Clinton,Lbto,LIBERTY TORONTO,CLINT8,Clinton-Liberty/Toronto
1593454,1237,Clinton,Lomo,LOW MOOR,CLINT9,Clinton-Low Moor
1593455,1250,Clinton,Ogca,OLIVE GRANT CALAMUS,CLINT6,Clinton-GrantOliveCalamus
1593456,1252,Clinton,Orgm,ORANGE GRAND MOUND,CLINT10,Clinton-Orange/Ground Mound
1593457,1253,Clinton,Shln,SHARON LOST NATION,CLINT11,Clinton-Sharon/Lost Nation
1593458,1254,Clinton,Srwh,SPRING ROCK WHEATLAND,CLINT12,Clinton-Spring Rock/Wheatland
1593459,1255,Clinton,Wfch,WATERFORD CHARLOTTE,CLINT13,Clinton-Washington/Welton/Welton
1593460,1238,Clinton,Wwaw,WELTON WASHINGTON WELTON,CLINT14,Clinton-Waterford/Charlotte
1593461,453,Crawford,D3-Gr,Denison Ward 3-Goodrich Twp,DENISON3,Denison 3
1593462,451,Crawford,Dc-Ab,DCAB,DCAB,"Dow City, Arion, and Buck Grove"
1593463,401,Crawford,Ne,Northeast,NORTHEAST,Northeast
1593464,400,Crawford,Se,Southeast,SOUTHEAST,Southeast
1593465,450,Crawford,Srk,SRK,SRK,"Schleswig, Ricketts, and Kiron"
1593466,489,Dallas,Ads,ADAMS,ADAMS,Dallas Adams Precinct
1593467,502,Dallas,Al1,ADEL 1,ADEL1,Dallas County Adel 1 Precinct
1593468,501,Dallas,Al2,ADEL 2,ADEL2,Dallas County Adel 2 Precinct
1593469,490,Dallas,Bdm,BEAVER / DES MOINES,BEAVERDSM,Dallas County Beaver/ Des Moines Precinct
1593470,1101,Dallas,Cl5,CLIVE 5,CLIVE5,Dallas County Clive 5 Precinct
1593471,1102,Dallas,Cl6,CLIVE 6,CLIVE6,Dallas County Clive 6 Precinct
1593472,503,Dallas,Coa,COLFAX / ADEL,COLFAXADEL,Dallas County Colfax/ Adel Precinct
1593473,515,Dallas,Lwl,LINCOLN /WASHINGTON /LINN,LINCWASHLINN,Dallas County Lincoln/ Washington/ Linn Pre
1593474,516,Dallas,Sd,SPRING VALLEY / DALLAS,DALLASSPRING,Dallas County Dallas Spring Valley Precinct
1593475,492,Dallas,Sgdc,SUGAR GROVE / DALLAS CENTER,SGROVEDCNTR,Dallas County Sugar Grove/ Dallas Center Pr
1593476,493,Dallas,Un,UNION,UNION,Dallas County Union Precinct
1593477,499,Dallas,Urb13,URBANDALE 13,URB13,Dallas County Urbandale 13 Precinct
1593478,500,Dallas,Urb14,URBANDALE 14,URB14,Dallas County Urbandale 14 Precinct
1593479,498,Dallas,Urb15,URBANDALE 15,URB15,Dallas County Urbandale 15 Precinct
1593480,495,Dallas,Wgg,WALNUT / GRIMES / GRANT,WALNGRIMGRAN,Dallas County Walnut/ Grimes/ Grant Precinc
1593481,1620,Dallas,Wk5,WAUKEE 5,WAUKEE5,Dallas County Waukee Precinct 5
1593482,1621,Dallas,Wk6,WAUKEE 6,WAUKEE6,Dallas County Waukee Precinct 6
1593483,1094,Dallas,Wm221,WEST DES MOINES 221,WDM221,Dallas County West Des Moines Precinct 221
1593484,1095,Dallas,Wm222,WEST DES MOINES 222,WDM222,Dallas County West Des Moines 222 Precinct
1593485,1096,Dallas,Wm223,WEST DES MOINES 223,WDM223,Dallas County West Des Moines 223 Precinct
1593486,497,Dallas,Wm224,WEST DES MOINES 224,WDM224,Dallas County West Des Moines Precinct 224
1593487,1092,Dallas,Wm225,WEST DES MOINES 225,WDM225,Dallas County West Des Moines 225 Precinct
1593488,1093,Dallas,Wm226,WEST DES MOINES 226,WDM226,Dallas County West Des Moines 226 Precinct
1593489,1091,Dallas,Wm321,WEST DES MOINES 321,WDM321,West Des Moines Precinct 321
1593490,496,Dallas,Wm322,WEST DES MOINES 322,WDM322,West Des Moines Precinct 322
1593491,1565,Delaware,Adhg,Adams/Hazel Green,DELAWARE1,Delaware County Precinct 1
1593492,1567,Delaware,Dw,Delaware,DELAWARE3,Delaware County Precinct 3
1593493,1684,Delaware,Hcek,Honey Creek/Elk,DELAWARE5,Delaware County Precinct 5
1593494,1688,Delaware,Mlpr,Milo/Prairie,DELAWARE9,Delaware County Precinct 9
1593495,1689,Delaware,Onnfbm,Oneida/N Fork/Bremen,DELAWARE10,Delaware County Precinct 10
1593496,1690,Delaware,Rlcg,Richland/Coffins Grove,DELAWARE11,Delaware County Precinct 11
1593497,1691,Delaware,Sfun,South Fork/Union,DELAWARE12,Delaware County Precinct 12
1593498,1173,Des Moines,Bu1t,PCT 1T,BURL1T,DesMoines-Burlington/Tama township
1593498,1175,Des Moines,Bu1t,PCT 1T,BURL1,Burlington 1-T
1593499,1176,Des Moines,Bu2,PCT 2,BURL2,Burlington 2
1593500,1177,Des Moines,Bu3,PCT 3,BURL3,Burlington 3
1593501,1178,Des Moines,Bu4,PCT 4,BURL4,Burlington 4
1593502,1179,Des Moines,Bu5,PCT 5,BURL5,Burlington 5
1593503,1180,Des Moines,Bu6,PCT 6,BURL6,Burlington 6
1593504,1181,Des Moines,Bu7,PCT 7,BURL7,Burlington 7
1593505,1174,Des Moines,Bu8c,PCT 8,BURL8C,DesMoines-Burlington/Concordia Twnshp
1593505,1182,Des Moines,Bu8c,PCT 8,BURL8,Burlington 8-C
1593506,1183,Des Moines,Bu9,PCT 9,BURL9,Burlington 9
1593507,1159,Des Moines,Union,PCT UNION,UNTWN,DesMoines15-Union Twnshp
1593508,23,Dickinson,Pct 01,Precinct No. 1,DICKINSON1,Dickinson 1
1593509,27,Dickinson,Pct 10,Precinct No. 10-City-Wahpeton-W Okoboji,DICKINSON10,Dickinson 10
1593510,28,Dickinson,Pct 11,Precinct No. 11,DICKINSON11,Dickinson 11
1593511,32,Dickinson,Pct 12,Precinct No. 12,DICKINSON12,Dickinson 12
1593512,29,Dickinson,Pct 13,Precinct No. 13,DICKINSON13,Dickinson 13 - Spirit Lake North
