name,district,members,population,house_dist,senate_district,congressional_district,area,geojson
Ames 4-5,AMES4-5,1,3085.00000000000,46.00000000000,23,4,1.56232100000,"{""type"":""Polygon"",""coordinates"":[[[-93.6841770002682,42.0375199997484],[-93.6835569995557,42.0374550003481],[-93.6835320002015,42.0378260003698],[-93.6808590001426,42.0375419998635],[-93.6808580000965,42.0377759998627],[-93.67878699992,42.0378010001162],[-93.6787839997816,42.0372829996109],[-93.671453999902,42.0365390003747],[-93.6715000002247,42.038123999723],[-93.668952999681,42.0381249997691],[-93.6688700003501,42.0453460000181],[-93.6641300002991,42.0453589997182],[-93.6641209998841,42.0475770003785],[-93.6591190003414,42.0475770003785],[-93.659196000295,42.0562269999762],[-93.656279999822,42.0562360003913],[-93.6570959996805,42.0566699997209],[-93.6556539997321,42.0562930003219],[-93.6495899997785,42.0562280000224],[-93.6495509997787,42.0477949996397],[-93.6493759998024,42.046936999643],[-93.6486830002202,42.0461219998306],[-93.6477949997393,42.0456450003167],[-93.6467930002966,42.0454419999485],[-93.6448679996583,42.0454520004097],[-93.644742000143,42.0357360002164],[-93.6475419997633,42.035620000263],[-93.6508110003273,42.0349720000579],[-93.6535370001323,42.035114000311],[-93.6556509995938,42.0345769998289],[-93.6556909996398,42.0343959995759],[-93.6696349996554,42.0344159995989],[-93.6696510003932,42.0315250002787],[-93.6698919998158,42.0303799996374],[-93.6700940001379,42.030171999938],[-93.6716190003165,42.0301610003301],[-93.6721339997841,42.0304839999368],[-93.671402000202,42.0312310002107],[-93.6713450002714,42.0322440001606],[-93.6787320000816,42.0321830000456],[-93.6787380003583,42.0345769998289],[-93.6840259996001,42.0345450001518],[-93.6841770002682,42.0375199997484]]]}"
Milford,MILFORD,1,553.00000000000,45.00000000000,23,4,36.11360500000,"{""type"":""Polygon"",""coordinates"":[[[-93.581503000363,42.1225289998137],[-93.5592310003103,42.1225259996753],[-93.5443310002753,42.1228680001582],[-93.5408839995968,42.1227310001357],[-93.521436000271,42.1228789997662],[-93.5128809996583,42.1231590000879],[-93.5019399996311,42.1229569997659],[-93.463009000265,42.1231610001802],[-93.4626180002204,42.0780360002614],[-93.4627550002429,42.034577999875],[-93.5263860001137,42.0347210001742],[-93.560546999844,42.0345949997596],[-93.5605689999592,42.041810999778],[-93.5703230001062,42.0417440002856],[-93.5702450001065,42.0540920004456],[-93.5814850004323,42.0542250002837],[-93.5815689998093,42.0635749997866],[-93.5814060003864,42.0857099998168],[-93.5814630003171,42.0919499997928],[-93.581655000178,42.0943410003371],[-93.5816859998089,42.1064599998293],[-93.581503000363,42.1225289998137]]]}"
Washington,WASHINGTON,1,985.00000000000,45.00000000000,23,4,20.07984000000,"{""type"":""Polygon"",""coordinates"":[[[-93.6559400003306,41.9503780002447],[-93.6558129998699,41.9491110002726],[-93.6584920002055,41.9491290002034],[-93.6588260003195,41.9433570002255],[-93.6686760003969,41.9433420004331],[-93.6687169995897,41.9490389996503],[-93.6753669995872,41.9490179995812],[-93.6753099996566,41.9468809999584],[-93.6781300001992,41.9468769997739],[-93.6779019995774,41.9504469998294],[-93.6980729998689,41.9504780003596],[-93.6987339997741,42.0263540001372],[-93.6932270003256,42.0264069998833],[-93.6932200000028,42.0156310002706],[-93.6885299995597,42.0156579997171],[-93.6886859995591,42.0115690000095],[-93.6749290000731,42.0074689997947],[-93.6726819998743,42.0070789997962],[-93.6687320002815,42.00697400035],[-93.6687880001659,42.0010569999807],[-93.6588840002962,42.0011220002802],[-93.6588780000195,42.0023540004369],[-93.6604830002901,42.0023700002754],[-93.6605220002899,42.0029110000428],[-93.6607089999202,42.0029059998122],[-93.6606730000588,42.0023730004138],[-93.6618120004233,42.0023700002754],[-93.6618379998237,42.004006000177],[-93.6588919997658,42.0039880002462],[-93.6588879995813,42.0034739999253],[-93.6553290000332,42.0034869996255],[-93.6552910000794,42.0064660003059],[-93.6492120003334,42.0064569998908],[-93.6492009998261,42.0046839999668],[-93.6499389996849,42.0051889998726],[-93.6505289999133,42.0046730003588],[-93.6521639997686,42.0038730003388],[-93.6528259997199,42.0033830002254],[-93.6551190002415,42.0009860003038],[-93.6556579999166,42.0001650002147],[-93.6559279997772,41.9988509998739],[-93.6567689998893,41.9989130000351],[-93.6576530001856,41.9984189997372],[-93.6578050000006,41.9985359997368],[-93.6577140003007,41.999156999596],[-93.6588040002043,42.0000229999616],[-93.6587840001813,41.9992320003567],[-93.6593310002253,41.9991609997805],[-93.6593720003174,41.9984959996908],[-93.6608969995967,41.9986509996441],[-93.6618510004232,41.9983880001063],[-93.663379999887,41.9984409998524],[-93.6633809999331,41.9977339996245],[-93.6638629996775,41.9977149996477],[-93.6638930001617,41.9968680001583],[-93.6633140004406,41.9967950003891],[-93.6632989997489,41.9956440003705],[-93.6615999996401,41.9956420002783],[-93.6649939996732,41.9938620000315],[-93.6539480001999,41.9938199998932],[-93.6539270001308,41.9866589997133],[-93.6489069997581,41.9866880001513],[-93.6490710001264,41.9925689997597],[-93.6460169995847,41.992551999875],[-93.6461229999763,41.9974059997872],[-93.6442659997759,41.9973869998104],[-93.6441930000068,41.9937930004468],[-93.640245999653,41.9937680001932],[-93.6393840003712,41.9947759999126],[-93.6393859995641,41.9942069997534],[-93.6367320003814,41.9941689997997],[-93.6367039999894,41.9953009998414],[-93.6345250002285,41.9952460000031],[-93.6345290004129,41.9954840001867],[-93.6340360001611,41.9954850002327],[-93.6310730002186,41.9964790002059],[-93.631179999757,41.9978440002006],[-93.6296429999243,41.9978559998547],[-93.6296189997169,41.9908879995817],[-93.6271710001414,41.9908889996278],[-93.6271599996341,41.9900359998617],[-93.6296169996247,41.9900169998848],[-93.6295760004319,41.9865799996674],[-93.6280870001148,41.9865809997135],[-93.6279530002306,41.9803670000372],[-93.629476000317,41.9804039999448],[-93.6294419996484,41.975989999639],[-93.6244650003594,41.9749349995508],[-93.6234729995791,41.979119000042],[-93.6197060003315,41.9792010002262],[-93.6199180002154,41.984386000114],[-93.619873999985,41.9882850000529],[-93.6196660002855,41.988286000099],[-93.6189470004036,41.9901679996536],[-93.6174230002711,41.9901719998381],[-93.6173240002023,41.9892189999571],[-93.6117169997396,41.9892860003488],[-93.6117169997396,41.9886859996593],[-93.6112170000644,41.9885860004437],[-93.6113170001793,41.9872859998492],[-93.6111959999952,41.9860100003614],[-93.5955820003089,41.9860310004305],[-93.5954840002862,41.9974829997408],[-93.5914660002555,41.9974350002253],[-93.5915040002093,41.9978630001775],[-93.5911249998188,41.9990960003803],[-93.591218999657,41.9995099996869],[-93.5921320003914,42.0010630002574],[-93.5938600000388,42.0029089999505],[-93.5938949998542,42.0034939999483],[-93.5936520003394,42.0042659995764],[-93.5938949998542,42.0052150001723],[-93.5942120000836,42.0056290003782],[-93.5908650004193,42.0058170000547],[-93.5908640003732,42.0056060002169],[-93.5890080002189,42.0055880002861],[-93.5868509996737,42.0050630003573],[-93.5866650000895,42.0039670001771],[-93.5811650000646,42.003926000085],[-93.5811189997419,42.0040820000844],[-93.5810629998574,41.993969999616],[-93.580936000296,41.9938759997777],[-93.5810920002954,41.9862980001528],[-93.580916000273,41.9730859997193],[-93.5806030002281,41.9721980001378],[-93.5809720001575,41.9703169997299],[-93.5808610004347,41.9504390003597],[-93.6559400003306,41.9503780002447]]]}"
Ames 3-5,AMES3-5,1,2812.00000000000,45.00000000000,23,4,1.00788200000,"{""type"":""Polygon"",""coordinates"":[[[-93.698712999705,42.0345599999442],[-93.6932149997723,42.0345300003594],[-93.6931820000491,42.0386469995595],[-93.6841770002682,42.0375199997484],[-93.6840259996001,42.0345450001518],[-93.6787380003583,42.0345769998289],[-93.6787320000816,42.0265920003207],[-93.6772639998336,42.0248879999814],[-93.6728529996661,42.0285849995982],[-93.6666990000587,42.0304849999829],[-93.6607409995973,42.0298850001928],[-93.6556759998473,42.0300850004226],[-93.6557050002854,42.0280690000844],[-93.6648900002731,42.028347000314],[-93.6648369996277,42.0249150003272],[-93.6661699999454,42.0249140002811],[-93.6662340001988,42.0242179996611],[-93.6689020000271,42.0241910002147],[-93.6689230000962,42.0228610000353],[-93.6843530002906,42.0228860002888],[-93.684662000151,42.0229289995738],[-93.6846889995975,42.0232819996647],[-93.6850259998499,42.0232799995725],[-93.6850289999882,42.0230630003574],[-93.6883739995603,42.0230360000115],[-93.6883850000676,42.0264520001598],[-93.6860260000997,42.026494000298],[-93.6860389997998,42.028186000084],[-93.6862159998684,42.0281819998995],[-93.6862220001451,42.0288609997355],[-93.6987280003967,42.0287710000817],[-93.698712999705,42.0345599999442]]]}"
Ames 1-3,AMES1-3,1,2729.00000000000,45.00000000000,23,4,6.50587600000,"{""type"":""Polygon"",""coordinates"":[[[-93.5814850004323,42.0542250002837],[-93.5702450001065,42.0540920004456],[-93.5703230001062,42.0417440002856],[-93.5605689999592,42.041810999778],[-93.560546999844,42.0345949997596],[-93.5544310001903,42.0346319996672],[-93.5543780004442,42.0308099996819],[-93.5605249997288,42.0302689999146],[-93.560415000052,42.0249579996122],[-93.5617179998856,42.024853000166],[-93.5616739996552,42.0230390001499],[-93.5718510004232,42.0228110004275],[-93.5717850000776,42.0120159999386],[-93.5719450002614,42.0107320000819],[-93.5734680003478,42.0091370002725],[-93.5751549999032,42.0080119996542],[-93.5776770001933,42.007563999679],[-93.5811589997879,42.0073410001872],[-93.5811949996494,42.0068900000736],[-93.6243109995528,42.0038530003159],[-93.6242789998758,42.004067000292],[-93.6245689997594,42.004391999991],[-93.6246970002662,42.0053269999412],[-93.6245810003128,42.0061670000072],[-93.6247320000816,42.0083750002063],[-93.6264019997523,42.0084380004135],[-93.6281749996763,42.0091200003879],[-93.6314739998251,42.009457999787],[-93.6322430002141,42.0098439996011],[-93.6337220000701,42.0114669998023],[-93.6327710002813,42.0121770001686],[-93.63221299973,42.0131120001189],[-93.6321779999146,42.0162300000147],[-93.6309760002421,42.0163550003831],[-93.6301930001067,42.0167469995745],[-93.628393999883,42.0186219997057],[-93.6275610001399,42.0190820002343],[-93.6268590001426,42.0192360001415],[-93.6199180002154,42.0193540001871],[-93.6171609998801,42.0201799996075],[-93.6103099996067,42.0201350002303],[-93.6104360000213,42.0259890003922],[-93.6087519997049,42.0260050002307],[-93.6087780000045,42.0270220003652],[-93.6071270003106,42.0270410003421],[-93.6072030002181,42.0301089997307],[-93.6067130001047,42.0301010002611],[-93.6068209996893,42.0345420000135],[-93.5891490004259,42.0344730004288],[-93.589060999965,42.0360999999152],[-93.5864079999291,42.0360900003534],[-93.5863920000906,42.0417289995938],[-93.5815240004321,42.0416939997784],[-93.5815180001554,42.048080000192],[-93.5849750003958,42.0481210002841],[-93.5849690001191,42.0487980000278],[-93.5815170001093,42.0487749998665],[-93.5814850004323,42.0542250002837]]]}"
Boone 2,BOONE2,1,2601.00000000000,47.00000000000,24,4,3.51318600000,"{""type"":""Polygon"",""coordinates"":[[[-93.8446120000436,42.0565610000903],[-93.8448979997427,42.0524840000367],[-93.8424419997983,42.0524870001751],[-93.8424310001903,42.0484179995912],[-93.8395670003167,42.0484209997295],[-93.8395559998094,42.044323999653],[-93.8448979997427,42.0443190003218],[-93.8448120002735,42.0301560000995],[-93.8637120004083,42.0300289996388],[-93.8636880002009,42.0263590003677],[-93.865279999872,42.0263669998374],[-93.8654020001021,42.02545199991],[-93.8676110003472,42.024033000123],[-93.867629000278,42.0261739999303],[-93.8688000003196,42.0261739999303],[-93.8688000003196,42.0299949998695],[-93.8785260000747,42.0300159999386],[-93.8795800001168,42.0329110003426],[-93.879693999978,42.0373869999103],[-93.8783289999832,42.0373760003023],[-93.8782499999374,42.042196999592],[-93.8784759995676,42.0430409998424],[-93.8785520003744,42.0555579997021],[-93.873241000072,42.0555629999326],[-93.8733149998872,42.0596539997325],[-93.8644179996908,42.0597109996631],[-93.8637329995781,42.0596149997326],[-93.8566759996975,42.0572739996955],[-93.8542559996146,42.0567319998821],[-93.8516190003165,42.0565080003441],[-93.8446120000436,42.0565610000903]]]}"
Ames 3-1,AMES3-1,1,2792.00000000000,45.00000000000,23,4,1.69540700000,"{""type"":""Polygon"",""coordinates"":[[[-93.6394190001865,42.0083130000451],[-93.6395590003474,42.0076930002319],[-93.6395980003473,42.0035829995559],[-93.6393840003712,41.9947759999126],[-93.640245999653,41.9937680001932],[-93.6441930000068,41.9937930004468],[-93.6442659997759,41.9973869998104],[-93.6461229999763,41.9974059997872],[-93.6460169995847,41.992551999875],[-93.6490710001264,41.9925689997597],[-93.6489069997581,41.9866880001513],[-93.6539270001308,41.9866589997133],[-93.6539480001999,41.9938199998932],[-93.6649939996732,41.9938620000315],[-93.6615999996401,41.9956420002783],[-93.6632989997489,41.9956440003705],[-93.6633140004406,41.9967950003891],[-93.6638930001617,41.9968680001583],[-93.6638629996775,41.9977149996477],[-93.6633809999331,41.9977339996245],[-93.663379999887,41.9984409998524],[-93.6618510004232,41.9983880001063],[-93.6608969995967,41.9986509996441],[-93.6593720003174,41.9984959996908],[-93.6593310002253,41.9991609997805],[-93.6587840001813,41.9992320003567],[-93.6588040002043,42.0000229999616],[-93.6577140003007,41.999156999596],[-93.6578050000006,41.9985359997368],[-93.6576530001856,41.9984189997372],[-93.6567689998893,41.9989130000351],[-93.6559279997772,41.9988509998739],[-93.6556579999166,42.0001650002147],[-93.6551190002415,42.0009860003038],[-93.6528259997199,42.0033830002254],[-93.6521639997686,42.0038730003388],[-93.6505289999133,42.0046730003588],[-93.6499389996849,42.0051889998726],[-93.6492009998261,42.0046839999668],[-93.6492120003334,42.0064569998908],[-93.6552910000794,42.0064660003059],[-93.6553290000332,42.0034869996255],[-93.6588879995813,42.0034739999253],[-93.6588919997658,42.0039880002462],[-93.6618379998237,42.004006000177],[-93.6618120004233,42.0023700002754],[-93.6606730000588,42.0023730004138],[-93.6607089999202,42.0029059998122],[-93.6605220002899,42.0029110000428],[-93.6604830002901,42.0023700002754],[-93.6588780000195,42.0023540004369],[-93.6588840002962,42.0011220002802],[-93.6687880001659,42.0010569999807],[-93.6687320002815,42.00697400035],[-93.6712700004101,42.0069930003269],[-93.673833999939,42.0072369998878],[-93.6786109998976,42.0085670000672],[-93.6785990002435,42.0120889997077],[-93.6762729999988,42.012070999777],[-93.6762919999757,42.0104450003367],[-93.6758989998388,42.0099150001773],[-93.6757599997241,42.0089410002271],[-93.6758779997697,42.0088450002967],[-93.6757429998394,42.0087149996976],[-93.6738149999621,42.008747000274],[-93.6722230002911,42.0084389995603],[-93.6702819998143,42.0084029996988],[-93.6701780004142,42.0084910001597],[-93.6702310001604,42.0110120004036],[-93.6705050002054,42.0112380000338],[-93.6714440003402,42.0112549999185],[-93.6714380000635,42.0120450003766],[-93.6488940000579,42.0118680003081],[-93.6476809998781,42.0117179996861],[-93.6467839998816,42.0113329999182],[-93.6460350004148,42.0106249996442],[-93.6455369999325,42.0091920001109],[-93.6449329999579,42.0088040002046],[-93.642382000129,42.0089960000655],[-93.6409679996733,42.0084799996524],[-93.6394190001865,42.0083130000451]]]}"
Grant,GRANT,1,385.00000000000,45.00000000000,23,4,30.58768500000,"{""type"":""Polygon"",""coordinates"":[[[-93.5544310001903,42.0346319996672],[-93.5116030000783,42.0346969999667],[-93.5117569999854,42.0289789997812],[-93.5135099998864,42.0290559997348],[-93.5136140001858,42.0229949999195],[-93.4822839997067,42.0228280003121],[-93.4821820003988,42.0087949997896],[-93.4777100001162,42.0085599997444],[-93.4726380000435,42.0074970001866],[-93.4726190000666,42.004696999667],[-93.4676439999704,42.004674000405],[-93.4676159995786,42.0010980000728],[-93.4637880002159,42.0010610001652],[-93.4638149996624,42.0003360000065],[-93.462848000035,42.0003319998221],[-93.4632630002871,41.9503760001525],[-93.5808610004347,41.9504390003597],[-93.5809720001575,41.9703169997299],[-93.5806030002281,41.9721980001378],[-93.580916000273,41.9730859997193],[-93.5810920002954,41.9862980001528],[-93.580936000296,41.9938759997777],[-93.5810629998574,41.993969999616],[-93.5811229999264,42.0051509999189],[-93.5796729996091,42.0051180001957],[-93.5796729996091,42.0067699999357],[-93.5811929995571,42.0066420003282],[-93.5811589997879,42.0073410001872],[-93.5776770001933,42.007563999679],[-93.5751549999032,42.0080119996542],[-93.5734680003478,42.0091370002725],[-93.5719450002614,42.0107320000819],[-93.5717850000776,42.0120159999386],[-93.5718510004232,42.0228110004275],[-93.5616739996552,42.0230390001499],[-93.5617179998856,42.024853000166],[-93.560415000052,42.0249579996122],[-93.5605249997288,42.0302689999146],[-93.5543780004442,42.0308099996819],[-93.5544310001903,42.0346319996672]]]}"
Ames 1-5,AMES1-5,1,2947.00000000000,45.00000000000,23,4,1.28604400000,"{""type"":""Polygon"",""coordinates"":[[[-93.5960219999152,42.0344769997139],[-93.6089780002344,42.0345430000596],[-93.6089770001882,42.035712000009],[-93.6106849998127,42.0357059997323],[-93.6106970003661,42.0370200000731],[-93.620411999614,42.037059000073],[-93.620421000029,42.0457250004086],[-93.6187039999895,42.045740000201],[-93.6187890003119,42.0478680003081],[-93.6197250003084,42.0479519996852],[-93.6197539998471,42.0493819999795],[-93.6204990000287,42.049407000233],[-93.6206760000971,42.0568819996047],[-93.6209330002576,42.0582780001297],[-93.6220139997461,42.0617379996091],[-93.6206180001205,42.0617379996091],[-93.6205790001206,42.0600000003998],[-93.6202530003755,42.0594759996179],[-93.6198849995929,42.0595280002172],[-93.6200910000994,42.0600029996389],[-93.6201930003066,42.0611620000265],[-93.6196789999857,42.063417999741],[-93.6156009998861,42.0634110003176],[-93.6155949996094,42.0581879995767],[-93.6164450001365,42.0581899996689],[-93.6166250003433,42.0578409997625],[-93.6162599996991,42.0570989997192],[-93.6162409997222,42.0565430001595],[-93.6158759999773,42.0562730002989],[-93.6141270002607,42.0566289996288],[-93.6133779998946,42.0565430001595],[-93.6130700000803,42.0560299998847],[-93.6130510001034,42.0556450001168],[-93.614262000191,42.054704999936],[-93.6145879999361,42.0539490001464],[-93.6145689999592,42.0532359996419],[-93.6139930003765,42.0526090004052],[-93.6115910002243,42.0519529998313],[-93.6113790003404,42.0510549997886],[-93.6107730002736,42.0509599999043],[-93.6107350003198,42.0493969997719],[-93.6029920002804,42.0491750003262],[-93.6030009997962,42.0456250002937],[-93.5961020000071,42.0456129997403],[-93.5961080002838,42.0453910002946],[-93.6005829998055,42.0454290002483],[-93.6005669999669,42.0390930003418],[-93.5960589998228,42.0390520002498],[-93.5971170000494,42.0370860004188],[-93.5959850000076,42.0350199995735],[-93.5960219999152,42.0344769997139]]]}"
Ames 1-1,AMES1-1,1,2942.00000000000,45.00000000000,23,4,3.19075000000,"{""type"":""Polygon"",""coordinates"":[[[-93.5811949996494,42.0068900000736],[-93.5811929995571,42.0066420003282],[-93.5796729996091,42.0067699999357],[-93.5796729996091,42.0051180001957],[-93.5811229999264,42.0051509999189],[-93.5811650000646,42.003926000085],[-93.5866650000895,42.0039670001771],[-93.5868509996737,42.0050630003573],[-93.5890080002189,42.0055880002861],[-93.5908640003732,42.0056060002169],[-93.5908650004193,42.0058170000547],[-93.5942120000836,42.0056290003782],[-93.5938949998542,42.0052150001723],[-93.5936520003394,42.0042659995764],[-93.5938949998542,42.0034939999483],[-93.5938600000388,42.0029089999505],[-93.5921320003914,42.0010630002574],[-93.591218999657,41.9995099996869],[-93.5911249998188,41.9990960003803],[-93.5915040002093,41.9978630001775],[-93.5914660002555,41.9974350002253],[-93.5954840002862,41.9974829997408],[-93.5955820003089,41.9860310004305],[-93.6111959999952,41.9860100003614],[-93.6113170001793,41.9872859998492],[-93.6112170000644,41.9885860004437],[-93.6117169997396,41.9886859996593],[-93.6117169997396,41.9892860003488],[-93.6173240002023,41.9892189999571],[-93.6174230002711,41.9901719998381],[-93.6189470004036,41.9901679996536],[-93.6196660002855,41.988286000099],[-93.619873999985,41.9882850000529],[-93.6199180002154,41.984386000114],[-93.6197060003315,41.9792010002262],[-93.6234729995791,41.979119000042],[-93.6244650003594,41.9749349995508],[-93.6294419996484,41.975989999639],[-93.629476000317,41.9804039999448],[-93.6279530002306,41.9803670000372],[-93.6280870001148,41.9865809997135],[-93.6295760004319,41.9865799996674],[-93.6296169996247,41.9900169998848],[-93.6271599996341,41.9900359998617],[-93.6271710001414,41.9908889996278],[-93.6296189997169,41.9908879995817],[-93.6296429999243,41.9978559998547],[-93.631179999757,41.9978440002006],[-93.6310730002186,41.9964790002059],[-93.6340360001611,41.9954850002327],[-93.6345290004129,41.9954840001867],[-93.6345250002285,41.9952460000031],[-93.6367039999894,41.9953009998414],[-93.6367320003814,41.9941689997997],[-93.6393859995641,41.9942069997534],[-93.6395930001167,42.0029710001118],[-93.6395049996559,42.0081190000919],[-93.6391870002797,42.0089030002734],[-93.6380219996154,42.010074000315],[-93.6372259997799,42.0104820002443],[-93.6338210001389,42.0115869999403],[-93.6322430002141,42.0098439996011],[-93.6314739998251,42.009457999787],[-93.6281749996763,42.0091200003879],[-93.6264019997523,42.0084380004135],[-93.6247320000816,42.0083750002063],[-93.6245810003128,42.0061670000072],[-93.6246970002662,42.0053269999412],[-93.6245689997594,42.004391999991],[-93.6242789998758,42.004067000292],[-93.6243109995528,42.0038530003159],[-93.5811949996494,42.0068900000736]]]}"
Ames 3-2,AMES3-2,1,2995.00000000000,45.00000000000,23,4,0.51551700000,"{""type"":""Polygon"",""coordinates"":[[[-93.6590689998343,42.0182889996378],[-93.6589359999962,42.0119020000774],[-93.6714380000635,42.0120450003766],[-93.6714440003402,42.0112549999185],[-93.6705050002054,42.0112380000338],[-93.6702310001604,42.0110120004036],[-93.6701780004142,42.0084910001597],[-93.6702819998143,42.0084029996988],[-93.6722230002911,42.0084389995603],[-93.6738149999621,42.008747000274],[-93.6758270001158,42.008727000251],[-93.6758609998851,42.0097849995782],[-93.6762919999757,42.0104450003367],[-93.6762729999988,42.012070999777],[-93.6787320000816,42.0120760000075],[-93.6817849996779,42.0123140001911],[-93.6833899999484,42.0126090003053],[-93.6869430001192,42.0136729999092],[-93.6865160002131,42.0146380003436],[-93.6866279999821,42.0170510001037],[-93.684793999943,42.0170910001497],[-93.6832919999257,42.0179110001927],[-93.6787530001507,42.0180029999387],[-93.6786489998513,42.0179649999849],[-93.6786469997591,42.0166830002204],[-93.6737200000778,42.016284999853],[-93.6691190001416,42.0148850000429],[-93.668618999567,42.0151850003876],[-93.6590689998343,42.0182889996378]]]}"
Ames 1-2,AMES1-2,1,2807.00000000000,45.00000000000,23,4,1.17922600000,"{""type"":""Polygon"",""coordinates"":[[[-93.6337220000701,42.0114669998023],[-93.6338210001389,42.0115869999403],[-93.6377879996164,42.0102070001531],[-93.6390429999344,42.009091999996],[-93.6394190001865,42.0083130000451],[-93.6409679996733,42.0084799996524],[-93.642382000129,42.0089960000655],[-93.6445239999825,42.0087399999512],[-93.6451170003492,42.0088769999737],[-93.6456260004394,42.0093229998567],[-93.6459510001384,42.0104640003135],[-93.6463000000448,42.0109559996199],[-93.6470329996731,42.0114790003557],[-93.6480699998305,42.0117999998703],[-93.6589359999962,42.0119020000774],[-93.6591499999724,42.0227510003585],[-93.651710000416,42.0228020000125],[-93.651741000047,42.0191420003032],[-93.650089000307,42.0191420003032],[-93.6443399995912,42.0191970001416],[-93.6443520001445,42.0201720001378],[-93.6429510002883,42.0201350002303],[-93.6426899999434,42.0200259997003],[-93.6423470003137,42.0195599997943],[-93.641895000154,42.0194530002559],[-93.6398179997008,42.0199360000465],[-93.6394540000019,42.020123999723],[-93.6394930000018,42.0227500003124],[-93.6201199996381,42.0228880003811],[-93.6200629997075,42.0214840003865],[-93.6204919997058,42.0193180003256],[-93.6273110003023,42.0191580001418],[-93.628393999883,42.0186219997057],[-93.6301930001067,42.0167469995745],[-93.6309760002421,42.0163550003831],[-93.6321779999146,42.0162300000147],[-93.63221299973,42.0131120001189],[-93.6327710002813,42.0121770001686],[-93.6337220000701,42.0114669998023]]]}"
Ames 1-4,AMES1-4,1,2880.00000000000,45.00000000000,23,4,0.69777700000,"{""type"":""Polygon"",""coordinates"":[[[-93.6068209996893,42.0345420000135],[-93.6067130001047,42.0301010002611],[-93.6072030002181,42.0301089997307],[-93.6071270003106,42.0270410003421],[-93.6087780000045,42.0270220003652],[-93.6087519997049,42.0260050002307],[-93.6104360000213,42.0259890003922],[-93.6103099996067,42.0201350002303],[-93.6171609998801,42.0201799996075],[-93.6195820000091,42.0193940002331],[-93.6204919997058,42.0193180003256],[-93.6200479999151,42.0217819997397],[-93.620411999614,42.037059000073],[-93.6106970003661,42.0370200000731],[-93.6106849998127,42.0357059997323],[-93.6089770001882,42.035712000009],[-93.6089780002344,42.0345430000596],[-93.6068209996893,42.0345420000135]]]}"
Greene Co East,EAST,1,1664.00000000000,47.00000000000,24,4,106.79685200000,"{""type"":""Polygon"",""coordinates"":[[[-94.1647649998047,42.1228070000432],[-94.1646020003819,42.0450190002268],[-94.1646190002665,42.0345999999902],[-94.1648720002424,42.029938999985],[-94.164533999944,42.0059679998235],[-94.1644929998519,41.9818890000774],[-94.1647459998279,41.9646510001437],[-94.1645649995749,41.9501719997382],[-94.164392999737,41.8814380001638],[-94.1641379996688,41.8632440002106],[-94.2027169998895,41.8633469995646],[-94.2803400001907,41.8629989997042],[-94.2804249996139,41.8750369999577],[-94.2802769999834,41.8933099999567],[-94.2803659995911,41.8993289996338],[-94.2804709999365,41.8994820003942],[-94.2799759995926,41.9000339997694],[-94.2797649997548,41.9089829996659],[-94.2799700002152,41.9090809996886],[-94.2799270000309,41.9355370002326],[-94.2801230000762,41.9358599998393],[-94.2802319997069,41.9394370002175],[-94.2803810002828,41.9553239999028],[-94.2805710000515,42.021096999627],[-94.2808440000504,42.0340069996235],[-94.2812309999106,42.0776369998478],[-94.2811689997494,42.1227340002741],[-94.2422799996222,42.1228059999971],[-94.2389200002577,42.1226669998823],[-94.2035499996326,42.1225709999518],[-94.1647649998047,42.1228070000432]]]}"
Cedar Rapids 28,CR28,1,3468.00000000000,70.00000000000,35,1,0.94700600000,"{""type"":""Polygon"",""coordinates"":[[[-91.715956000269,41.980111999969],[-91.703000999996,41.979797999878],[-91.7030349997653,41.9781910004145],[-91.7024250004133,41.9781729995844],[-91.7024780001594,41.9774800000022],[-91.7021979998377,41.9768380000738],[-91.7021500003221,41.9726250000439],[-91.7015539998171,41.9726159996288],[-91.7015149998172,41.9708799996125],[-91.6965890001821,41.9708449997971],[-91.6965900002282,41.9705689996597],[-91.6960519996999,41.9699970002615],[-91.6960719997228,41.9623560004292],[-91.7160690000841,41.9635279996177],[-91.7160249998537,41.9655900002784],[-91.7145300001592,41.9655670001171],[-91.7145189996519,41.966841000412],[-91.7118079996393,41.9669960003653],[-91.7118010002158,41.9685069998983],[-91.7107989998738,41.9688250001738],[-91.7110489997114,41.9692990004487],[-91.7110750000111,41.9698499997778],[-91.7159910000844,41.9698689997547],[-91.715956000269,41.980111999969]]]}"
