name,namelsad,lsad,geojson
Dallas,Dallas County,06,"{""type"":""Polygon"",""coordinates"":[[[-94.280496,41.688326],[-94.280778,41.772491],[-94.28034,41.862999],[-94.202626,41.863326],[-93.984644,41.863083],[-93.815721,41.863419],[-93.815766,41.851448],[-93.815353,41.845685],[-93.815319,41.82834],[-93.815023,41.812935],[-93.814907,41.775331],[-93.814592,41.754297],[-93.814579,41.750882],[-93.814802,41.75028],[-93.814673,41.746373],[-93.814593,41.720755],[-93.814417,41.718466],[-93.814542,41.717338],[-93.814324,41.633088],[-93.814463,41.629058],[-93.814342,41.628195],[-93.814282,41.600456],[-93.790632,41.600425],[-93.790511,41.566743],[-93.790623,41.516245],[-93.790463,41.513653],[-93.790612,41.511916],[-93.814623,41.509926],[-93.816471,41.509929],[-93.824128,41.509109],[-93.858465,41.506421],[-93.864497,41.505717],[-93.875918,41.505091],[-93.896807,41.503098],[-93.998207,41.503309],[-94.000236,41.503182],[-94.125232,41.503093],[-94.189255,41.503438],[-94.194015,41.503504],[-94.194843,41.503698],[-94.195013,41.503533],[-94.195475,41.503493],[-94.20396,41.503602],[-94.204266,41.50348],[-94.241593,41.503679],[-94.241424,41.517321],[-94.241356,41.600971],[-94.280057,41.601312],[-94.280026,41.625602],[-94.279866,41.626164],[-94.279909,41.653285],[-94.280496,41.688326]]]}"
Marion,Marion County,06,"{""type"":""Polygon"",""coordinates"":[[[-93.328362,41.334871],[-93.328438,41.349369],[-93.328292,41.374825],[-93.328402,41.381527],[-93.328128,41.382423],[-93.32835,41.464955],[-93.328539,41.47934],[-93.328407,41.490921],[-93.328614,41.507824],[-93.25026,41.508096],[-93.214438,41.508076],[-93.199759,41.50792],[-93.10102,41.508326],[-93.086923,41.508281],[-93.08523,41.508006],[-93.083552,41.508277],[-93.04198,41.50842],[-92.957876,41.508217],[-92.940132,41.50824],[-92.938812,41.508446],[-92.91493,41.508328],[-92.871421,41.508522],[-92.871473,41.501071],[-92.871269,41.492295],[-92.871303,41.464017],[-92.870769,41.390279],[-92.870741,41.362108],[-92.870854,41.360573],[-92.8706,41.336237],[-92.870938,41.275084],[-92.870682,41.25],[-92.8704,41.248374],[-92.8703,41.240779],[-92.869771,41.161066],[-92.881696,41.160835],[-92.907507,41.160949],[-92.946508,41.160734],[-92.951884,41.160862],[-93.069179,41.160702],[-93.11836,41.160963],[-93.134455,41.160822],[-93.14642,41.161023],[-93.212374,41.160752],[-93.278566,41.160684],[-93.300402,41.160798],[-93.327886,41.160659],[-93.327945,41.220404],[-93.328336,41.24798],[-93.32823,41.255295],[-93.328362,41.334871]]]}"
Mahaska,Mahaska County,06,"{""type"":""Polygon"",""coordinates"":[[[-92.871001,41.42188],[-92.871421,41.508522],[-92.771715,41.508724],[-92.770563,41.508833],[-92.747918,41.50871],[-92.699502,41.50907],[-92.68523,41.508992],[-92.661019,41.509136],[-92.651167,41.508907],[-92.644324,41.509149],[-92.626218,41.509181],[-92.558256,41.509124],[-92.514095,41.509311],[-92.508495,41.509298],[-92.508243,41.509094],[-92.488468,41.509347],[-92.411995,41.509548],[-92.412096,41.50001],[-92.410852,41.269614],[-92.410441,41.24975],[-92.410458,41.239867],[-92.410631,41.233947],[-92.410469,41.21261],[-92.410592,41.205385],[-92.410385,41.203433],[-92.410349,41.184734],[-92.41007,41.176734],[-92.410305,41.172256],[-92.410233,41.161942],[-92.544412,41.161443],[-92.620367,41.161498],[-92.628379,41.161291],[-92.635668,41.161409],[-92.642272,41.161276],[-92.659005,41.161424],[-92.754826,41.161364],[-92.823253,41.161068],[-92.869771,41.161066],[-92.8703,41.240779],[-92.8704,41.248374],[-92.870682,41.25],[-92.870938,41.275084],[-92.8706,41.336237],[-92.870854,41.360573],[-92.870741,41.362108],[-92.870769,41.390279],[-92.871001,41.42188]]]}"
Appanoose,Appanoose County,06,"{""type"":""Polygon"",""coordinates"":[[[-92.868583,40.898242],[-92.838871,40.89826],[-92.801682,40.898624],[-92.696439,40.898613],[-92.639091,40.898886],[-92.639027,40.891909],[-92.639156,40.890726],[-92.638768,40.88205],[-92.638941,40.875014],[-92.638891,40.808709],[-92.638713,40.799791],[-92.638889,40.791333],[-92.638891,40.768618],[-92.638847,40.764865],[-92.638608,40.762802],[-92.638681,40.748669],[-92.637817,40.668794],[-92.63818,40.650794],[-92.638275,40.635104],[-92.637956,40.618503],[-92.637949,40.596581],[-92.638257,40.595937],[-92.637898,40.590853],[-92.686693,40.589809],[-92.688412,40.589922],[-92.713177,40.589423],[-92.742316,40.589205],[-92.781269,40.58859],[-92.827853,40.588602],[-92.827785,40.58845],[-92.856445,40.588365],[-92.857044,40.588358],[-92.857219,40.588199],[-92.863192,40.588178],[-92.8752,40.588392],[-92.886341,40.588248],[-92.890181,40.587958],[-92.903899,40.587864],[-92.9074,40.587978],[-92.94174,40.587606],[-92.943061,40.587604],[-92.943472,40.587762],[-92.944282,40.587558],[-93.0135,40.586297],[-93.097296,40.584014],[-93.097394,40.606977],[-93.097248,40.624802],[-93.097363,40.63521],[-93.09728,40.665964],[-93.097405,40.67365],[-93.097297,40.707431],[-93.097478,40.741457],[-93.097473,40.763614],[-93.097346,40.764359],[-93.09738,40.779911],[-93.09755,40.786898],[-93.097366,40.790939],[-93.097378,40.802397],[-93.097616,40.811969],[-93.097625,40.834676],[-93.097944,40.851449],[-93.097702,40.862995],[-93.097752,40.889858],[-93.097595,40.898451],[-93.086014,40.898311],[-93.079389,40.898499],[-93.049387,40.898259],[-93.034533,40.898386],[-93.031069,40.898254],[-93.000201,40.898268],[-92.997888,40.898425],[-92.935359,40.898413],[-92.9132,40.898651],[-92.881147,40.898735],[-92.875197,40.898709],[-92.874031,40.898222],[-92.868583,40.898242]]]}"
Van Buren,Van Buren County,06,"{""type"":""Polygon"",""coordinates"":[[[-92.178407,40.726539],[-92.17853,40.750155],[-92.178279,40.828421],[-92.178977,40.875165],[-92.179072,40.89972],[-92.107792,40.899885],[-92.106286,40.899764],[-92.091559,40.899731],[-92.040289,40.90007],[-92.039578,40.899927],[-91.950584,40.900848],[-91.890199,40.901298],[-91.875069,40.901184],[-91.867845,40.901362],[-91.846531,40.901119],[-91.832812,40.901163],[-91.802386,40.900754],[-91.750126,40.900596],[-91.71818,40.901087],[-91.718259,40.886565],[-91.718632,40.864716],[-91.718791,40.81444],[-91.718748,40.784005],[-91.71845,40.742128],[-91.718656,40.693365],[-91.71833,40.667643],[-91.718045,40.614047],[-91.716432,40.614075],[-91.716769,40.59853],[-91.720058,40.601527],[-91.729115,40.61364],[-91.750164,40.612724],[-91.785899,40.611593],[-91.799746,40.610961],[-91.824199,40.610304],[-91.8684,40.608056],[-91.939451,40.606146],[-91.947709,40.605471],[-91.970177,40.60516],[-91.998645,40.604434],[-92.012646,40.604299],[-92.053615,40.603222],[-92.058702,40.603022],[-92.06022,40.60282],[-92.066297,40.602645],[-92.069872,40.602755],[-92.082318,40.602177],[-92.083292,40.602273],[-92.096239,40.602015],[-92.096611,40.601831],[-92.112642,40.60187],[-92.125187,40.601481],[-92.17978,40.600529],[-92.17978,40.608785],[-92.179626,40.609885],[-92.178903,40.648068],[-92.178677,40.668356],[-92.178181,40.682774],[-92.178107,40.696853],[-92.178278,40.700833],[-92.178407,40.726539]]]}"
Johnson,Johnson County,06,"{""type"":""Polygon"",""coordinates"":[[[-91.834185,41.686702],[-91.83376,41.701229],[-91.833516,41.720071],[-91.831898,41.759636],[-91.832072,41.762472],[-91.831506,41.790312],[-91.830786,41.803869],[-91.830895,41.810691],[-91.831183,41.81635],[-91.831272,41.82936],[-91.831029,41.829788],[-91.831379,41.861851],[-91.709554,41.862023],[-91.58806,41.860604],[-91.463493,41.859594],[-91.425559,41.859614],[-91.366079,41.860068],[-91.36615,41.827423],[-91.36601,41.827223],[-91.365993,41.82295],[-91.365898,41.758457],[-91.366208,41.701163],[-91.366221,41.685886],[-91.366072,41.685579],[-91.366223,41.685228],[-91.366287,41.680077],[-91.366481,41.631281],[-91.366493,41.620611],[-91.366269,41.620256],[-91.366453,41.620126],[-91.366542,41.618194],[-91.366416,41.617886],[-91.366399,41.598983],[-91.366647,41.573315],[-91.366851,41.555155],[-91.367634,41.51451],[-91.368045,41.455377],[-91.368521,41.423178],[-91.386287,41.423271],[-91.387848,41.423506],[-91.391574,41.423626],[-91.442387,41.423579],[-91.461847,41.424226],[-91.4758,41.424145],[-91.476969,41.423872],[-91.483995,41.423848],[-91.483863,41.428194],[-91.484764,41.428453],[-91.485399,41.42907],[-91.487232,41.433868],[-91.490711,41.440427],[-91.491968,41.441447],[-91.500698,41.446675],[-91.502401,41.448391],[-91.50282,41.449359],[-91.502475,41.450902],[-91.50155,41.451718],[-91.499227,41.452734],[-91.498646,41.453442],[-91.499671,41.45528],[-91.499485,41.456378],[-91.498755,41.457344],[-91.498519,41.458251],[-91.498574,41.458886],[-91.498773,41.459213],[-91.499639,41.459767],[-91.503254,41.460633],[-91.505209,41.461495],[-91.510187,41.465167],[-91.511138,41.465679],[-91.512173,41.465892],[-91.514571,41.466935],[-91.515705,41.467733],[-91.516031,41.468223],[-91.516146,41.468852],[-91.516012,41.469189],[-91.514497,41.471001],[-91.513902,41.475018],[-91.51338,41.475955],[-91.512948,41.476315],[-91.511362,41.477],[-91.510299,41.477162],[-91.508678,41.477],[-91.505669,41.476009],[-91.503093,41.476387],[-91.502499,41.476675],[-91.502103,41.47745],[-91.502054,41.479682],[-91.501777,41.4822],[-91.502093,41.483309],[-91.502627,41.484066],[-91.502712,41.484708],[-91.502567,41.485173],[-91.501316,41.48689],[-91.501316,41.48734],[-91.502112,41.48938],[-91.503379,41.491477],[-91.503498,41.49278],[-91.503745,41.493362],[-91.504734,41.493493],[-91.505475,41.493318],[-91.506567,41.492737],[-91.508103,41.492841],[-91.509203,41.493247],[-91.510674,41.494689],[-91.510979,41.495645],[-91.510788,41.497374],[-91.509359,41.498046],[-91.508167,41.498366],[-91.50741,41.49918],[-91.506494,41.500751],[-91.506799,41.501653],[-91.507352,41.502308],[-91.508094,41.502831],[-91.509214,41.502889],[-91.510072,41.502671],[-91.511406,41.501606],[-91.513001,41.498387],[-91.514018,41.497443],[-91.516018,41.496832],[-91.5175,41.496987],[-91.518579,41.497273],[-91.519135,41.49764],[-91.519684,41.49833],[-91.519901,41.498932],[-91.51989,41.499712],[-91.519221,41.500795],[-91.518988,41.502584],[-91.519643,41.50318],[-91.523134,41.504737],[-91.52657,41.506566],[-91.527121,41.50689],[-91.527935,41.507763],[-91.528094,41.508609],[-91.527737,41.509215],[-91.527056,41.509678],[-91.526116,41.509974],[-91.523367,41.510378],[-91.520773,41.510476],[-91.520178,41.510616],[-91.519828,41.51101],[-91.608665,41.510873],[-91.633132,41.510695],[-91.775896,41.511724],[-91.829231,41.511457],[-91.828651,41.54052],[-91.827381,41.581972],[-91.82706,41.600452],[-91.833078,41.600414],[-91.833214,41.606061],[-91.832949,41.607712],[-91.832934,41.615391],[-91.833136,41.6456],[-91.833213,41.649606],[-91.833387,41.651164],[-91.833404,41.658257],[-91.833571,41.66066],[-91.834185,41.686702]]]}"
Wright,Wright County,06,"{""type"":""Polygon"",""coordinates"":[[[-93.971347,42.73167],[-93.971601,42.769163],[-93.97142,42.892503],[-93.971238,42.907762],[-93.882496,42.908424],[-93.875223,42.908309],[-93.872647,42.908489],[-93.813564,42.908758],[-93.753824,42.908592],[-93.734256,42.908008],[-93.724653,42.908578],[-93.654,42.90843],[-93.575504,42.908707],[-93.498617,42.908512],[-93.498661,42.776724],[-93.498945,42.704559],[-93.499217,42.674135],[-93.4991,42.652996],[-93.499539,42.608514],[-93.499485,42.5577],[-93.500212,42.557836],[-93.532934,42.557682],[-93.558058,42.557768],[-93.564839,42.55755],[-93.586876,42.55752],[-93.617485,42.557542],[-93.629731,42.557697],[-93.705408,42.557516],[-93.724604,42.557618],[-93.750216,42.557575],[-93.776456,42.557315],[-93.793706,42.557538],[-93.853605,42.557497],[-93.870474,42.557808],[-93.89353,42.557939],[-93.899789,42.557655],[-93.90468,42.557935],[-93.95112,42.557976],[-93.971583,42.558139],[-93.971419,42.62497],[-93.971714,42.644707],[-93.971344,42.655341],[-93.971315,42.673619],[-93.971658,42.673695],[-93.971568,42.689141],[-93.971326,42.694781],[-93.971365,42.695303],[-93.971771,42.69541],[-93.971671,42.717145],[-93.97138,42.724303],[-93.971347,42.73167]]]}"
Montgomery,Montgomery County,06,"{""type"":""Polygon"",""coordinates"":[[[-95.384717,41.073394],[-95.384421,41.126155],[-95.384381,41.129972],[-95.38417,41.131486],[-95.384383,41.146619],[-95.384349,41.160011],[-95.33738,41.159909],[-95.269977,41.159495],[-95.082076,41.158957],[-95.037671,41.158713],[-95.030134,41.158479],[-95.028975,41.158665],[-95.022487,41.158655],[-94.973973,41.158427],[-94.967299,41.158247],[-94.927587,41.158508],[-94.927653,41.131452],[-94.927501,41.129954],[-94.927593,41.104577],[-94.927464,41.099516],[-94.927878,41.024543],[-94.927873,41.006255],[-94.927733,41.005595],[-94.928179,40.988401],[-94.928041,40.98621],[-94.928056,40.980222],[-94.928274,40.972987],[-94.928464,40.908476],[-94.928604,40.90177],[-94.928459,40.900653],[-95.000257,40.900797],[-95.011903,40.900766],[-95.012651,40.900624],[-95.133637,40.901026],[-95.134196,40.901003],[-95.134357,40.900858],[-95.138575,40.901038],[-95.208515,40.90113],[-95.298947,40.901518],[-95.300521,40.901368],[-95.327536,40.901316],[-95.384964,40.90155],[-95.384799,40.901649],[-95.384734,40.907861],[-95.384746,40.987448],[-95.384661,41.001931],[-95.384422,41.012393],[-95.384603,41.012622],[-95.384508,41.019712],[-95.384712,41.028905],[-95.384535,41.030599],[-95.384521,41.045393],[-95.384759,41.061183],[-95.384717,41.073394]]]}"
Sac,Sac County,06,"{""type"":""Polygon"",""coordinates"":[[[-95.322724,42.385781],[-95.322379,42.443733],[-95.322357,42.474737],[-95.387445,42.474796],[-95.388056,42.504874],[-95.388181,42.518473],[-95.387976,42.532834],[-95.38801,42.561742],[-95.310718,42.560791],[-95.28909,42.560785],[-95.250274,42.561058],[-95.249118,42.560951],[-95.052262,42.561105],[-94.914485,42.560309],[-94.91467,42.557057],[-94.914487,42.47419],[-94.904419,42.474274],[-94.856689,42.473996],[-94.857123,42.384962],[-94.858331,42.28516],[-94.858412,42.209692],[-94.955616,42.209839],[-95.168398,42.210827],[-95.246273,42.210773],[-95.247392,42.210894],[-95.254779,42.210796],[-95.254866,42.211016],[-95.256837,42.210764],[-95.318857,42.210925],[-95.320846,42.210628],[-95.321053,42.210795],[-95.323497,42.210932],[-95.323291,42.211491],[-95.323277,42.23979],[-95.322876,42.306191],[-95.323046,42.309446],[-95.322724,42.385781]]]}"
Union,Union County,06,"{""type"":""Polygon"",""coordinates"":[[[-94.470529,41.0714],[-94.470624,41.085255],[-94.470504,41.114946],[-94.470741,41.124988],[-94.470603,41.157566],[-94.324935,41.157452],[-94.223609,41.156991],[-94.184979,41.157012],[-94.181663,41.156663],[-94.166135,41.157053],[-94.146232,41.156794],[-94.1096,41.156852],[-94.073696,41.156674],[-94.014189,41.156762],[-94.014531,41.092642],[-94.014495,41.085023],[-94.014317,41.082345],[-94.014543,41.056163],[-94.014587,41.003998],[-94.014651,40.999992],[-94.014887,40.998024],[-94.014803,40.897031],[-94.081775,40.897362],[-94.099961,40.897236],[-94.100318,40.897397],[-94.114993,40.897484],[-94.241244,40.897922],[-94.307012,40.898842],[-94.361956,40.899208],[-94.436538,40.899261],[-94.470779,40.899502],[-94.470452,40.916318],[-94.47059,40.923965],[-94.470435,40.94876],[-94.470495,40.983492],[-94.471215,41.018633],[-94.471246,41.026412],[-94.470529,41.0714]]]}"
Keokuk,Keokuk County,06,"{""type"":""Polygon"",""coordinates"":[[[-92.065058,41.510403],[-92.04251,41.510412],[-92.039328,41.510635],[-92.037284,41.510482],[-92.031912,41.510475],[-91.988104,41.510615],[-91.985132,41.510795],[-91.983464,41.510658],[-91.946043,41.510749],[-91.946145,41.500011],[-91.946023,41.474424],[-91.946646,41.42484],[-91.946416,41.406301],[-91.946443,41.395056],[-91.946939,41.337164],[-91.946761,41.322196],[-91.946627,41.317003],[-91.946448,41.316734],[-91.94628,41.309701],[-91.94631,41.294894],[-91.946129,41.28629],[-91.945828,41.280228],[-91.944734,41.238023],[-91.944641,41.222029],[-91.944763,41.203477],[-91.945792,41.163817],[-91.945571,41.163578],[-91.984152,41.163796],[-92.013453,41.163499],[-92.013527,41.163671],[-92.022733,41.163548],[-92.023097,41.163395],[-92.042748,41.163438],[-92.110321,41.162847],[-92.122299,41.162912],[-92.410233,41.161942],[-92.410305,41.172256],[-92.41007,41.176734],[-92.410349,41.184734],[-92.410385,41.203433],[-92.410592,41.205385],[-92.410469,41.21261],[-92.410631,41.233947],[-92.410458,41.239867],[-92.410441,41.24975],[-92.410852,41.269614],[-92.412096,41.50001],[-92.411995,41.509548],[-92.228169,41.510009],[-92.220155,41.509906],[-92.065058,41.510403]]]}"
Story,Story County,06,"{""type"":""Polygon"",""coordinates"":[[[-93.698713,42.03456],[-93.698575,42.180983],[-93.69839,42.209339],[-93.639647,42.209397],[-93.571411,42.209253],[-93.570589,42.209143],[-93.569843,42.209271],[-93.543059,42.209358],[-93.521367,42.209243],[-93.443945,42.209367],[-93.441926,42.209164],[-93.393986,42.209286],[-93.375176,42.209142],[-93.366103,42.209307],[-93.232503,42.209011],[-93.231936,42.209001],[-93.231658,42.208782],[-93.231602,42.152399],[-93.231752,42.150629],[-93.231587,42.145037],[-93.231539,42.122381],[-93.231867,41.913331],[-93.231443,41.896786],[-93.231972,41.874988],[-93.231814,41.870017],[-93.231858,41.862711],[-93.244094,41.862816],[-93.25157,41.862572],[-93.252283,41.862734],[-93.254582,41.862805],[-93.285809,41.86292],[-93.290995,41.863056],[-93.367314,41.863189],[-93.470591,41.86323],[-93.498185,41.863162],[-93.50704,41.862982],[-93.526677,41.863288],[-93.613181,41.863203],[-93.698032,41.86337],[-93.698095,41.956039],[-93.698686,42.01107],[-93.698713,42.03456]]]}"
Mitchell,Mitchell County,06,"{""type"":""Polygon"",""coordinates"":[[[-92.672582,43.500134],[-92.553128,43.500218],[-92.553564,43.459131],[-92.553453,43.442579],[-92.553868,43.420724],[-92.554136,43.389113],[-92.554105,43.366772],[-92.554221,43.364241],[-92.554191,43.343217],[-92.554509,43.283907],[-92.554427,43.264501],[-92.554553,43.260298],[-92.554381,43.212813],[-92.633935,43.212721],[-92.672469,43.212473],[-92.743106,43.212709],[-92.772493,43.212976],[-92.857621,43.212646],[-92.912707,43.212764],[-92.962862,43.212592],[-93.024092,43.212812],[-93.024217,43.241878],[-93.02409,43.268503],[-93.024121,43.356884],[-93.023909,43.383077],[-93.024486,43.431336],[-93.024505,43.473329],[-93.024345,43.499733],[-92.979504,43.499769],[-92.965817,43.499529],[-92.956964,43.499815],[-92.954217,43.499542],[-92.949407,43.499816],[-92.94939,43.499542],[-92.948842,43.499542],[-92.94669,43.499816],[-92.946183,43.499543],[-92.944539,43.499786],[-92.941279,43.499544],[-92.941227,43.499775],[-92.9396,43.499523],[-92.939577,43.499786],[-92.931513,43.499794],[-92.929708,43.499586],[-92.929627,43.499805],[-92.925167,43.499554],[-92.918394,43.499812],[-92.918355,43.499592],[-92.903494,43.499553],[-92.90344,43.499847],[-92.899456,43.499848],[-92.899427,43.49958],[-92.889838,43.499853],[-92.88965,43.499537],[-92.882969,43.499863],[-92.882899,43.499551],[-92.878614,43.499573],[-92.878525,43.49987],[-92.87026,43.49955],[-92.858588,43.499539],[-92.858586,43.499912],[-92.856726,43.499907],[-92.856656,43.499535],[-92.850979,43.499532],[-92.849561,43.499534],[-92.849466,43.499904],[-92.835841,43.499553],[-92.83583,43.499917],[-92.828629,43.499529],[-92.828605,43.49992],[-92.821742,43.499982],[-92.672582,43.500134]]]}"
