name,namelsad,lsad,geojson
Hancock,Hancock County,06,"{""type"":""Polygon"",""coordinates"":[[[-93.970448,43.082609],[-93.970201,43.241584],[-93.970415,43.255358],[-93.921715,43.255021],[-93.852173,43.255329],[-93.806413,43.255274],[-93.755113,43.25551],[-93.745418,43.255349],[-93.744976,43.25548],[-93.741908,43.255508],[-93.72721,43.255409],[-93.642655,43.255515],[-93.640432,43.255623],[-93.632476,43.25546],[-93.6218,43.255627],[-93.497635,43.255468],[-93.497507,43.24209],[-93.497668,43.221448],[-93.497508,43.20528],[-93.497735,43.13592],[-93.497769,42.999958],[-93.498134,42.9718],[-93.498276,42.936841],[-93.498617,42.908512],[-93.575504,42.908707],[-93.654,42.90843],[-93.724653,42.908578],[-93.734256,42.908008],[-93.753824,42.908592],[-93.813564,42.908758],[-93.872647,42.908489],[-93.875223,42.908309],[-93.882496,42.908424],[-93.971238,42.907762],[-93.971481,42.950839],[-93.97142,42.970008],[-93.970987,42.996617],[-93.970908,43.048471],[-93.970448,43.082609]]]}"
Dubuque,Dubuque County,06,"{""type"":""Polygon"",""coordinates"":[[[-91.13089,42.471262],[-91.134195,42.471269],[-91.134375,42.481184],[-91.134153,42.485739],[-91.134193,42.495401],[-91.134389,42.496455],[-91.134283,42.500159],[-91.134439,42.558658],[-91.133604,42.600768],[-91.133545,42.618204],[-91.133076,42.624992],[-91.132766,42.645844],[-91.111523,42.646093],[-91.111294,42.645912],[-91.108748,42.645899],[-91.076475,42.646343],[-91.026643,42.646572],[-91.009596,42.646232],[-90.990673,42.646313],[-90.897415,42.645714],[-90.896951,42.675082],[-90.892682,42.673763],[-90.88743,42.67247],[-90.875127,42.66994],[-90.867125,42.668728],[-90.862493,42.66769],[-90.852497,42.664822],[-90.84391,42.663071],[-90.837723,42.662179],[-90.832702,42.661662],[-90.828921,42.660975],[-90.825957,42.660166],[-90.821742,42.659728],[-90.808561,42.657401],[-90.797017,42.655772],[-90.79291,42.655003],[-90.788226,42.653888],[-90.781996,42.653123],[-90.778752,42.652965],[-90.769495,42.651443],[-90.760389,42.649131],[-90.756946,42.647756],[-90.750126,42.647057],[-90.743677,42.64556],[-90.731132,42.643437],[-90.720209,42.640758],[-90.717821,42.639914],[-90.711749,42.637472],[-90.709204,42.636078],[-90.706303,42.634169],[-90.702671,42.630756],[-90.701649,42.62878],[-90.700856,42.626445],[-90.700757,42.624997],[-90.700095,42.622461],[-90.693999,42.614509],[-90.692031,42.610366],[-90.687999,42.599198],[-90.687743,42.59611],[-90.687775,42.594606],[-90.686975,42.591774],[-90.679375,42.581503],[-90.677935,42.580031],[-90.677055,42.579215],[-90.674827,42.577699],[-90.672727,42.576599],[-90.661527,42.567999],[-90.659127,42.5579],[-90.654127,42.5499],[-90.648885,42.546323],[-90.645937,42.543284],[-90.644687,42.541317],[-90.644033,42.53986],[-90.642063,42.530693],[-90.641373,42.528575],[-90.638922,42.524062],[-90.637084,42.521186],[-90.635983,42.518712],[-90.635829,42.517928],[-90.635989,42.515409],[-90.63856,42.512116],[-90.639961,42.510783],[-90.641872,42.509512],[-90.645505,42.505527],[-90.647865,42.502463],[-90.649612,42.500906],[-90.651026,42.497705],[-90.652945,42.495794],[-90.656046,42.491706],[-90.656462,42.490962],[-90.65671,42.488835],[-90.656664,42.48722],[-90.656302,42.483691],[-90.655441,42.480935],[-90.654496,42.479205],[-90.651401,42.47549],[-90.646419,42.471328],[-90.644417,42.470055],[-90.641027,42.468304],[-90.624328,42.458904],[-90.606328,42.451505],[-90.604016,42.450805],[-90.597488,42.449477],[-90.590416,42.447493],[-90.582128,42.444437],[-90.575104,42.442885],[-90.570736,42.441701],[-90.567968,42.440389],[-90.565248,42.438742],[-90.561841,42.435034],[-90.560439,42.432897],[-90.559451,42.430695],[-90.558801,42.428517],[-90.558326,42.425404],[-90.558168,42.420984],[-90.55755,42.419258],[-90.556149,42.417283],[-90.555018,42.416138],[-90.55281,42.414985],[-90.548068,42.413115],[-90.541954,42.411374],[-90.517516,42.403019],[-90.513504,42.401293],[-90.506829,42.398792],[-90.500128,42.395539],[-90.496809,42.392949],[-90.495766,42.392406],[-90.493642,42.389996],[-90.490334,42.387093],[-90.487154,42.385141],[-90.485698,42.384662],[-90.484621,42.38453],[-90.480148,42.384616],[-90.477941,42.384151],[-90.473798,42.381458],[-90.502285,42.381997],[-90.625128,42.382156],[-90.625128,42.382308],[-90.652777,42.38208],[-90.665029,42.382155],[-90.665276,42.350977],[-90.66515,42.344138],[-90.665551,42.294699],[-90.683852,42.294634],[-90.686403,42.294884],[-90.703666,42.294795],[-90.730465,42.295003],[-90.745234,42.294639],[-90.757132,42.294974],[-90.771054,42.295049],[-90.782296,42.294754],[-90.783043,42.294989],[-90.792583,42.294779],[-90.810112,42.294988],[-90.827684,42.294834],[-90.87288,42.294949],[-90.89446,42.295244],[-90.931922,42.295311],[-90.933672,42.295129],[-90.940808,42.295124],[-90.974059,42.295444],[-90.975578,42.295776],[-90.988523,42.295567],[-91.00782,42.295768],[-91.130079,42.295761],[-91.130638,42.412896],[-91.130798,42.420566],[-91.13089,42.471262]]]}"
Poweshiek,Poweshiek County,06,"{""type"":""Polygon"",""coordinates"":[[[-92.766135,41.775997],[-92.766012,41.789415],[-92.766131,41.812004],[-92.766269,41.812196],[-92.766032,41.819534],[-92.765916,41.834036],[-92.766144,41.848884],[-92.766497,41.855637],[-92.765999,41.862373],[-92.750193,41.862208],[-92.747854,41.862428],[-92.678541,41.862222],[-92.560761,41.862305],[-92.535543,41.862187],[-92.479451,41.862457],[-92.391165,41.862571],[-92.375185,41.862442],[-92.298164,41.862779],[-92.298706,41.819052],[-92.298816,41.797952],[-92.299101,41.792543],[-92.299099,41.790672],[-92.29896,41.790208],[-92.299852,41.741682],[-92.29999,41.721532],[-92.299802,41.695699],[-92.299969,41.694457],[-92.300125,41.66259],[-92.299912,41.645696],[-92.299654,41.642346],[-92.299675,41.629508],[-92.299399,41.627153],[-92.29961,41.626836],[-92.29966,41.623687],[-92.299549,41.622608],[-92.299495,41.601536],[-92.297814,41.601535],[-92.297719,41.576629],[-92.297488,41.575043],[-92.297688,41.574579],[-92.297719,41.572293],[-92.297494,41.50979],[-92.479324,41.509384],[-92.508243,41.509094],[-92.508495,41.509298],[-92.514095,41.509311],[-92.558256,41.509124],[-92.626218,41.509181],[-92.644324,41.509149],[-92.651167,41.508907],[-92.661019,41.509136],[-92.68523,41.508992],[-92.699502,41.50907],[-92.745042,41.508719],[-92.756508,41.508794],[-92.757068,41.601411],[-92.766759,41.601355],[-92.766506,41.615766],[-92.766589,41.650867],[-92.766363,41.695549],[-92.766365,41.720551],[-92.766671,41.721937],[-92.766307,41.727446],[-92.766135,41.775997]]]}"
Shelby,Shelby County,06,"{""type"":""Polygon"",""coordinates"":[[[-95.324813,41.8641],[-95.323736,41.864207],[-95.300903,41.864123],[-95.267759,41.863835],[-95.244435,41.863925],[-95.189301,41.86352],[-95.092861,41.863374],[-95.093034,41.797604],[-95.093354,41.76899],[-95.093196,41.723581],[-95.093313,41.717239],[-95.093161,41.688352],[-95.092644,41.659379],[-95.092838,41.643354],[-95.092573,41.622058],[-95.09252,41.602055],[-95.068969,41.602201],[-95.040748,41.602152],[-95.040976,41.570219],[-95.040737,41.535864],[-95.04077,41.50469],[-95.253878,41.505693],[-95.307946,41.505785],[-95.335504,41.505669],[-95.356283,41.505816],[-95.375807,41.50572],[-95.387666,41.505872],[-95.497997,41.506074],[-95.498121,41.561017],[-95.497993,41.568027],[-95.498014,41.592671],[-95.497793,41.602333],[-95.558143,41.602383],[-95.557976,41.60675],[-95.55789,41.618955],[-95.55786,41.674829],[-95.557602,41.707032],[-95.557789,41.71236],[-95.557657,41.713473],[-95.557741,41.721637],[-95.557483,41.727779],[-95.557417,41.75726],[-95.557027,41.759239],[-95.557424,41.759979],[-95.557358,41.784611],[-95.557195,41.790894],[-95.557144,41.856242],[-95.557277,41.863449],[-95.538781,41.863539],[-95.465525,41.863173],[-95.421605,41.863199],[-95.383285,41.863673],[-95.38299,41.863798],[-95.324813,41.8641]]]}"
Benton,Benton County,06,"{""type"":""Polygon"",""coordinates"":[[[-92.299118,42.12327],[-92.299329,42.16417],[-92.29883,42.211565],[-92.298866,42.252627],[-92.298689,42.27403],[-92.298792,42.297527],[-92.192096,42.297396],[-92.154301,42.297504],[-92.049523,42.297229],[-91.991527,42.297647],[-91.97742,42.297328],[-91.965073,42.297282],[-91.959187,42.297533],[-91.937766,42.29755],[-91.831089,42.299063],[-91.832613,42.212032],[-91.833273,42.183],[-91.834073,42.156338],[-91.834532,42.124607],[-91.834418,42.109277],[-91.834733,42.095281],[-91.83472,42.082773],[-91.835262,42.036954],[-91.833661,41.964253],[-91.831828,41.896705],[-91.831379,41.861851],[-91.903974,41.861575],[-91.98637,41.862162],[-92.000179,41.862447],[-92.007824,41.862361],[-92.049281,41.862643],[-92.067104,41.863019],[-92.124193,41.862674],[-92.182063,41.862597],[-92.198104,41.862742],[-92.23022,41.86273],[-92.230925,41.862979],[-92.239153,41.862922],[-92.239527,41.863057],[-92.298164,41.862779],[-92.297954,41.895651],[-92.29811,41.907165],[-92.297934,41.909416],[-92.298087,41.922524],[-92.29767,41.941006],[-92.297767,41.965468],[-92.297284,41.970489],[-92.297274,41.981753],[-92.297762,41.994665],[-92.297728,42.007133],[-92.298065,42.01533],[-92.298165,42.025815],[-92.298696,42.043366],[-92.2986,42.053573],[-92.299279,42.088581],[-92.298934,42.102057],[-92.299118,42.12327]]]}"
Jackson,Jackson County,06,"{""type"":""Polygon"",""coordinates"":[[[-90.665551,42.294699],[-90.66515,42.344138],[-90.665276,42.350977],[-90.665029,42.382155],[-90.652777,42.38208],[-90.625128,42.382308],[-90.625128,42.382156],[-90.502285,42.381997],[-90.473798,42.381458],[-90.470273,42.378355],[-90.46775,42.374881],[-90.465879,42.371147],[-90.464053,42.36859],[-90.462619,42.367253],[-90.456298,42.362548],[-90.454646,42.360652],[-90.452724,42.359303],[-90.450836,42.358527],[-90.44632,42.357041],[-90.445167,42.356441],[-90.443874,42.355218],[-90.44248,42.353511],[-90.438951,42.34771],[-90.433949,42.341701],[-90.430546,42.33686],[-90.425363,42.332615],[-90.42135,42.330472],[-90.419027,42.328505],[-90.416535,42.325109],[-90.415937,42.322699],[-90.4162,42.321314],[-90.417125,42.319943],[-90.420075,42.317681],[-90.420753,42.3168],[-90.421182,42.315255],[-90.4203,42.31169],[-90.419008,42.309217],[-90.418915,42.308328],[-90.419878,42.306603],[-90.421676,42.302506],[-90.422675,42.298804],[-90.424257,42.294576],[-90.424326,42.293326],[-90.426909,42.290719],[-90.430218,42.284593],[-90.430735,42.284211],[-90.431039,42.282452],[-90.430884,42.27823],[-90.424098,42.266364],[-90.423242,42.264411],[-90.422732,42.261316],[-90.422181,42.259899],[-90.42098,42.257282],[-90.419326,42.254467],[-90.418274,42.253215],[-90.416315,42.251679],[-90.413642,42.250016],[-90.410471,42.247749],[-90.400653,42.239293],[-90.395883,42.233133],[-90.394749,42.229059],[-90.393151,42.227186],[-90.391108,42.225473],[-90.386781,42.222967],[-90.382251,42.219646],[-90.375129,42.214811],[-90.365138,42.210526],[-90.356964,42.205445],[-90.349162,42.204277],[-90.338169,42.203321],[-90.332177,42.202232],[-90.328273,42.201047],[-90.317774,42.193789],[-90.314465,42.192537],[-90.306531,42.190439],[-90.298442,42.187576],[-90.282173,42.178846],[-90.26908,42.1745],[-90.262345,42.173451],[-90.255456,42.171821],[-90.250129,42.171469],[-90.234919,42.165431],[-90.224244,42.160028],[-90.216107,42.15673],[-90.211328,42.15401],[-90.209479,42.15268],[-90.20826,42.15099],[-90.207421,42.149109],[-90.206369,42.1455],[-90.20536,42.139079],[-90.204145,42.136995],[-90.201404,42.130937],[-90.197342,42.128163],[-90.190452,42.125779],[-90.18471,42.125198],[-90.17097,42.125198],[-90.17041,42.125021],[-90.167533,42.122475],[-90.163992,42.118303],[-90.162895,42.116718],[-90.162225,42.11488],[-90.161884,42.11378],[-90.161352,42.11017],[-90.16112,42.104404],[-90.161779,42.096836],[-90.162401,42.094185],[-90.162615,42.090995],[-90.163405,42.087613],[-90.16573,42.081751],[-90.166512,42.080568],[-90.167556,42.078316],[-90.168358,42.075779],[-90.167734,42.071484],[-90.166482,42.067333],[-90.165555,42.062638],[-90.165526,42.061518],[-90.165765,42.060047],[-90.166808,42.055933],[-90.166853,42.05491],[-90.166495,42.054543],[-90.165294,42.050973],[-90.164537,42.045007],[-90.164485,42.042105],[-90.164337,42.041515],[-90.163446,42.040407],[-90.161629,42.039248],[-90.158829,42.037769],[-90.156663,42.035412],[-90.155529,42.034584],[-90.154221,42.033073],[-90.191456,42.033029],[-90.199893,42.033062],[-90.208515,42.03332],[-90.215395,42.033188],[-90.336525,42.033596],[-90.416494,42.033311],[-90.441322,42.033511],[-90.500134,42.033053],[-90.577873,42.032738],[-90.612565,42.032967],[-90.631776,42.032709],[-90.656744,42.032858],[-90.698826,42.032744],[-90.722122,42.032929],[-90.772269,42.032718],[-90.804548,42.033156],[-90.820821,42.032995],[-90.821239,42.033157],[-90.828997,42.033372],[-90.835004,42.033285],[-90.898373,42.033548],[-90.898226,42.120593],[-90.898654,42.135109],[-90.898067,42.230041],[-90.89802,42.295236],[-90.87288,42.294949],[-90.835643,42.294831],[-90.810112,42.294988],[-90.792583,42.294779],[-90.783043,42.294989],[-90.782296,42.294754],[-90.771054,42.295049],[-90.757132,42.294974],[-90.745234,42.294639],[-90.730465,42.295003],[-90.703666,42.294795],[-90.686403,42.294884],[-90.683852,42.294634],[-90.665551,42.294699]]]}"
Wayne,Wayne County,06,"{""type"":""Polygon"",""coordinates"":[[[-93.556599,40.725053],[-93.55652,40.748364],[-93.556342,40.750004],[-93.556186,40.768131],[-93.556964,40.814965],[-93.556687,40.870299],[-93.55642,40.875107],[-93.556579,40.885322],[-93.55654,40.898295],[-93.480459,40.89763],[-93.442126,40.897581],[-93.374753,40.897776],[-93.366301,40.898048],[-93.337714,40.897989],[-93.336169,40.897917],[-93.335486,40.897669],[-93.330407,40.897861],[-93.320065,40.897932],[-93.226933,40.89816],[-93.212213,40.89854],[-93.198072,40.89816],[-93.155544,40.89816],[-93.097595,40.898451],[-93.097752,40.889858],[-93.097702,40.862995],[-93.097944,40.851449],[-93.097625,40.834676],[-93.097616,40.811969],[-93.097378,40.802397],[-93.097366,40.790939],[-93.09755,40.786898],[-93.09738,40.779911],[-93.097346,40.764359],[-93.097473,40.763614],[-93.097478,40.741457],[-93.097297,40.707431],[-93.097405,40.67365],[-93.09728,40.665964],[-93.097363,40.63521],[-93.097248,40.624802],[-93.097394,40.606977],[-93.097296,40.584014],[-93.135802,40.582854],[-93.183697,40.581999],[-93.241476,40.58124],[-93.260429,40.580814],[-93.307627,40.580731],[-93.33395,40.580441],[-93.345529,40.580515],[-93.365978,40.580316],[-93.369453,40.580311],[-93.370202,40.580527],[-93.370858,40.580319],[-93.376542,40.580369],[-93.378954,40.580199],[-93.3861,40.580195],[-93.387026,40.580346],[-93.39851,40.580105],[-93.4375,40.57994],[-93.466887,40.580072],[-93.485195,40.580386],[-93.500218,40.58027],[-93.525227,40.580505],[-93.528177,40.580367],[-93.547578,40.580407],[-93.556899,40.580235],[-93.556875,40.625006],[-93.556466,40.667279],[-93.556599,40.725053]]]}"
Linn,Linn County,06,"{""type"":""Polygon"",""coordinates"":[[[-91.835262,42.036954],[-91.83472,42.082773],[-91.834733,42.095281],[-91.834418,42.109277],[-91.834532,42.124607],[-91.834073,42.156338],[-91.833273,42.183],[-91.832613,42.212032],[-91.831089,42.299063],[-91.728936,42.296713],[-91.714438,42.296544],[-91.47999,42.296164],[-91.363263,42.296445],[-91.3641,42.190325],[-91.364859,42.136934],[-91.364862,42.036157],[-91.365771,41.963669],[-91.366138,41.903168],[-91.366221,41.860069],[-91.425559,41.859614],[-91.463493,41.859594],[-91.58806,41.860604],[-91.709554,41.862023],[-91.831379,41.861851],[-91.831828,41.896705],[-91.833661,41.964253],[-91.835262,42.036954]]]}"
Dickinson,Dickinson County,06,"{""type"":""Polygon"",""coordinates"":[[[-95.387524,43.430566],[-95.387506,43.459313],[-95.387787,43.500226],[-95.25086,43.50052],[-95.244844,43.501196],[-95.222383,43.500949],[-95.21493,43.501016],[-95.21128,43.500815],[-95.167595,43.501021],[-95.165798,43.500768],[-95.154936,43.500448],[-95.125271,43.500631],[-95.122666,43.500989],[-95.114606,43.500824],[-95.091859,43.501013],[-94.941753,43.500895],[-94.929698,43.501013],[-94.914582,43.500853],[-94.914843,43.499103],[-94.914797,43.481194],[-94.91416,43.399705],[-94.914338,43.397428],[-94.914092,43.384891],[-94.913998,43.298542],[-94.913723,43.255054],[-95.131927,43.255469],[-95.142089,43.255613],[-95.142438,43.255506],[-95.15024,43.255478],[-95.388078,43.255221],[-95.388079,43.287114],[-95.38759,43.342237],[-95.387707,43.356725],[-95.387419,43.413132],[-95.387524,43.430566]]]}"
Clayton,Clayton County,06,"{""type"":""Polygon"",""coordinates"":[[[-91.605736,42.993234],[-91.606011,42.995073],[-91.605953,43.001198],[-91.606089,43.003837],[-91.605795,43.010158],[-91.605815,43.017104],[-91.605958,43.019116],[-91.605784,43.020684],[-91.605787,43.028666],[-91.605458,43.045658],[-91.605506,43.074519],[-91.605281,43.075829],[-91.605307,43.081653],[-91.50014,43.081619],[-91.488997,43.081453],[-91.432667,43.081571],[-91.419774,43.081342],[-91.330313,43.081053],[-91.297698,43.08136],[-91.272829,43.081017],[-91.265143,43.080605],[-91.256083,43.080716],[-91.177222,43.080247],[-91.177264,43.072983],[-91.177427,43.07242],[-91.178761,43.070578],[-91.179382,43.068624],[-91.179457,43.067427],[-91.17929,43.06643],[-91.177894,43.064206],[-91.178087,43.062044],[-91.175167,43.041267],[-91.174692,43.038713],[-91.173504,43.035966],[-91.172656,43.033468],[-91.171873,43.03076],[-91.170923,43.026052],[-91.170182,43.023768],[-91.168722,43.02023],[-91.166997,43.0168],[-91.166007,43.014286],[-91.163246,43.006478],[-91.161118,43.000788],[-91.159364,42.996674],[-91.15749,42.991475],[-91.156743,42.98783],[-91.156893,42.980815],[-91.156562,42.978226],[-91.155519,42.975774],[-91.150906,42.970514],[-91.148001,42.966155],[-91.14655,42.963345],[-91.14543,42.958211],[-91.14554,42.95651],[-91.14909,42.946554],[-91.149701,42.943855],[-91.14988,42.941955],[-91.149784,42.940244],[-91.146939,42.934015],[-91.145517,42.930378],[-91.144315,42.926592],[-91.1438,42.922877],[-91.143878,42.920646],[-91.144627,42.918117],[-91.145868,42.914967],[-91.146182,42.912338],[-91.146203,42.909868],[-91.145615,42.908006],[-91.144794,42.905997],[-91.143491,42.904698],[-91.138011,42.903777],[-91.130368,42.900658],[-91.125129,42.89905],[-91.120369,42.897187],[-91.117411,42.895837],[-91.115512,42.894672],[-91.112158,42.891149],[-91.107123,42.887581],[-91.104051,42.885971],[-91.100565,42.883078],[-91.09882,42.878528],[-91.098238,42.875798],[-91.09882,42.869881],[-91.09882,42.864421],[-91.097656,42.859871],[-91.095329,42.85532],[-91.091837,42.851225],[-91.091402,42.84986],[-91.091586,42.848664],[-91.093939,42.840042],[-91.095114,42.834966],[-91.09406,42.830813],[-91.091064,42.829411],[-91.090136,42.829237],[-91.085718,42.829908],[-91.08277,42.829977],[-91.078665,42.827678],[-91.078678,42.826563],[-91.07932,42.822977],[-91.079314,42.820309],[-91.0787,42.813115],[-91.078569,42.809626],[-91.078097,42.806526],[-91.077643,42.803798],[-91.075481,42.795466],[-91.074337,42.793187],[-91.073785,42.79046],[-91.072447,42.787732],[-91.072008,42.786382],[-91.071911,42.784085],[-91.071138,42.783004],[-91.07083,42.782225],[-91.07091,42.780096],[-91.070614,42.777083],[-91.070747,42.774817],[-91.070303,42.773829],[-91.06955,42.770224],[-91.069549,42.769628],[-91.068359,42.768309],[-91.065938,42.766461],[-91.063254,42.763947],[-91.062305,42.763335],[-91.061361,42.762973],[-91.060676,42.762447],[-91.060261,42.761847],[-91.060129,42.759986],[-91.06062,42.75882],[-91.061432,42.757974],[-91.062306,42.75749],[-91.06312,42.757273],[-91.064896,42.757272],[-91.065492,42.757081],[-91.065783,42.753387],[-91.065059,42.751338],[-91.06468,42.750914],[-91.063781,42.750568],[-91.060172,42.750481],[-91.059314,42.749991],[-91.060179,42.749991],[-91.058091,42.749246],[-91.056297,42.747341],[-91.055127,42.745806],[-91.05481,42.744686],[-91.054801,42.740529],[-91.054467,42.739288],[-91.053733,42.738238],[-91.051275,42.737001],[-91.049972,42.736905],[-91.048,42.736912],[-91.046571,42.737167],[-91.044881,42.738349],[-91.044139,42.738605],[-91.039383,42.738478],[-91.037464,42.738068],[-91.035418,42.73734],[-91.033389,42.736025],[-91.032013,42.734484],[-91.030984,42.73255],[-91.030724,42.731158],[-91.030718,42.729684],[-91.029692,42.726774],[-91.028713,42.725614],[-91.026786,42.724228],[-91.024852,42.723439],[-91.021755,42.721693],[-91.017239,42.719566],[-91.015687,42.719229],[-91.010572,42.720269],[-91.009577,42.720123],[-91.000128,42.716189],[-90.995536,42.713704],[-90.992233,42.711508],[-90.988776,42.708724],[-90.985241,42.704787],[-90.983478,42.702225],[-90.980578,42.698932],[-90.977735,42.696816],[-90.976314,42.695996],[-90.974237,42.695249],[-90.968927,42.694331],[-90.965048,42.693233],[-90.959824,42.690831],[-90.955617,42.688644],[-90.952415,42.686778],[-90.94921,42.685569],[-90.941567,42.683844],[-90.937045,42.683399],[-90.932371,42.683745],[-90.929881,42.684128],[-90.923634,42.6855],[-90.921155,42.685406],[-90.91719,42.684355],[-90.9134,42.682949],[-90.909774,42.681179],[-90.903351,42.677549],[-90.896951,42.675082],[-90.897415,42.645714],[-90.990673,42.646313],[-91.009596,42.646232],[-91.026643,42.646572],[-91.035086,42.646575],[-91.076475,42.646343],[-91.108748,42.645899],[-91.111294,42.645912],[-91.111523,42.646093],[-91.125131,42.64585],[-91.263507,42.645622],[-91.344923,42.644948],[-91.367182,42.644954],[-91.36846,42.644688],[-91.369187,42.644905],[-91.372441,42.644922],[-91.401185,42.644444],[-91.4576,42.644096],[-91.490282,42.644017],[-91.542263,42.644406],[-91.544606,42.644236],[-91.555053,42.644137],[-91.607059,42.643973],[-91.606717,42.65852],[-91.606866,42.661134],[-91.606567,42.662098],[-91.606185,42.686961],[-91.606321,42.690249],[-91.606354,42.71725],[-91.606569,42.735613],[-91.607045,42.75002],[-91.607737,42.797375],[-91.607471,42.802663],[-91.607637,42.803635],[-91.607602,42.808307],[-91.607877,42.809956],[-91.60778,42.810887],[-91.608423,42.81278],[-91.607598,42.81393],[-91.607524,42.815523],[-91.606955,42.817118],[-91.606538,42.818924],[-91.60669,42.819303],[-91.607301,42.819965],[-91.60734,42.820666],[-91.606982,42.853169],[-91.606773,42.884596],[-91.606854,42.893671],[-91.606805,42.896675],[-91.606661,42.896876],[-91.606465,42.925072],[-91.606604,42.933509],[-91.606427,42.935082],[-91.606233,42.962491],[-91.606471,42.963537],[-91.605648,42.967891],[-91.606073,42.970053],[-91.606001,42.974371],[-91.606113,42.975241],[-91.605995,42.990643],[-91.605736,42.993234]]]}"
Buena Vista,Buena Vista County,06,"{""type"":""Polygon"",""coordinates"":[[[-95.387778,42.821877],[-95.387898,42.824161],[-95.387801,42.825961],[-95.388149,42.865378],[-95.388008,42.879505],[-95.388182,42.909897],[-95.358016,42.909813],[-95.308779,42.910139],[-95.282044,42.909882],[-95.259513,42.909986],[-95.191667,42.909772],[-95.170995,42.909757],[-95.153099,42.909931],[-95.053351,42.909676],[-94.91389,42.9097],[-94.914133,42.904201],[-94.913894,42.903955],[-94.913886,42.902954],[-94.913895,42.738011],[-94.915569,42.655077],[-94.915017,42.588241],[-94.914648,42.560493],[-94.914485,42.560309],[-95.052262,42.561105],[-95.249118,42.560951],[-95.250274,42.561058],[-95.28909,42.560785],[-95.310718,42.560791],[-95.38801,42.561742],[-95.388236,42.640037],[-95.387485,42.738212],[-95.387769,42.76325],[-95.387778,42.821877]]]}"
Mills,Mills County,06,"{""type"":""Polygon"",""coordinates"":[[[-95.840144,40.987243],[-95.842754,40.988812],[-95.844351,40.989524],[-95.849232,40.990688],[-95.852547,40.991738],[-95.856071,40.993206],[-95.860116,40.995242],[-95.863492,40.99734],[-95.86615,41.000015],[-95.867303,41.001645],[-95.8687,41.004395],[-95.869216,41.005988],[-95.869567,41.007745],[-95.869502,41.009429],[-95.868387,41.012727],[-95.866287,41.016349],[-95.865886,41.017418],[-95.861616,41.022714],[-95.859918,41.025403],[-95.85919,41.028931],[-95.859102,41.031599],[-95.859654,41.035695],[-95.860462,41.037887],[-95.860862,41.038547],[-95.861782,41.039427],[-95.865158,41.042215],[-95.867246,41.043671],[-95.871783,41.046383],[-95.874711,41.049323],[-95.875287,41.050599],[-95.879462,41.053277],[-95.879497,41.053448],[-95.881588,41.054378],[-95.881173,41.055938],[-95.882101,41.058359],[-95.882342,41.059419],[-95.882476,41.06136],[-95.882225,41.063539],[-95.881011,41.066303],[-95.879367,41.068532],[-95.877441,41.070357],[-95.870323,41.075809],[-95.866912,41.078855],[-95.865835,41.080079],[-95.864782,41.081611],[-95.863843,41.083456],[-95.86332,41.084915],[-95.862937,41.086178],[-95.862427,41.089687],[-95.862587,41.091876],[-95.863304,41.0941],[-95.863279,41.094495],[-95.865076,41.09899],[-95.866661,41.104975],[-95.867099,41.109511],[-95.866304,41.115116],[-95.866425,41.117812],[-95.866641,41.119278],[-95.867228,41.121493],[-95.868546,41.124103],[-95.869092,41.125548],[-95.871168,41.128795],[-95.872679,41.130219],[-95.87347,41.131397],[-95.876048,41.134132],[-95.879686,41.138938],[-95.880171,41.139947],[-95.880865,41.140883],[-95.882032,41.143534],[-95.882875,41.146446],[-95.882803,41.147221],[-95.883129,41.148196],[-95.883095,41.149342],[-95.883346,41.151056],[-95.88309,41.151855],[-95.883203,41.152652],[-95.882944,41.154572],[-95.882643,41.155061],[-95.88254,41.155881],[-95.881958,41.156935],[-95.881477,41.158361],[-95.880521,41.159874],[-95.878696,41.159828],[-95.873829,41.160303],[-95.86857,41.160341],[-95.850848,41.160202],[-95.807866,41.160265],[-95.790544,41.159798],[-95.765596,41.160136],[-95.72754,41.159992],[-95.720866,41.160125],[-95.702868,41.159979],[-95.658774,41.160108],[-95.595009,41.160006],[-95.589493,41.159661],[-95.574828,41.160005],[-95.547789,41.160145],[-95.498667,41.160113],[-95.442973,41.160331],[-95.384349,41.160011],[-95.384383,41.146619],[-95.38417,41.131486],[-95.384381,41.129972],[-95.384421,41.126155],[-95.384725,41.074563],[-95.384759,41.061183],[-95.384521,41.045393],[-95.384535,41.030599],[-95.384712,41.028905],[-95.384508,41.019712],[-95.384603,41.012622],[-95.384422,41.012393],[-95.384661,41.001931],[-95.384746,40.987448],[-95.384734,40.907861],[-95.38488,40.901579],[-95.396868,40.90145],[-95.603504,40.901694],[-95.690813,40.901413],[-95.697425,40.90158],[-95.702004,40.901549],[-95.704299,40.901045],[-95.704885,40.90143],[-95.708466,40.901348],[-95.709542,40.901519],[-95.733656,40.90173],[-95.803906,40.901556],[-95.813465,40.901693],[-95.814302,40.902936],[-95.81618,40.904791],[-95.818709,40.906818],[-95.824959,40.910933],[-95.830699,40.915004],[-95.833041,40.917243],[-95.836438,40.921642],[-95.837774,40.924712],[-95.839743,40.93278],[-95.840139,40.93548],[-95.840275,40.939942],[-95.837951,40.950618],[-95.836558,40.953205],[-95.830801,40.962105],[-95.829829,40.963857],[-95.829354,40.96738],[-95.828329,40.972378],[-95.828545,40.973901],[-95.829074,40.975688],[-95.830297,40.978332],[-95.832055,40.98114],[-95.833537,40.98266],[-95.835434,40.984184],[-95.840144,40.987243]]]}"
