County,Precinct,Combined,Precinct ID,Delegates,Commit Goal,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold,Precinct Captains,MSQ Yang Support -1's,MSQ Yang Support - 2's,Total Support,298 Turnout
Kossuth,Hb,Kossuth Hb,947297,4,2,3,1,0,0.00%,2,0,1,1,2,16
Kossuth,IV,Kossuth IV,947298,1,2,2,1,0,0.00%,2,0,0,0,0,10
Kossuth,Lc,Kossuth Lc,947299,1,2,2,1,0,0.00%,2,0,0,0,0,10
Kossuth,Lv,Kossuth Lv,947300,2,12,11,14,0,0.00%,12,0,0,0,0,67
Kossuth,Pc,Kossuth Pc,947301,1,4,4,1,0,0.00%,4,0,0,3,3,21
Kossuth,Pr,Kossuth Pr,1593594,4,37,29,13,0,0.00%,37,0,0,1,1,189
Kossuth,Un,Kossuth Un,1593595,1,3,3,1,0,0.00%,3,0,0,1,1,16
Lee,Ch Vb,Lee Ch Vb,948282,6,22,18,8,1,5.60%,21,0,2,4,7,116
Lee,Fm1,Lee Fm1,947306,5,21,17,7,0,0.00%,21,0,2,6,8,108
Lee,Fm2,Lee Fm2,947307,9,37,29,13,0,0.00%,37,0,1,9,10,189
Lee,Fm3,Lee Fm3,947308,11,45,36,16,0,0.00%,45,0,0,6,6,233
Lee,Fm4a,Lee Fm4a,947309,11,43,33,15,1,3.00%,42,1,4,13,18,214
Lee,Fm4b,Lee Fm4b,948327,0,6,5,2,0,0.00%,6,0,0,3,3,28
Lee,Fm5,Lee Fm5,947310,12,51,39,18,0,0.00%,51,0,1,10,11,258
Lee,Fr Ce,Lee Fr Ce,947318,0,28,22,10,0,0.00%,28,1,2,2,4,144
Lee,Hr,Lee Hr,948328,10,3,3,1,0,0.00%,3,0,0,0,0,15
Lee,Jf,Lee Jf,947320,4,18,14,6,0,0.00%,18,0,3,2,5,88
Lee,Jk,Lee Jk,947319,7,25,19,8,1,5.30%,24,1,3,3,7,122
Lee,Ke1,Lee Ke1,947311,5,24,18,8,5,27.80%,19,2,9,11,25,119
Lee,Ke2a,Lee Ke2a,947312,5,7,5,2,0,0.00%,7,0,1,4,5,33
Lee,Ke2b,Lee Ke2b,948329,0,12,10,4,0,0.00%,12,0,0,0,0,62
Lee,Ke3,Lee Ke3,947313,6,32,24,11,0,0.00%,32,0,2,3,5,155
Lee,Ke4,Lee Ke4,947314,6,22,17,7,0,0.00%,22,0,0,3,3,108
Lee,Ke5,Lee Ke5,947315,8,35,27,12,0,0.00%,35,0,1,8,9,175
Lee,Ke6,Lee Ke6,947316,7,33,25,11,0,0.00%,33,0,4,4,8,163
Lee,Ke7,Lee Ke7,947317,8,35,27,12,1,0.00%,35,0,1,8,9,178
Lee,Mo,Lee Mo,947321,7,36,27,12,0,0.00%,36,0,2,3,5,175
Lee,Wpprdn,Lee Wpprdn,1593596,13,34,26,12,0,0.00%,34,0,0,1,1,168
