County ,Precinct ,Combined ,Precinct ID,Delegates,Commit Goal ,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold ,Precinct Captains,MSQ Yang Support -1's ,MSQ Yang Support - 2's,Total Support,Weighted Support
Hamilton,Wc1,Hamilton Wc1,947066,17,48,37,17,0,0.0%,48,1,2,6,8,4.5
Hamilton,Wc2,Hamilton Wc2,947067,20,54,41,19,0,0.0%,54,0,0,4,4,2
Hamilton,Wc3,Hamilton Wc3,947068,12,28,22,10,0,0.0%,28,0,1,5,6,3.5
Hancock,1,Hancock 01,947070,6,12,9,4,2,22.2%,10,0,1,5,8,5
Hancock,2,Hancock 02,947071,2,5,4,5,0,0.0%,5,0,1,0,1,1
Hancock,3,Hancock 03,947072,2,5,4,5,0,0.0%,5,0,0,0,0,0
Hancock,4,Hancock 04,947073,10,21,15,7,0,0.0%,21,0,0,2,2,1
Hancock,5,Hancock 05,947074,1,3,3,1,0,0.0%,3,0,0,0,0,0
Hancock,6,Hancock 06,947075,17,27,22,10,0,0.0%,27,0,1,2,3,2
Hancock,7,Hancock 07,947076,4,8,6,3,0,0.0%,8,0,0,1,1,0.5
Hancock,8,Hancock 08,947077,2,5,5,6,0,0.0%,5,0,2,3,5,3
Hancock,9,Hancock 09,947078,4,9,8,3,0,0.0%,9,0,1,0,1,1
Hancock,10,Hancock 10,947079,2,4,4,5,0,0.0%,4,0,0,0,0,0
Hardin,Al,Hardin Al,947080,10,18,14,6,0,0.0%,18,0,2,3,5,3.5
Hardin,Cc,Hardin Cc,947081,16,25,19,9,0,0.0%,25,0,1,1,2,1.5
Hardin,El,Hardin El,947083,12,18,14,6,0,0.0%,18,0,2,2,4,2.5
Hardin,Elc,Hardin Elc,1593569,17,31,26,12,0,0.0%,31,0,0,2,2,1
Hardin,Et,Hardin Et,947084,17,27,22,10,0,0.0%,27,0,0,1,1,1
Hardin,Ha,Hardin Ha,947085,12,24,19,8,0,0.0%,24,0,2,4,6,4
Hardin,If1,Hardin If1,947086,19,46,35,16,1,2.9%,45,0,4,6,11,6.5
Hardin,If2,Hardin If2,947087,22,45,34,16,1,2.9%,44,0,1,9,11,5.5
Harrison,Bo,Harrison Bo,947088,3,3,3,2,0,0.0%,3,0,0,3,3,1.5
Harrison,Hs,Harrison Hs,947089,9,21,16,7,3,18.8%,18,2,3,5,11,7.5
Harrison,Ja,Harrison Ja,947090,3,7,6,3,0,0.0%,7,0,0,2,2,1
Harrison,Jf,Harrison Jf,947091,3,7,6,3,0,0.0%,7,0,1,1,2,1.5
Harrison,Lo,Harrison Lo,947092,8,14,11,5,1,9.1%,13,0,1,5,7,3.5
Harrison,Ls,Harrison Ls,947093,2,2,3,3,0,0.0%,2,0,0,0,0,0
Harrison,Ma,Harrison Ma,947094,5,8,6,3,0,0.0%,8,0,0,1,1,0.5
Harrison,Mr,Harrison Mr,947095,4,6,5,2,0,0.0%,6,0,0,0,0,0
Harrison,Mv,Harrison Mv,947096,14,21,16,7,0,0.0%,21,0,1,5,6,3.5
Harrison,Sj,Harrison Sj,947097,7,10,8,3,2,25.0%,8,1,0,1,3,2
Harrison,Ta,Harrison Ta,947098,5,8,7,3,0,0.0%,8,0,0,2,2,1
Harrison,Wb,Harrison Wb,947099,8,15,13,6,0,0.0%,15,0,1,1,2,1.5
Harrison,Ws,Harrison Ws,947100,4,9,7,3,0,0.0%,9,0,0,1,1,0.5
Henry,Ce,Henry Ce,947101,20,35,28,13,3,10.7%,32,0,0,8,11,7
Henry,Mp1,Henry Mp1,947102,16,23,18,8,1,5.6%,22,1,2,3,6,4.5
Henry,Mp2,Henry Mp2,947103,18,20,16,7,1,6.3%,19,0,2,11,14,8
Henry,Mp3,Henry Mp3,947104,17,26,20,9,0,0.0%,26,0,7,10,17,11.5
Henry,Mp4,Henry Mp4,947105,13,26,21,9,1,4.8%,25,0,2,8,11,6
Henry,Ne,Henry Ne,948323,13,20,16,7,0,0.0%,20,0,0,3,3,1.5
Henry,Nw,Henry Nw,948324,13,20,16,7,0,0.0%,20,0,0,2,2,1.5
Henry,Se,Henry Se,948325,30,41,32,15,1,3.1%,40,0,0,9,10,5
Henry,Sw,Henry Sw,948326,10,17,14,6,0,0.0%,17,0,0,1,1,1
Howard,Af,Howard Af,947106,6,20,15,7,0,0.0%,20,0,1,12,13,7
Howard,Al,Howard Al,947107,3,12,9,5,0,0.0%,12,0,2,2,4,3
Howard,Cr1a,Howard Cr1a,947109,2,6,6,7,0,0.0%,6,0,0,2,2,1
Howard,Cr1b,Howard Cr1b,947110,5,9,8,3,0,0.0%,9,0,1,7,8,4
Howard,Cr2,Howard Cr2,947111,6,19,15,7,0,0.0%,19,1,5,20,25,14
Howard,Cr3,Howard Cr3,947112,5,10,9,4,1,11.1%,9,0,0,5,6,4
Howard,No,Howard No,947114,3,6,5,3,0,0.0%,6,0,1,1,2,1.5
Howard,Rjo,Howard Rjo,1825047,2,7,6,8,1,16.7%,6,0,0,2,3,1.5
Howard,Shc,Howard Shc,1825048,3,10,8,5,0,0.0%,10,0,3,3,6,3.5
Humboldt,A-Nw,Humboldt A-Nw,1593570,3,6,6,3,0,0.0%,6,0,1,1,2,1.5
Humboldt,D-W-Nr,Humboldt D-W-Nr,1593571,3,9,7,4,0,0.0%,9,0,0,4,4,2
Humboldt,Dc-Gr,Humboldt Dc-Gr,947118,5,9,8,3,0,0.0%,9,0,1,3,4,2.5
Humboldt,H-Wv,Humboldt H-Wv,1593572,2,5,4,5,0,0.0%,5,0,1,0,1,1
Humboldt,H1-C-Sw,Humboldt H1-C-Sw,947121,10,26,20,9,1,5.0%,25,0,3,3,7,5
Humboldt,H2-B-Sn,Humboldt H2-B-Sn,947122,9,23,18,8,1,5.6%,22,1,1,10,12,6.5
Humboldt,H3-Sr,Humboldt H3-Sr,947123,10,24,20,9,0,0.0%,24,0,3,3,6,4
Humboldt,Nl-Ev,Humboldt Nl-Ev,1593573,2,2,2,2,0,0.0%,2,0,3,0,3,3
Humboldt,Sl-Nn,Humboldt Sl-Nn,1593574,1,3,3,1,0,0.0%,3,0,1,1,2,1.5
Ida,Bl,Ida Bl,947127,2,6,5,6,1,20.0%,5,1,0,0,1,1
Ida,Gg,Ida Gg,947128,6,22,17,8,0,0.0%,22,0,2,3,5,3
Ida,Gv,Ida Gv,947129,1,2,2,1,0,0.0%,2,0,0,0,0,0
Ida,Ig1,Ida Ig1,947130,2,5,5,6,0,0.0%,5,0,1,1,2,1.5
Ida,Ig2,Ida Ig2,947131,2,6,5,7,0,0.0%,6,0,0,1,1,0.5
Ida,Ig3,Ida Ig3,947132,3,7,6,3,0,0.0%,7,0,0,1,1,0.5
Ida,Mp,Ida Mp,947133,4,15,12,5,0,0.0%,15,0,0,1,1,0.5
Iowa,Da,Iowa Da,947134,3,12,10,6,0,0.0%,12,0,0,0,0,0
Iowa,En,Iowa En,947135,6,20,16,7,2,12.5%,18,0,1,6,9,5
Iowa,Fm,Iowa Fm,947136,8,14,11,5,0,0.0%,14,0,1,4,5,3
Iowa,Hc,Iowa Hc,947137,3,7,6,3,0,0.0%,7,0,0,3,3,1.5
Iowa,Hl,Iowa Hl,947138,6,12,10,4,0,0.0%,12,0,0,0,0,0
Iowa,Hs,Iowa Hs,947139,3,8,7,4,0,0.0%,8,0,0,1,1,0.5
Iowa,Ht,Iowa Ht,947140,8,18,14,6,1,7.1%,17,1,0,3,4,2
Iowa,Lx,Iowa Lx,947141,20,45,36,16,2,5.6%,43,0,3,7,12,7
Iowa,Mr,Iowa Mr,947142,14,30,23,10,2,8.7%,28,0,1,3,6,4.5
Iowa,Pi,Iowa Pi,947143,6,8,7,3,0,0.0%,8,0,0,1,1,0.5
Iowa,Wm,Iowa Wm,947144,23,57,44,20,0,0.0%,57,0,1,5,6,3
Jackson,1,Jackson 01,947145,13,56,42,19,0,0.0%,56,0,2,5,7,4.5
Jackson,2,Jackson 02,947146,3,13,10,6,0,0.0%,13,0,1,1,2,1.5
Jackson,3,Jackson 03,947147,3,18,13,8,0,0.0%,18,0,0,2,2,1
Jackson,4,Jackson 04,947148,4,21,16,7,1,6.3%,20,0,3,5,9,5.5
Jackson,5,Jackson 05,947149,3,13,10,6,0,0.0%,13,0,0,1,1,0.5
Jackson,6,Jackson 06,947150,4,24,19,8,0,0.0%,24,0,1,3,4,2.5
Jackson,7,Jackson 07,947151,6,40,30,14,0,0.0%,40,0,0,3,3,1.5
Jackson,8,Jackson 08,947152,3,14,11,6,0,0.0%,14,0,0,1,1,0.5
Jackson,9,Jackson 09,947153,5,22,18,8,1,5.6%,21,0,1,1,3,2.5
Jackson,10,Jackson 10,947154,2,7,6,7,0,0.0%,7,0,0,1,1,1
Jackson,11,Jackson 11,947155,2,7,5,7,0,0.0%,7,0,0,3,3,1.5
Jackson,12,Jackson 12,947156,4,13,11,5,0,0.0%,13,0,1,4,5,2.5
Jackson,13,Jackson 13,947157,3,19,14,8,1,7.1%,18,0,0,1,2,1.5
Jackson,14,Jackson 14,947158,4,15,11,5,0,0.0%,15,0,2,4,6,4.5
Jackson,15,Jackson 15,947159,5,31,23,10,0,0.0%,31,0,1,2,3,2
Jackson,16,Jackson 16,947160,6,38,28,13,0,0.0%,38,0,4,2,6,4.5
Jasper,Cf-1,Jasper Cf-1,947161,4,9,7,3,1,14.3%,8,0,1,3,5,3
Jasper,Cf-2,Jasper Cf-2,947164,5,15,12,5,0,0.0%,15,0,0,6,6,2.5
Jasper,Cf-3,Jasper Cf-3,947167,4,10,8,4,1,12.5%,9,1,4,9,14,9.5
Jasper,Cp,Jasper Cp,947173,9,34,25,12,0,0.0%,34,0,0,6,6,3
Jasper,Dm,Jasper Dm,947174,11,30,23,10,0,0.0%,30,0,3,12,15,8.5
Jasper,El,Jasper El,1593575,4,13,11,5,0,0.0%,13,0,1,5,6,3.5
Jasper,Fv,Jasper Fv,947175,13,46,35,16,0,0.0%,46,0,1,13,14,7
Jasper,Hr,Jasper Hr,947176,17,58,45,20,0,0.0%,58,0,4,7,11,7.5
Jasper,Imm,Jasper Imm,1593576,12,48,36,17,7,19.4%,41,0,1,8,16,11.5
Jasper,Mw,Jasper Mw,947179,6,28,22,10,0,0.0%,28,0,1,4,5,3
Jasper,Ns,Jasper Ns,947180,13,45,35,16,3,8.6%,42,1,4,13,20,11
Jasper,Nt1-1,Jasper Nt1-1,947162,13,46,35,16,1,2.9%,45,0,1,16,18,9.5
Jasper,Nt1-2,Jasper Nt1-2,947163,10,43,33,15,0,0.0%,43,0,1,13,14,7
Jasper,Nt2-1,Jasper Nt2-1,947165,14,59,44,20,0,0.0%,59,0,1,11,12,5.5
Jasper,Nt2-2,Jasper Nt2-2,947166,11,50,39,18,1,2.6%,49,0,3,14,18,9.5
Jasper,Nt3-1,Jasper Nt3-1,947168,14,55,44,20,1,2.3%,54,0,10,19,30,19.5
Jasper,Nt3-2,Jasper Nt3-2,947169,10,37,29,13,3,10.3%,34,0,1,6,10,8
Jasper,Nt4-1,Jasper Nt4-1,947170,16,66,50,23,2,4.0%,64,1,1,16,19,9.5
Jasper,Nt4-2,Jasper Nt4-2,947171,9,34,26,12,1,3.8%,33,0,0,9,10,5.5
Jasper,Pa,Jasper Pa,947181,5,20,15,7,2,13.3%,18,0,2,12,16,9
Jefferson,Bh-Po,Jefferson Bh-Po,947182,1,14,11,5,0,0.0%,14,0,0,1,1,0.5
Jefferson,Bu,Jefferson Bu,947183,2,14,11,14,1,9.1%,13,1,0,3,4,2
Jefferson,Ct,Jefferson Ct,947184,8,117,88,40,3,3.4%,114,0,5,11,19,11.5
Jefferson,Dm,Jefferson Dm,947185,1,7,6,2,0,0.0%,7,0,0,8,8,4
Jefferson,Ff1,Jefferson Ff1,947186,9,109,82,38,1,1.2%,108,1,5,26,32,17.5
Jefferson,Ff2,Jefferson Ff2,947187,11,183,135,62,11,8.1%,172,0,14,39,64,37.5
Jefferson,Ff3,Jefferson Ff3,947188,4,35,26,12,2,7.7%,33,1,0,7,9,4.5
Jefferson,Ff4,Jefferson Ff4,947189,8,105,78,36,4,5.1%,101,0,14,61,79,47
Jefferson,Ff5,Jefferson Ff5,947190,7,73,55,25,6,10.9%,67,0,7,20,33,19.5
Jefferson,Lg,Jefferson Lg,947191,1,9,7,3,0,0.0%,9,0,0,0,0,0
Jefferson,Pn,Jefferson Pn,1593577,1,8,7,3,0,0.0%,8,0,0,0,0,0
Jefferson,Wlr,Jefferson Wlr,1593578,2,9,7,9,0,0.0%,9,0,0,0,0,0.5
Johnson,Bg,Johnson Bg,947194,4,61,45,20,0,0.0%,61,0,1,11,12,6
Johnson,Cc,Johnson Cc,947195,8,93,70,32,6,8.6%,87,0,7,19,32,19.5
Johnson,Ce,Johnson Ce,947196,1,27,20,9,1,5.0%,26,0,1,4,6,3.5
Johnson,Cv.01,Johnson Cv.01,947197,9,110,84,38,5,6.0%,105,0,5,30,40,24
Johnson,Cv.02,Johnson Cv.02,947198,8,144,107,49,4,3.7%,140,0,10,44,58,35
Johnson,Cv.03,Johnson Cv.03,947199,5,65,49,22,6,12.2%,59,1,8,12,26,17.5
Johnson,Cv.04,Johnson Cv.04,947200,7,78,58,27,4,6.9%,74,0,9,32,45,28
Johnson,Cv.05,Johnson Cv.05,947201,7,108,80,36,6,7.5%,102,1,6,18,30,19
Johnson,Cv.06,Johnson Cv.06,947202,10,177,131,60,8,6.1%,169,0,19,40,67,39
Johnson,Cv.07,Johnson Cv.07,1593579,9,154,115,53,8,7.0%,146,3,6,34,48,27.5
Johnson,Fr,Johnson Fr,947203,4,46,36,16,1,2.8%,45,0,0,10,11,5.5
Johnson,Gr,Johnson Gr,947204,1,25,20,9,0,0.0%,25,0,0,1,1,0.5
Johnson,Hd,Johnson Hd,947205,1,20,16,7,1,6.3%,19,1,0,2,3,2
Johnson,Hs,Johnson Hs,1593580,2,35,27,37,0,0.0%,35,0,3,5,8,5.5
Johnson,Ic.01,Johnson Ic.01,947206,12,233,171,79,5,2.9%,228,1,5,71,81,44.5
Johnson,Ic.02,Johnson Ic.02,947207,10,180,134,61,4,3.0%,176,2,8,35,47,27.5
Johnson,Ic.03,Johnson Ic.03,947208,7,34,27,12,6,22.2%,28,0,11,21,38,29
Johnson,Ic.04,Johnson Ic.04,947209,10,171,126,58,4,3.2%,167,0,11,34,49,30.5
Johnson,Ic.05,Johnson Ic.05,947210,9,38,30,14,7,23.3%,31,0,10,29,46,30.5
Johnson,Ic.06,Johnson Ic.06,947211,11,176,130,60,2,1.5%,174,0,11,47,60,33
Johnson,Ic.07,Johnson Ic.07,947212,8,114,84,39,13,15.5%,101,0,17,38,68,47.5
Johnson,Ic.08,Johnson Ic.08,947213,10,184,136,62,9,6.6%,175,0,8,28,45,25.5
Johnson,Ic.09,Johnson Ic.09,947214,9,136,102,47,4,3.9%,132,2,7,24,35,24
Johnson,Ic.10,Johnson Ic.10,947215,7,76,58,26,4,6.9%,72,2,5,22,31,17
Johnson,Ic.11,Johnson Ic.11,947216,8,64,49,23,14,28.6%,50,2,17,46,77,50.5
Johnson,Ic.12,Johnson Ic.12,947217,9,98,73,34,2,2.7%,96,0,12,53,67,38.5
Johnson,Ic.13,Johnson Ic.13,947218,7,62,48,22,6,12.5%,56,2,5,22,33,20
Johnson,Ic.14,Johnson Ic.14,947219,9,145,109,50,4,3.7%,141,1,7,34,45,25
Johnson,Ic.15,Johnson Ic.15,947220,6,73,56,26,0,0.0%,73,0,4,19,23,14
Johnson,Ic.16,Johnson Ic.16,947221,11,184,135,62,5,3.7%,179,1,8,28,41,25.5
Johnson,Ic.17,Johnson Ic.17,947222,12,240,178,82,14,7.9%,226,2,8,34,56,35
Johnson,Ic.18,Johnson Ic.18,947223,12,240,176,81,11,6.3%,229,0,11,43,65,39.5
Johnson,Ic.19,Johnson Ic.19,947224,7,35,27,12,10,37.0%,25,2,17,28,55,36
Johnson,Ic.20,Johnson Ic.20,947225,9,75,57,26,7,12.3%,68,2,9,25,41,25.5
Johnson,Ic.21,Johnson Ic.21,947226,10,149,112,52,7,6.3%,142,1,11,42,60,37
Johnson,Ic.22,Johnson Ic.22,947227,8,124,93,43,0,0.0%,124,0,10,27,37,22
Johnson,Ic.23,Johnson Ic.23,947228,12,238,176,81,11,6.3%,227,0,6,38,55,32.5
Johnson,Ic.24,Johnson Ic.24,947229,12,191,141,65,6,4.3%,185,1,2,29,37,22.5
Johnson,Je,Johnson Je,947231,5,62,47,21,3,6.4%,59,1,4,10,17,11
Johnson,Jw,Johnson Jw,947232,5,53,40,18,3,7.5%,50,0,2,18,23,13
Johnson,Lb,Johnson Lb,947233,2,30,23,31,0,0.0%,30,0,2,2,4,3
Johnson,Nl.01,Johnson Nl.01,947237,7,50,38,17,11,28.9%,39,0,8,41,60,38.5
Johnson,Nl.02,Johnson Nl.02,947238,7,69,52,24,7,13.5%,62,1,12,30,49,32
Johnson,Nl.03,Johnson Nl.03,1593581,9,85,63,29,12,19.0%,73,0,13,59,84,53.5
Johnson,Nl.04,Johnson Nl.04,1593582,6,57,43,20,2,4.7%,55,0,6,31,39,22.5
Johnson,Nl.05,Johnson Nl.05,1593583,6,64,48,22,6,12.5%,58,1,4,19,29,18
Johnson,Nl.06,Johnson Nl.06,1593584,11,96,72,33,3,4.2%,93,0,9,26,38,25
Johnson,Np,Johnson Np,947239,7,142,106,48,1,0.9%,141,1,5,13,19,12
Johnson,Ox,Johnson Ox,947240,3,42,32,19,1,3.1%,41,0,2,7,10,6.5
Johnson,Pn,Johnson Pn,947241,10,202,148,68,4,2.7%,198,0,15,48,67,41
Johnson,Sc,Johnson Sc,947243,4,50,39,18,1,2.6%,49,0,1,6,8,5
Johnson,Sn,Johnson Sn,947244,1,18,14,6,0,0.0%,18,0,0,0,0,0
Johnson,So,Johnson So,947245,6,80,60,28,0,0.0%,80,0,4,15,19,11.5
Johnson,Uh,Johnson Uh,947247,4,79,59,27,2,3.4%,77,0,3,13,18,10
Johnson,Un,Johnson Un,947248,2,32,25,34,4,16.0%,28,0,3,7,14,8.5
Johnson,Wl,Johnson Wl,947249,3,23,18,11,2,11.1%,21,0,1,6,9,6
Johnson,Ws,Johnson Ws,947250,1,15,12,5,1,8.3%,14,1,3,8,12,7
Jones,Ann,Jones Ann,1593585,9,35,27,12,0,0.0%,35,0,0,7,7,3.5
Jones,Ans,Jones Ans,1593586,13,48,38,17,1,2.6%,47,0,1,8,10,6
Jones,Cglw,Jones Cglw,1593587,8,28,23,10,0,0.0%,28,0,7,15,22,14.5
Jones,Fv,Jones Fv,1593588,8,27,22,10,1,4.5%,26,0,1,1,3,2.5
Jones,Gf,Jones Gf,947257,3,8,7,4,0,0.0%,8,0,1,0,1,1
Jones,Mn1,Jones Mn1,947258,4,13,11,5,0,0.0%,13,0,1,2,3,2
Jones,Mn2,Jones Mn2,947259,4,18,15,7,1,6.7%,17,0,3,5,9,6
Jones,Mn3,Jones Mn3,947260,4,14,11,5,0,0.0%,14,0,3,2,5,4
Jones,Mn4,Jones Mn4,947261,4,19,14,6,0,0.0%,19,0,1,2,3,2
Jones,Ox,Jones Ox,947263,2,7,6,7,1,16.7%,6,0,1,2,4,2.5
Jones,Rlws,Jones Rlws,947264,4,15,12,5,0,0.0%,15,0,0,5,5,2.5
Jones,Roha,Jones Roha,947265,5,11,9,4,0,0.0%,11,0,1,4,5,2.5
Jones,Sgmc,Jones Sgmc,1593589,4,12,10,5,0,0.0%,12,0,1,2,3,2
Jones,Wy,Jones Wy,947267,3,9,7,4,0,0.0%,9,0,0,0,0,0.5
Keokuk,Ad,Keokuk Ad,947268,2,8,6,8,0,0.0%,8,0,0,1,1,0.5
Keokuk,Bn,Keokuk Bn,947269,3,9,8,4,0,0.0%,9,0,0,2,2,1
Keokuk,Er,Keokuk Er,947271,4,12,9,4,0,0.0%,12,0,0,0,0,0
Keokuk,Ja,Keokuk Ja,947272,1,4,3,1,0,0.0%,4,0,0,1,1,0.5
Keokuk,Lc,Keokuk Lc,947273,1,3,3,1,0,0.0%,3,0,0,0,0,0
Keokuk,Lf/Cc,Keokuk Lf/Cc,1593590,6,15,12,5,0,0.0%,15,0,1,3,4,2.5
Keokuk,Pr,Keokuk Pr,947274,1,2,2,1,0,0.0%,2,0,0,0,0,0
Keokuk,Rl,Keokuk Rl,947275,2,7,6,7,0,0.0%,7,0,1,2,3,1.5
Keokuk,Sg1,Keokuk Sg1,947276,2,7,6,7,0,0.0%,7,0,0,0,0,0
Keokuk,Sg2,Keokuk Sg2,947277,2,8,7,9,0,0.0%,8,0,0,3,3,1.5
Keokuk,Sg3,Keokuk Sg3,947278,2,8,7,9,0,0.0%,8,0,0,1,1,0.5
Keokuk,Sg4,Keokuk Sg4,947279,2,8,8,10,0,0.0%,8,0,1,3,4,2
Keokuk,Sgr,Keokuk Sgr,947280,3,8,7,4,0,0.0%,8,0,0,0,0,0
Keokuk,Wc,Keokuk Wc,947281,3,9,7,4,0,0.0%,9,0,1,1,2,1.5
Keokuk,Wn,Keokuk Wn,947283,1,5,5,2,1,20.0%,4,0,0,1,2,1
Kossuth,Al1,Kossuth Al1,947284,9,23,18,8,0,0.0%,23,0,2,4,6,3.5
Kossuth,Al2,Kossuth Al2,947285,12,23,18,8,3,16.7%,20,0,4,8,15,11
Kossuth,Al3,Kossuth Al3,947286,10,27,20,9,0,0.0%,27,0,0,5,5,2.5
Kossuth,Al4,Kossuth Al4,947287,8,20,15,7,0,0.0%,20,0,1,6,7,4
Kossuth,Bf,Kossuth Bf,947288,5,10,8,3,1,12.5%,9,1,0,3,4,2.5
Kossuth,Bt,Kossuth Bt,947290,8,17,13,6,0,0.0%,17,0,1,4,5,3
Kossuth,Cr,Kossuth Cr,947291,6,32,24,11,0,0.0%,32,0,0,1,1,0.5
Kossuth,Cr 1,Kossuth Cr 1,1593591,1,0,0,0,0,0.0%,0,0,0,0,0,0
Kossuth,Cr 2,Kossuth Cr 2,1593592,2,6,5,6,0,0.0%,6,0,0,2,2,1
Kossuth,Eg,Kossuth Eg,947292,5,9,7,3,0,0.0%,9,0,1,1,2,1
Kossuth,Gf,Kossuth Gf,947295,4,23,18,8,0,0.0%,23,0,2,2,4,2.5
Kossuth,Gm,Kossuth Gm,1593593,5,10,8,3,0,0.0%,10,0,0,0,0,0
Kossuth,Gw,Kossuth Gw,947296,1,3,3,1,0,0.0%,3,0,0,2,2,1.5
Kossuth,Hb,Kossuth Hb,947297,4,2,3,1,0,0.0%,2,0,1,2,3,1.5
Kossuth,IV,Kossuth IV,947298,1,2,2,1,0,0.0%,2,0,0,0,0,0
Kossuth,Lc,Kossuth Lc,947299,1,2,2,1,0,0.0%,2,0,0,1,1,0.5
Kossuth,Lv,Kossuth Lv,947300,2,12,11,14,0,0.0%,12,0,0,0,0,0
Kossuth,Pc,Kossuth Pc,947301,1,4,4,1,0,0.0%,4,0,0,3,3,1.5
Kossuth,Pr,Kossuth Pr,1593594,4,37,29,13,0,0.0%,37,0,0,1,1,0.5
Kossuth,Un,Kossuth Un,1593595,1,3,3,1,0,0.0%,3,0,0,1,1,0.5
Lee,Ch Vb,Lee Ch Vb,948282,6,22,18,8,1,5.6%,21,0,1,4,6,4
Lee,Fm1,Lee Fm1,947306,5,21,17,7,0,0.0%,21,0,2,6,8,5
Lee,Fm2,Lee Fm2,947307,9,37,29,13,0,0.0%,37,0,1,9,10,5.5
Lee,Fm3,Lee Fm3,947308,11,45,36,16,0,0.0%,45,0,0,6,6,3.5
Lee,Fm4a,Lee Fm4a,947309,11,43,33,15,3,9.1%,40,1,1,14,18,9.5
Lee,Fm4b,Lee Fm4b,948327,0,6,5,2,0,0.0%,6,0,0,3,3,1.5
Lee,Fm5,Lee Fm5,947310,12,51,39,18,1,2.6%,50,0,0,10,11,6.5
Lee,Fr Ce,Lee Fr Ce,947318,0,28,22,10,0,0.0%,28,1,3,3,6,4.5
Lee,Hr,Lee Hr,948328,10,3,3,1,0,0.0%,3,0,0,0,0,0
Lee,Jf,Lee Jf,947320,4,18,14,6,0,0.0%,18,0,3,2,5,4
Lee,Jk,Lee Jk,947319,7,25,19,8,1,5.3%,24,1,3,4,8,6
Lee,Ke1,Lee Ke1,947311,5,24,18,8,12,66.7%,12,2,5,11,28,20.5
Lee,Ke2a,Lee Ke2a,947312,5,7,5,2,0,0.0%,7,0,1,4,5,3.5
Lee,Ke2b,Lee Ke2b,948329,0,12,10,4,0,0.0%,12,0,0,0,0,0
Lee,Ke3,Lee Ke3,947313,6,32,24,11,1,4.2%,31,0,4,6,11,7
Lee,Ke4,Lee Ke4,947314,6,22,17,7,0,0.0%,22,0,0,4,4,2
Lee,Ke5,Lee Ke5,947315,8,35,27,12,0,0.0%,35,0,1,8,9,5.5
Lee,Ke6,Lee Ke6,947316,7,33,25,11,2,8.0%,31,0,2,4,8,6
Lee,Ke7,Lee Ke7,947317,8,35,27,12,1,3.7%,34,0,3,10,14,7.5
Lee,Mo,Lee Mo,947321,7,36,27,12,0,0.0%,36,0,2,3,5,4
Lee,Wpprdn,Lee Wpprdn,1593596,13,34,26,12,1,3.8%,33,0,0,1,2,1.5
Lee,Ws Gb,Lee Ws Gb,1593597,10,36,27,12,0,0.0%,36,0,4,4,8,5.5
Linn,Cr01,Linn Cr01,1593598,5,57,43,20,2,4.7%,55,0,2,8,12,8
Linn,Cr02,Linn Cr02,1593599,5,48,36,16,4,11.1%,44,0,5,38,47,28
Linn,Cr03,Linn Cr03,1593600,5,55,40,18,1,2.5%,54,0,3,12,16,9.5
Linn,Cr04,Linn Cr04,1593601,5,53,41,19,2,4.9%,51,1,9,16,27,16
Linn,Cr05,Linn Cr05,1593602,6,70,53,24,4,7.5%,66,1,3,22,29,14
Linn,Cr06,Linn Cr06,1593603,6,65,49,22,1,2.0%,64,0,3,12,16,9
Linn,Cr07,Linn Cr07,1593604,4,44,35,16,2,5.7%,42,1,2,13,17,10
Linn,Cr08,Linn Cr08,1593605,5,51,40,18,4,10.0%,47,0,3,9,16,10
Linn,Cr09,Linn Cr09,1593606,5,41,31,14,7,22.6%,34,2,10,15,32,21
Linn,Cr10,Linn Cr10,1593607,7,100,73,33,0,0.0%,100,0,5,22,27,14.5
Linn,Cr11,Linn Cr11,1593608,6,70,53,24,2,3.8%,68,0,5,17,24,14
Linn,Cr12,Linn Cr12,1593609,8,126,95,44,1,1.1%,125,0,7,21,29,17.5
Linn,Cr13,Linn Cr13,1593610,6,70,52,24,1,1.9%,69,0,5,23,29,17
Linn,Cr14,Linn Cr14,1593611,6,90,67,31,3,4.5%,87,0,6,17,26,17
Linn,Cr15,Linn Cr15,1593612,5,74,54,25,1,1.9%,73,0,6,11,18,11.5
Linn,Cr16,Linn Cr16,1593613,6,90,67,31,3,4.5%,87,1,8,18,29,19.5
Linn,Cr17,Linn Cr17,1593614,6,54,41,19,3,7.3%,51,0,4,16,23,15
Linn,Cr18,Linn Cr18,1593615,4,56,43,20,2,4.7%,54,1,3,14,19,11.5
Linn,Cr19,Linn Cr19,1593616,7,86,65,30,1,1.5%,85,0,6,20,27,16
Linn,Cr20,Linn Cr20,1593617,7,83,62,29,3,4.8%,80,0,5,19,27,15
Linn,Cr21,Linn Cr21,1593618,7,97,73,34,2,2.7%,95,1,0,20,22,12
Linn,Cr22,Linn Cr22,1593619,4,27,20,9,1,5.0%,26,0,2,15,18,10.5
Linn,Cr23,Linn Cr23,1593620,6,88,66,30,1,1.5%,87,0,3,14,18,10.5
Linn,Cr24,Linn Cr24,1593621,8,154,115,53,0,0.0%,154,0,4,24,28,16
Linn,Cr25,Linn Cr25,1593622,9,175,130,60,0,0.0%,175,0,5,22,27,16
Linn,Cr26,Linn Cr26,1593623,9,156,116,53,5,4.3%,151,2,15,52,72,41
