County ,Precinct ,Combined ,Precinct ID,Region,Delegates,Commit Goal ,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold ,Precinct Captains,MSQ Yang Support -1's ,MSQ Yang Support - 2's,Total Support,Weighted Support,298 Turnout,2020 Turnout Prediction,True Commit Goal 
Polk,Dm 050,Polk Dm 050,947651,6,8,38,49,18,2,4.1%,36,0,3,13,18,11.1,323,248,37
Polk,Dm 051,Polk Dm 051,947652,6,5,26,21,12,1,4.8%,25,1,1,10,12,7.35,137,171,26
Polk,Dm 052,Polk Dm 052,947653,6,5,21,23,10,2,8.7%,19,0,3,5,10,7.1,150,139,21
Polk,Dm 053,Polk Dm 053,947654,6,4,20,23,10,2,8.7%,18,1,1,5,8,4.3,150,131,20
Polk,Dm 054,Polk Dm 054,947655,6,4,16,37,8,8,21.6%,8,0,2,7,17,12.4,245,104,16
Polk,Dm 055,Polk Dm 055,947656,6,14,71,110,33,10,9.1%,61,1,9,45,64,37.1,731,471,71
Polk,Dm 056,Polk Dm 056,947657,6,13,78,122,37,10,8.2%,68,3,9,41,60,36.1,811,519.04,78
Polk,Dm 057,Polk Dm 057,947658,6,8,44,68,21,8,11.8%,36,2,6,25,39,23,452,289.28,43
Polk,Dm 058,Polk Dm 058,947659,6,11,78,121,36,1,0.8%,77,0,6,23,30,17.35,803,513.92,77
Polk,Dm 059,Polk Dm 059,947660,6,11,72,112,34,5,4.5%,67,2,3,24,32,18.45,741,474.24,71
Polk,Dm 060,Polk Dm 060,947661,6,10,84,132,40,8,6.1%,76,2,11,31,50,31,875,560,84
Polk,Dm 061,Polk Dm 061,947662,6,10,97,152,46,3,2.0%,94,2,6,34,43,22.75,1010,646.4,97
Polk,Dm 062,Polk Dm 062,947663,6,19,156,244,73,5,2.0%,151,1,13,51,69,39.95,1625,1040,156
Polk,Dm 063,Polk Dm 063,947664,6,11,76,119,36,2,1.7%,74,0,7,25,34,20.7,788,504.32,76
Polk,Dm 064,Polk Dm 064,947665,6,8,57,88,27,5,5.7%,52,1,14,35,54,31.85,584,373.76,56
Polk,Dm 065,Polk Dm 065,947666,6,11,96,150,45,2,1.3%,94,3,4,25,31,17,996,637.44,96
Polk,Dm 066,Polk Dm 066,947667,6,12,95,149,45,1,0.7%,94,1,3,24,28,14.65,987,631.68,95
Polk,Dm 067,Polk Dm 067,947668,6,2,9,15,5,0,0.0%,9,0,1,4,5,2.9,96,60,9
Polk,Dm 068,Polk Dm 068,947669,6,5,25,43,12,0,0.0%,25,0,3,11,14,7.2,284,163,24
Polk,Dm 069,Polk Dm 069,947670,6,8,53,83,25,2,2.4%,51,0,5,18,25,14.9,552,353.28,53
Polk,Dm 070,Polk Dm 070,947671,6,6,26,35,12,6,17.1%,20,0,3,14,23,13.9,232,171,26
Polk,Dm 071,Polk Dm 071,947672,6,10,50,66,23,4,6.1%,46,1,11,26,41,24.7,434,327,49
Polk,Dm 072,Polk Dm 072,947673,6,1,2,5,1,0,0.0%,2,0,0,1,1,0.5,33,11,2
Polk,Dm 073,Polk Dm 073,947674,6,9,53,76,25,4,5.3%,49,1,11,25,40,23.7,506,349,52
Polk,Dm 074,Polk Dm 074,947675,6,4,13,29,6,2,6.9%,11,0,1,7,10,6.3,188,85,13
Polk,Dm 075,Polk Dm 075,947676,6,7,35,43,17,1,2.3%,34,0,4,11,16,9.55,284,232,35
Polk,Dm 076,Polk Dm 076,947677,6,7,39,50,18,1,2.0%,38,0,6,13,20,10.85,331,254,38
Polk,Dm 077,Polk Dm 077,947678,6,6,35,42,17,1,2.4%,34,0,3,9,13,7.65,277,230,35
Polk,Dm 078,Polk Dm 078,947679,6,7,40,62,19,4,6.5%,36,1,1,14,19,11.2,413,264.32,40
Polk,Dm 079,Polk Dm 079,947680,6,8,39,63,18,1,1.6%,38,0,1,12,14,7.85,419,255,38
Polk,Dm 080,Polk Dm 080,947681,6,10,62,96,29,1,1.0%,61,0,8,28,37,20.65,640,409.6,61
Polk,Dm 081,Polk Dm 081,947682,6,7,40,63,19,0,0.0%,40,0,4,15,19,10.6,415,265.6,40
Polk,Dm 082,Polk Dm 082,947683,6,6,49,77,23,2,2.6%,47,0,1,12,15,8.3,509,325.76,49
Polk,Dm 083,Polk Dm 083,947684,6,8,43,58,20,3,5.2%,40,1,6,17,26,16.25,384,281,42
Polk,Dm 084,Polk Dm 084,947685,6,5,24,28,11,0,0.0%,24,0,4,12,16,9.1,186,157,24
Polk,Douglas,Polk Douglas,947730,6,3,21,14,10,1,7.1%,20,0,1,5,7,3.85,93,137,21
Polk,Elkhart,Polk Elkhart,947731,6,4,22,25,11,3,12.0%,19,0,1,8,12,7.25,162,143,21
Polk,Four Mi,Polk Four Mi,947732,6,6,29,39,14,0,0.0%,29,0,2,5,7,4.3,256,192,29
Polk,Frankli,Polk Frankli,947733,6,4,24,26,11,0,0.0%,24,0,3,6,9,5.7,173,157,24
Polk,Granger,Polk Granger,1593722,6,1,5,4,2,0,0.0%,5,0,0,1,1,0.5,23,27,4
Polk,Grimes1,Polk Grimes1,947734,6,13,85,64,40,5,7.8%,80,1,12,25,42,26.55,423,564,85
Polk,Grimes2,Polk Grimes2,947735,6,11,68,47,32,15,31.9%,53,2,5,40,60,34.75,312,453,68
Polk,Grimes3,Polk Grimes3,1593723,6,7,38,35,18,1,2.9%,37,0,2,8,11,6.75,227,248,37
Polk,Jeff 1,Polk Jeff 1,947736,6,5,37,32,18,2,6.3%,35,1,4,13,19,11.5,211,243,36
Polk,John 1,Polk John 1,947737,6,12,65,78,30,2,2.6%,63,0,9,24,35,21.5,514,428,64
Polk,John 2,Polk John 2,947738,6,12,65,88,31,7,8.0%,58,2,4,18,29,18.25,584,431,65
Polk,John 3,Polk John 3,947739,6,8,53,55,25,6,10.9%,47,0,2,19,27,16.5,364,350,53
Polk,John 4,Polk John 4,1593724,6,10,66,66,31,6,9.1%,60,1,7,22,35,20,439,435,65
Polk,John 5,Polk John 5,1593725,6,16,99,96,47,5,5.2%,94,1,12,34,51,31.05,640,659,99
Polk,John 6,Polk John 6,1593726,6,6,40,35,19,2,5.7%,38,1,5,12,19,10.9,232,263,39
Polk,Madison,Polk Madison,1593727,6,1,4,4,2,0,0.0%,4,0,0,1,1,0.5,21,23,3
Polk,Mitchel,Polk Mitchel,947740,6,6,34,39,16,2,5.1%,32,0,8,13,23,14.1,255,221,33
Polk,Ph 1,Polk Ph 1,947741,6,9,53,75,25,1,1.3%,52,0,5,23,29,16.95,496,352,53
Polk,Ph 2,Polk Ph 2,947742,6,9,49,75,23,3,4.0%,46,0,5,14,22,13.35,494,325,49
Polk,Ph 3,Polk Ph 3,947743,6,9,43,63,20,1,1.6%,42,0,5,21,27,14.95,415,284,43
Polk,Polk Ci,Polk Polk Ci,947744,6,11,67,66,31,3,4.5%,64,1,3,18,24,14.55,436,441,66
Polk,Runnell,Polk Runnell,947745,6,5,25,33,12,0,0.0%,25,0,1,10,11,5.9,219,166,25
Polk,Saylor1,Polk Saylor1,947746,6,8,47,55,22,3,5.5%,44,0,4,20,27,15.45,362,310,47
Polk,Saylor2,Polk Saylor2,947747,6,6,40,46,19,1,2.2%,39,1,5,14,20,11.95,305,261,39
Polk,Sheldah,Polk Sheldah,947749,6,1,6,9,3,0,0.0%,6,0,0,3,3,1.5,54,40,6
Polk,Urb 01,Polk Urb 01,947750,6,9,54,62,26,3,4.8%,51,1,5,24,32,17.85,411,360,54
Polk,Urb 02,Polk Urb 02,947751,6,11,58,62,28,5,8.1%,53,2,7,16,28,18.05,411,386,58
Polk,Urb 03,Polk Urb 03,947752,6,10,59,82,28,3,3.7%,56,1,7,21,31,17.15,540,391,59
Polk,Urb 04,Polk Urb 04,947753,6,9,54,68,25,0,0.0%,54,0,0,9,9,4.5,452,357,54
Polk,Urb 05,Polk Urb 05,947754,6,10,52,58,25,4,6.9%,48,3,6,7,17,11.7,382,346,52
Polk,Urb 06,Polk Urb 06,947755,6,11,60,83,28,2,2.4%,58,2,8,19,29,17.6,553,399,60
Polk,Urb 07,Polk Urb 07,947756,6,11,66,68,31,1,1.5%,65,0,5,20,26,13.45,452,434,65
Polk,Urb 08,Polk Urb 08,947757,6,10,54,66,25,2,3.0%,52,1,5,18,25,14.9,434,356,53
Polk,Urb 09,Polk Urb 09,947758,6,11,57,72,27,3,4.2%,54,0,7,22,32,20.65,475,376,56
Polk,Urb 10,Polk Urb 10,947759,6,10,57,64,27,3,4.7%,54,0,4,20,27,15.95,426,379,57
Polk,Urb 11,Polk Urb 11,947760,6,9,55,56,26,6,10.7%,49,0,5,25,36,20.7,372,363,54
Polk,Wash 1,Polk Wash 1,947761,6,1,5,4,3,1,25.0%,4,0,0,1,2,1.45,24,33,5
Polk,Wb 1,Polk Wb 1,947762,6,2,11,14,5,0,0.0%,11,0,3,7,10,4.7,91,70,11
Polk,Wdm-111,Polk Wdm-111,947763,6,8,45,70,21,6,8.6%,39,1,11,49,66,37.6,465,297.6,45
Polk,Wdm-112,Polk Wdm-112,947764,6,5,25,46,12,1,2.2%,24,0,1,6,8,5.35,304,166,25
Polk,Wdm-113,Polk Wdm-113,947765,6,8,46,64,22,6,9.4%,40,1,5,13,24,15.7,421,301,45
Polk,Wdm-114,Polk Wdm-114,947766,6,12,64,95,30,2,2.1%,62,0,5,17,24,13.4,633,423,63
Polk,Wdm-115,Polk Wdm-115,947767,6,7,41,61,19,0,0.0%,41,0,4,11,15,9.1,401,267,40
Polk,Wdm-116,Polk Wdm-116,947768,6,9,55,73,26,3,4.1%,52,1,4,14,21,12.95,485,365,55
Polk,Wdm-117,Polk Wdm-117,1593728,6,9,54,72,26,3,4.2%,51,2,4,17,24,13.95,478,359,54
Polk,Wdm-118,Polk Wdm-118,1593729,6,9,44,60,21,7,11.7%,37,1,14,42,63,36.75,395,290,44
Polk,Wdm-211,Polk Wdm-211,947769,6,7,40,48,19,2,4.2%,38,1,4,20,26,14,318,263,39
Polk,Wdm-212,Polk Wdm-212,947770,6,11,54,80,26,7,8.8%,47,3,8,33,48,27.35,530,359,54
Polk,Wdm-213,Polk Wdm-213,947771,6,6,36,48,17,2,4.2%,34,1,7,9,18,11.7,320,238,36
Polk,Wdm-311,Polk Wdm-311,947774,6,10,58,63,28,7,11.1%,51,2,13,23,43,27.35,418,386,58
Polk,Wdm-312,Polk Wdm-312,947775,6,10,57,74,27,3,4.1%,54,1,5,28,36,21.35,493,380,57
Polk,Wdm-313,Polk Wdm-313,947776,6,4,26,35,12,0,0.0%,26,0,2,7,9,4.8,230,169,25
Polk,Wdm-314,Polk Wdm-314,947777,6,6,25,40,12,3,7.5%,22,1,4,10,17,10.95,261,165,25
Polk,Wdm-315,Polk Wdm-315,947778,6,8,43,51,20,0,0.0%,43,0,5,12,17,11,335,285,43
Polk,Wdm-316,Polk Wdm-316,947779,6,11,63,79,30,4,5.1%,59,0,4,21,29,15.9,521,417,63
Polk,Wdm-317,Polk Wdm-317,1593730,6,9,60,72,28,2,2.8%,58,0,5,20,27,15.4,475,395,59
Polk,Wdm-318,Polk Wdm-318,1593731,6,3,20,21,10,0,0.0%,20,0,6,4,10,6.4,139,133,20
Polk,Whts 1,Polk Whts 1,947780,6,6,40,62,19,0,0.0%,40,0,3,16,19,10.2,413,264.32,40
Polk,Whts 2,Polk Whts 2,947781,6,7,47,72,22,3,4.2%,44,2,5,17,25,14.85,480,307.2,46
Polk,Whts 3,Polk Whts 3,947782,6,9,44,71,21,6,8.5%,38,2,4,17,27,16.3,472,293,44
Pottawattamie,Avoca,Pottawattamie Avoca,1593737,3,8,17,10,8,1,10.0%,16,0,0,6,7,3.95,65,110,17
Pottawattamie,Carson,Pottawattamie Carson,947805,3,3,9,8,5,1,12.5%,8,0,0,2,3,1.95,47,59,9
Pottawattamie,Cb 01,Pottawattamie Cb 01,947783,3,9,27,12,13,5,41.7%,22,0,3,13,21,13.95,77,174,26
Pottawattamie,Cb 02,Pottawattamie Cb 02,947784,3,12,36,19,17,1,5.3%,35,0,4,21,26,14.55,122,235,35
Pottawattamie,Cb 03,Pottawattamie Cb 03,947785,3,10,28,16,13,5,31.3%,23,1,7,21,33,18.55,106,184,28
Pottawattamie,Cb 04,Pottawattamie Cb 04,947786,3,10,29,20,14,2,10.0%,27,1,9,16,27,14.5,127,193,29
Pottawattamie,Cb 05,Pottawattamie Cb 05,947787,3,10,32,14,15,0,0.0%,32,0,1,14,15,7.9,93,212,32
Pottawattamie,Cb 06,Pottawattamie Cb 06,947788,3,15,42,21,20,1,4.8%,41,1,5,14,20,11.95,135,277,42
Pottawattamie,Cb 07,Pottawattamie Cb 07,947789,3,15,49,32,23,1,3.1%,48,0,8,28,37,21.65,212,322,48
Pottawattamie,Cb 08,Pottawattamie Cb 08,947790,3,18,50,35,24,2,5.7%,48,0,3,11,16,9.1,228,333,50
Pottawattamie,Cb 09,Pottawattamie Cb 09,947791,3,13,46,30,22,1,3.3%,45,0,7,14,22,14.25,194,303,45
Pottawattamie,Cb 10a,Pottawattamie Cb 10a,1593732,3,20,51,37,24,1,2.7%,50,0,9,31,41,24.05,242,339,51
Pottawattamie,Cb 10b,Pottawattamie Cb 10b,1593733,3,15,43,27,20,1,3.7%,42,0,2,8,11,6.25,178,284,43
Pottawattamie,Cb 11,Pottawattamie Cb 11,947793,3,17,48,39,23,2,5.1%,46,0,4,9,15,10,259,320,48
Pottawattamie,Cb 12,Pottawattamie Cb 12,947794,3,14,40,28,19,1,3.6%,39,1,4,7,12,8.05,186,265,40
Pottawattamie,Cb 13,Pottawattamie Cb 13,947795,3,10,26,22,12,5,22.7%,21,1,4,11,20,13.35,144,171,26
Pottawattamie,Cb 14,Pottawattamie Cb 14,947796,3,10,27,12,13,0,0.0%,27,0,5,3,8,5.5,77,175,26
Pottawattamie,Cb 15,Pottawattamie Cb 15,947797,3,11,31,10,15,1,10.0%,30,1,5,7,13,6.95,64,203,30
Pottawattamie,Cb 16,Pottawattamie Cb 16,947798,3,11,32,14,15,2,14.3%,30,1,9,19,30,17.5,90,213,32
Pottawattamie,Cb 17,Pottawattamie Cb 17,947799,3,15,38,15,18,2,13.3%,36,1,3,13,18,9.1,100,249,37
Pottawattamie,Cb 18,Pottawattamie Cb 18,947800,3,12,36,15,17,1,6.7%,35,1,3,4,8,5.65,96,235,35
Pottawattamie,Cb 19,Pottawattamie Cb 19,947801,3,9,26,14,12,3,21.4%,23,1,1,9,13,8.25,93,167,25
Pottawattamie,Cb 20,Pottawattamie Cb 20,947802,3,9,26,15,13,1,6.7%,25,1,5,9,15,8.45,98,173,26
Pottawattamie,Cb 21,Pottawattamie Cb 21,1593734,3,8,26,13,12,4,30.8%,22,1,1,8,13,7.7,85,167,25
Pottawattamie,Cl 1,Pottawattamie Cl 1,1593735,3,7,25,13,12,1,7.7%,24,0,22,13,36,25.75,86,166,25
Pottawattamie,Cl 2,Pottawattamie Cl 2,1593736,3,7,24,11,12,3,27.3%,21,1,9,12,24,14.95,70,160,24
Pottawattamie,Cresc,Pottawattamie Cresc,947807,3,13,37,28,18,3,10.7%,34,2,7,19,29,16.15,184,245,37
Pottawattamie,Garner,Pottawattamie Garner,947808,3,14,42,21,20,1,4.8%,41,0,2,6,9,6.25,137,277,42
Pottawattamie,Glwcw,Pottawattamie Glwcw,1833330,3,3,9,4,5,0,0.0%,9,0,0,1,1,0.5,21,60,9
Pottawattamie,Hancock,Pottawattamie Hancock,1833331,3,2,4,3,2,0,0.0%,4,0,0,0,0,0,16,25,4
Pottawattamie,Lewis 1,Pottawattamie Lewis 1,947813,3,11,36,19,17,1,5.3%,35,0,4,6,11,7.05,122,236,35
Pottawattamie,Lewis 2,Pottawattamie Lewis 2,947814,3,11,34,22,16,1,4.5%,33,0,4,12,17,9.55,140,225,34
Pottawattamie,MacEdon,Pottawattamie MacEdon,947818,3,1,4,4,2,0,0.0%,4,0,0,0,0,0,21,26,4
Pottawattamie,McClell,Pottawattamie McClell,1833332,3,3,13,6,6,0,0.0%,13,0,2,3,5,3.3,34,84,13
Pottawattamie,Minden,Pottawattamie Minden,947819,3,5,12,7,6,0,0.0%,12,0,0,1,1,0.5,46,78,12
Pottawattamie,Neola,Pottawattamie Neola,947820,3,8,22,12,11,0,0.0%,22,0,2,8,10,5.3,77,146,22
Pottawattamie,Oakland,Pottawattamie Oakland,1833333,3,8,23,10,11,2,20.0%,21,2,3,9,14,9.1,64,150,23
Pottawattamie,Treynor,Pottawattamie Treynor,1833334,3,6,20,9,9,2,22.2%,18,1,4,4,10,7,59,128,19
Pottawattamie,Underw,Pottawattamie Underw,1833335,3,13,33,24,16,0,0.0%,33,0,2,10,12,6.8,160,219,33
Pottawattamie,Walnut,Pottawattamie Walnut,1833336,3,4,11,9,5,0,0.0%,11,0,1,1,2,1.4,54,71,11
Poweshiek,2,Poweshiek 02,947824,5,11,30,27,14,0,0.0%,30,0,5,28,33,19,175,200,30
Poweshiek,3,Poweshiek 03,947825,5,2,7,4,4,0,0.0%,7,0,1,3,4,2.4,21,45,7
Poweshiek,4,Poweshiek 04,947826,5,3,9,7,4,0,0.0%,9,0,3,4,7,4.7,42,57,9
Poweshiek,5,Poweshiek 05,947827,5,6,22,18,10,10,55.6%,12,0,2,30,42,25.3,114,141,21
Poweshiek,6,Poweshiek 06,947828,5,24,56,68,26,13,19.1%,43,3,16,41,70,45.75,447,368,55
Poweshiek,7,Poweshiek 07,947829,5,17,47,59,22,6,10.2%,41,0,10,32,48,30.7,393,308,46
Poweshiek,8,Poweshiek 08,947830,5,12,32,32,15,3,9.4%,29,0,2,15,20,12.15,212,211,32
Poweshiek,9,Poweshiek 09,947831,5,16,47,66,22,6,9.1%,41,0,6,22,34,21.1,434,309,46
Poweshiek,10,Poweshiek 10,947832,5,5,19,16,9,0,0.0%,19,0,2,9,11,5.8,106,122,18
Poweshiek,11,Poweshiek 11,947833,5,4,14,16,7,4,25.0%,10,1,1,4,9,6.7,104,93,14
Ringgold,At,Ringgold At,947834,2,9,7,10,4,0,0.0%,7,0,0,0,0,0,62,45,7
Ringgold,Cl,Ringgold Cl,947835,2,6,5,10,3,0,0.0%,5,0,0,3,3,1.5,64,30,5
Ringgold,M1,Ringgold M1,947836,2,22,13,25,7,0,0.0%,13,0,0,6,6,3,165,86,13
Ringgold,M2,Ringgold M2,947837,2,21,13,18,6,0,0.0%,13,0,0,2,2,1,118,85,13
Ringgold,Tg,Ringgold Tg,947838,2,3,3,4,2,0,0.0%,3,0,0,0,0,0,23,19,3
Ringgold,Un,Ringgold Un,947839,2,9,5,10,3,0,0.0%,5,0,0,1,1,0.5,62,32,5
Ringgold,Ws,Ringgold Ws,947840,2,10,9,11,4,0,0.0%,9,0,0,1,1,0.5,72,55,8
Sac,1,Sac 01,947841,2,7,12,8,6,0,0.0%,12,0,1,6,7,3.4,49,78,20
Sac,2,Sac 02,947842,2,2,4,3,2,0,0.0%,4,0,0,0,0,0,20,22,6
Sac,3,Sac 03,947843,2,5,8,6,4,1,16.7%,7,0,0,3,4,2.45,34,51,13
Sac,4,Sac 04,947844,2,18,26,24,12,2,8.3%,24,2,13,24,39,24.1,157,167,42
Sac,5,Sac 05,947845,2,3,6,5,3,0,0.0%,6,0,0,0,0,0,28,37,9
Sac,6,Sac 06,947846,2,6,13,7,6,0,0.0%,13,0,0,3,3,1.5,42,83,21
Sac,7,Sac 07,947847,2,11,21,18,10,1,5.6%,20,0,0,5,6,3.45,116,136,34
Sac,8,Sac 08,947848,2,3,7,5,3,0,0.0%,7,0,1,3,4,2.4,31,41,10
Sac,9,Sac 09,947849,2,5,11,8,6,1,12.5%,10,0,0,6,7,3.95,47,73,18
Scott,Ag,Scott Ag,947850,4,1,8,6,4,0,0.0%,8,0,0,1,1,0.5,38,49,7
Scott,B11,Scott B11,947851,4,7,58,59,27,6,10.2%,52,2,9,18,33,19.3,393,381,57
Scott,B12,Scott B12,947852,4,6,53,44,25,1,2.3%,52,0,6,14,21,12.85,292,353,53
Scott,B21,Scott B21,947853,4,4,37,25,17,4,16.0%,33,0,5,13,22,13.3,163,241,36
Scott,B22,Scott B22,947854,4,6,56,40,26,3,7.5%,53,1,5,12,20,11.85,264,367,55
Scott,B23,Scott B23,947912,4,1,10,6,5,2,33.3%,8,0,5,13,20,11.9,39,63,9
Scott,B31,Scott B31,947855,4,6,57,37,27,4,10.8%,53,3,6,27,37,21.7,242,377,57
Scott,B32,Scott B32,947856,4,6,55,40,26,2,5.0%,53,0,5,16,23,14.4,266,363,54
Scott,B41,Scott B41,947857,4,7,68,44,32,0,0.0%,68,0,9,20,29,17.6,290,447,67
Scott,B42,Scott B42,947858,4,7,62,57,29,10,17.5%,52,2,5,22,37,23.5,374,407,61
Scott,B51,Scott B51,947859,4,7,64,43,30,3,7.0%,61,0,11,22,36,24.25,284,421,63
Scott,B52,Scott B52,947860,4,10,86,46,40,0,0.0%,86,1,9,24,33,19.6,300,567,85
Scott,Bf,Scott Bf,947863,4,1,14,10,7,0,0.0%,14,0,2,1,3,2.8,64,88,13
Scott,Bg,Scott Bg,947861,4,4,33,31,16,0,0.0%,33,0,1,10,11,5.4,201,218,33
Scott,Bu,Scott Bu,947864,4,5,37,23,17,1,4.3%,36,1,0,11,12,6.45,149,241,36
Scott,D11,Scott D11,947868,4,5,46,40,22,2,5.0%,44,3,1,9,12,6.8,261,301,45
Scott,D12,Scott D12,947869,4,6,46,30,22,1,3.3%,45,1,3,12,16,9.65,194,304,46
Scott,D13,Scott D13,947870,4,6,56,34,26,6,17.6%,50,2,3,21,30,17.4,224,371,56
Scott,D14,Scott D14,947871,4,5,47,22,22,18,81.8%,29,2,10,26,54,35.6,144,310,47
Scott,D21,Scott D21,947872,4,6,51,27,24,1,3.7%,50,0,7,18,26,12.75,180,339,51
Scott,D22,Scott D22,947873,4,4,40,23,19,4,17.4%,36,2,2,17,23,12.6,149,266,40
Scott,D23,Scott D23,947874,4,4,39,29,18,3,10.3%,36,1,6,9,18,10.75,193,256,38
Scott,D24,Scott D24,947875,4,6,49,41,23,4,9.8%,45,2,2,12,18,11.1,273,323,48
Scott,D31,Scott D31,947876,4,5,47,30,22,2,6.7%,45,0,6,6,14,9.3,196,308,46
Scott,D32,Scott D32,947877,4,4,36,22,17,2,9.1%,34,1,2,7,11,7.7,142,240,36
Scott,D33,Scott D33,947878,4,4,39,21,19,4,19.0%,35,0,7,17,28,15.1,134,259,39
Scott,D34,Scott D34,947879,4,5,47,33,22,12,36.4%,35,1,9,30,51,32,214,313,47
Scott,D41,Scott D41,947880,4,7,53,40,25,2,5.0%,51,0,10,14,26,17.4,261,349,52
Scott,D42,Scott D42,947881,4,5,45,29,21,0,0.0%,45,0,2,12,14,7.8,191,294,44
Scott,D43,Scott D43,947882,4,5,47,36,22,0,0.0%,47,0,3,14,17,9.2,240,311,47
Scott,D44,Scott D44,947883,4,5,42,20,20,11,55.0%,31,0,14,36,61,38.55,129,276,41
Scott,D51,Scott D51,947884,4,7,70,59,33,8,13.6%,62,1,7,26,41,25.4,393,464,70
Scott,D52,Scott D52,947885,4,6,50,38,24,6,15.8%,44,2,6,18,30,20.1,253,333,50
Scott,D53,Scott D53,947886,4,6,57,42,27,2,4.8%,55,1,7,16,25,14.7,274,375,56
Scott,D54,Scott D54,947887,4,5,48,31,23,2,6.5%,46,1,6,30,38,15.8,204,317,48
Scott,D61,Scott D61,947888,4,6,57,35,27,1,2.9%,56,1,3,19,23,11.65,227,379,57
Scott,D62,Scott D62,947889,4,6,56,45,26,6,13.3%,50,0,6,26,38,22.6,295,369,55
Scott,D63,Scott D63,947890,4,7,64,47,30,8,17.0%,56,1,12,34,54,32.4,307,426,64
Scott,D64,Scott D64,947891,4,9,89,104,42,1,1.0%,88,1,8,24,33,19.65,692,588,88
Scott,D71,Scott D71,947892,4,7,66,56,31,4,7.1%,62,0,4,18,26,14.4,370,437,66
Scott,D72,Scott D72,947893,4,7,55,49,26,3,6.1%,52,0,15,30,48,29.85,323,364,55
Scott,D73,Scott D73,947894,4,6,49,39,23,12,30.8%,37,1,9,23,44,29,258,325,49
Scott,D74,Scott D74,947895,4,4,35,20,16,4,20.0%,31,1,11,25,40,25.2,129,228,34
Scott,D81,Scott D81,947896,4,5,42,27,20,1,3.7%,41,1,4,12,17,10.55,180,276,41
Scott,D82,Scott D82,947897,4,7,56,40,26,1,2.5%,55,0,6,26,33,18.85,266,368,55
Scott,D83,Scott D83,947898,4,7,62,34,29,0,0.0%,62,0,2,20,22,12.3,220,407,61
Scott,D84,Scott D84,947899,4,5,53,34,25,1,2.9%,52,0,4,10,15,9.05,220,348,52
Scott,Dh,Scott Dh,1593753,4,1,5,3,2,0,0.0%,5,0,0,1,1,0.5,20,28,4
Scott,El1,Scott El1,947900,4,6,53,40,25,9,22.5%,44,1,3,32,44,24.75,261,351,53
Scott,El2,Scott El2,947911,4,5,51,31,24,0,0.0%,51,0,4,32,36,19.1,206,336,50
Scott,Hg,Scott Hg,947901,4,1,8,7,4,0,0.0%,8,0,0,2,2,1,46,49,7
Scott,Lb,Scott Lb,947903,4,1,9,6,5,0,0.0%,9,0,1,5,6,2.9,39,59,9
Scott,Lc1,Scott Lc1,1593754,4,4,37,27,18,2,7.4%,35,1,3,11,16,10.1,176,245,37
Scott,Lc2,Scott Lc2,1593755,4,4,34,20,16,1,5.0%,33,1,3,9,13,8.15,127,225,34
Scott,Lct,Scott Lct,1593756,4,2,21,14,10,2,14.3%,19,0,0,8,10,5.4,91,138,21
Scott,Lg,Scott Lg,1593757,4,2,13,12,6,0,0.0%,13,0,0,7,7,3.5,78,85,13
Scott,Mc,Scott Mc,1593758,4,1,12,8,6,3,37.5%,9,1,2,4,9,6.15,51,77,12
Scott,Pkv,Scott Pkv,1593759,4,4,36,21,17,3,14.3%,33,0,6,11,20,11.75,137,236,35
Scott,Pr,Scott Pr,947906,4,2,18,15,9,2,13.3%,16,1,0,6,8,4.4,96,118,18
Scott,Pv,Scott Pv,947905,4,2,20,9,10,0,0.0%,20,0,1,7,8,3.9,54,131,20
Scott,Rv,Scott Rv,947907,4,1,8,8,4,0,0.0%,8,0,1,2,3,1.9,49,48,7
Scott,Wc,Scott Wc,947909,4,3,22,17,11,0,0.0%,22,0,2,2,4,2.8,111,143,21
Scott,Wf,Scott Wf,947910,4,1,11,10,6,0,0.0%,11,0,0,2,2,1,65,72,11
Shelby,2,Shelby 02,947914,3,13,18,10,9,0,0.0%,18,0,1,2,3,2.9,65,116,17
Shelby,3,Shelby 03,947915,3,10,12,10,6,0,0.0%,12,0,0,1,1,0.5,65,74,11
Shelby,4,Shelby 04,947916,3,7,11,6,5,0,0.0%,11,0,0,3,3,1.5,36,71,11
Shelby,5,Shelby 05,947917,3,10,12,9,6,1,11.1%,11,1,0,3,4,2.45,54,79,12
Shelby,6,Shelby 06,947918,3,15,18,11,9,0,0.0%,18,0,1,2,3,1.9,72,116,17
Shelby,7,Shelby 07,947919,3,10,14,8,7,0,0.0%,14,0,2,1,3,2.8,47,93,14
Shelby,8,Shelby 08,947920,3,12,16,10,8,0,0.0%,16,0,0,3,3,1.5,62,104,16
Shelby,9,Shelby 09,947921,3,13,15,11,7,0,0.0%,15,0,1,1,2,1.4,70,96,14
Shelby,10,Shelby 10,947913,3,10,12,8,6,0,0.0%,12,0,0,3,3,1.5,52,79,12
Sioux,At,Sioux At,947922,3,7,21,11,10,0,0.0%,21,0,0,2,2,1,67,138,21
Sioux,Fl,Sioux Fl,947926,3,3,13,2,6,0,0.0%,13,0,0,2,2,1,11,82,12
Sioux,Gt,Sioux Gt,947927,3,3,13,5,6,0,0.0%,13,0,1,4,5,2.9,29,84,13
Sioux,Hw,Sioux Hw,947929,3,12,26,19,13,1,5.3%,25,0,1,7,9,4.35,124,173,26
